episode_id,well,start_row_idx,end_row_idx_exclusive,start_suffix_offset,rows,suffix_rows,start_suffix_fraction,episode_suffix_fraction,rows_from_last_within5_to_episode_start,rows_from_episode_end_to_next_within5,pre128_error_slope_ft_per_row,pre128_error_start_ft,pre128_error_end_ft,prefix_init_rate,episode_true_rate_median,episode_candidate_rate_median,episode_true_minus_init_rate_median,pre128_true_minus_init_rate_median,mean_error_ft,rmse_ft,error_std_ft,error_slope_ft_per_row,error_sign_consistency,map_rmse_ft,viterbi_rmse_ft,rowwise_oracle_decoder_rmse_ft,posterior_mean_to_map_rmse_ft,posterior_mean_to_viterbi_rmse_ft,fraction_map_improves_mean,fraction_viterbi_improves_mean,mean_truth_minus_candidate_nll,total_truth_minus_candidate_nll,observed_total_truth_minus_candidate_nll,imputed_total_truth_minus_candidate_nll,observed_mean_truth_minus_candidate_nll,observed_longest_candidate_favoring_run,observed_longest_truth_favoring_run,observed_adjacent_sign_persistence,observed_advantage_lag1_correlation,observed_advantage_positive_sequence_iat_lag20,affine_observed_total_truth_minus_candidate_nll,affine_observed_mean_truth_minus_candidate_nll,observed_truth_emission_cap_fraction,observed_candidate_emission_cap_fraction,imputed_mean_truth_minus_candidate_nll,reference_candidate_truth_gr_corr_observed,raw_candidate_gr_corr_observed,raw_truth_gr_corr_observed,raw_candidate_gr_rmse_observed,raw_truth_gr_rmse_observed,reference_candidate_truth_gr_rmse_observed,median_truth_minus_candidate_nll,fraction_gr_favors_candidate,fraction_gr_favors_truth,mean_map_nll_advantage,mean_viterbi_nll_advantage,posterior_std_mean,marginal_mode_mass_mean,marginal_mode_gap_mean,true_rate_outside_fraction,raw_gr_missing_fraction,prefix_sigma_gr,prefix_cal_a,prefix_cal_b,rate_span,emission_evidence_class,observed_emission_evidence_class,affine_observed_emission_evidence_class,viterbi_recovery_class,episode_sse,viterbi_rmse_gain_ft,cause_bucket,episode_start_suffix_index,episode_end_suffix_index_exclusive,truth_episode_rows,truth_episode_out_of_grid_fraction,truth_episode_local_illegal_fraction,truth_episode_dynamic_break_fraction,truth_episode_best_position_nll_median,truth_episode_best_position_nll_p90,truth_episode_support_rate_count_median,truth_episode_conditioned_transition_nll_mean,truth_episode_conditioned_transition_nll_median,truth_episode_conditioned_transition_nll_p90,truth_episode_conditioned_rate_edge_mass_mean,posterior_mean_episode_rows,posterior_mean_episode_out_of_grid_fraction,posterior_mean_episode_local_illegal_fraction,posterior_mean_episode_dynamic_break_fraction,posterior_mean_episode_best_position_nll_median,posterior_mean_episode_best_position_nll_p90,posterior_mean_episode_support_rate_count_median,posterior_mean_episode_conditioned_transition_nll_mean,posterior_mean_episode_conditioned_transition_nll_median,posterior_mean_episode_conditioned_transition_nll_p90,posterior_mean_episode_conditioned_rate_edge_mass_mean,marginal_map_episode_rows,marginal_map_episode_out_of_grid_fraction,marginal_map_episode_local_illegal_fraction,marginal_map_episode_dynamic_break_fraction,marginal_map_episode_best_position_nll_median,marginal_map_episode_best_position_nll_p90,marginal_map_episode_support_rate_count_median,marginal_map_episode_conditioned_transition_nll_mean,marginal_map_episode_conditioned_transition_nll_median,marginal_map_episode_conditioned_transition_nll_p90,marginal_map_episode_conditioned_rate_edge_mass_mean,global_viterbi_episode_rows,global_viterbi_episode_out_of_grid_fraction,global_viterbi_episode_local_illegal_fraction,global_viterbi_episode_dynamic_break_fraction,global_viterbi_episode_best_position_nll_median,global_viterbi_episode_best_position_nll_p90,global_viterbi_episode_support_rate_count_median,global_viterbi_episode_conditioned_transition_nll_mean,global_viterbi_episode_conditioned_transition_nll_median,global_viterbi_episode_conditioned_transition_nll_p90,global_viterbi_episode_conditioned_rate_edge_mass_mean,truth_pre16_rows,truth_pre16_any_local_illegal,truth_pre16_any_dynamic_break,truth_pre16_conditioned_transition_nll_mean,truth_episode_minus_pre16_conditioned_transition_nll,truth_pre64_rows,truth_pre64_any_local_illegal,truth_pre64_any_dynamic_break,truth_pre64_conditioned_transition_nll_mean,truth_episode_minus_pre64_conditioned_transition_nll,truth_pre128_rows,truth_pre128_any_local_illegal,truth_pre128_any_dynamic_break,truth_pre128_conditioned_transition_nll_mean,truth_episode_minus_pre128_conditioned_transition_nll,truth_pre256_rows,truth_pre256_any_local_illegal,truth_pre256_any_dynamic_break,truth_pre256_conditioned_transition_nll_mean,truth_episode_minus_pre256_conditioned_transition_nll,truth_pre512_rows,truth_pre512_any_local_illegal,truth_pre512_any_dynamic_break,truth_pre512_conditioned_transition_nll_mean,truth_episode_minus_pre512_conditioned_transition_nll,truth_rows_since_last_dynamic_break,truth_last_dynamic_break_excess_cells,truth_dynamic_break_sign_matches_offset,truth_ring_000_016_rows,truth_ring_000_016_transition_nll_mean,truth_ring_016_064_rows,truth_ring_016_064_transition_nll_mean,truth_ring_064_128_rows,truth_ring_064_128_transition_nll_mean,truth_ring_128_256_rows,truth_ring_128_256_transition_nll_mean,truth_ring_256_512_rows,truth_ring_256_512_transition_nll_mean,truth_pre_crescendo_near_minus_far_nll,truth_pre_ring_crescendo_spearman,truth_pre_ring_crescendo_eligible,truth_pre_ring_strict_increase
14fee784:000,14fee784,5441,6406,3945,965,4910,0.8034623217922607,0.1965376782077393,88,,-0.056889823864679,-2.743000000002212,-9.928000000001704,0.0399999999972351,0.0500000000010913,0.0210000000006402,0.0100000000038562,0.0300000000024738,-29.097588082901684,29.901448316851543,6.886724853159292,-0.0223876743134524,1.0,29.56037192400064,12.76827128080292,12.76827128080292,0.9317613243901548,18.21294178160653,0.6238341968911917,1.0,-0.0008233430981269,-0.7945260896924857,-1.1775129717918738,0.382986882099388,-0.0026700974417049,5,5,0.8636363636363636,0.883182772351049,18.185180630004865,-2.2173367624389617,-0.0050279745180021,0.0,0.0,0.0007308909963728,0.4148975183133266,0.4955826547517175,0.5513852273480977,14.909480201793937,14.539342016791547,12.397761192608757,-6.937717811483107e-05,0.4963730569948186,0.5036269430051813,0.0099730223569652,-6.85708684235555e-05,1.966463893823834,0.1422747228590673,0.0104332094062305,0.0020725388601036,0.5430051813471503,45.179077348153136,0.7998980354000873,13.054874527624069,0.1,near_tie,near_tie,near_tie,large_recovery,862803.2300447569,17.13317703604862,prior_aligned_gr_ambiguous,3945,4910,965,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.3986360443581401,0.1047998432919352,0.2752806409514132,0.0447833989010728,965,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,965,0.0,0.0020725388601036,0.0020725388601036,0.0332025737602601,0.0332025737602601,41.0,,,,,965,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1064933860928603,0.1024524894505452,0.1186162479575845,0.0361937877014624,16,False,False,0.7116846053506816,-0.3130485609925414,64,False,False,0.7582160723988528,-0.3595800280407126,128,False,False,0.7752298239410216,-0.3765937795828814,256,False,False,0.6091042376823202,-0.2104681933241801,512,False,False,0.5092237154712175,-0.1105876711130773,2523.0,13.0,True,16,0.7116846053506816,48,0.7737265614149099,64,0.7922435754831904,128,0.4429786514236189,256,0.4093431932601147,0.30234141209056686,0.6,True,False
153552f5:000,153552f5,3171,5554,1368,2383,4695,0.2913738019169329,0.5075612353567626,236,,-0.0273070594327971,-6.515000000001237,-9.96900000000096,0.0300000000006548,0.0300000000006548,0.0319999999992433,0.0,0.0100000000002182,-14.831110574905765,15.226588404804737,3.447775161499421,0.0036348830045549,1.0,22.418423982561528,5.431396476856724,5.431366054963723,10.814936752580527,20.08509998477692,0.1200167855644146,1.0,-0.1618153825326562,-385.6060565753197,-301.7305052322659,-83.87555134305391,-0.160409625322842,19,34,0.9528432732316228,0.978334166211396,38.16581932598136,-290.7577549290935,-0.1545761589203048,0.0,0.0,-0.167082771599709,0.2107214464201021,-0.0070609380466182,0.6806561838898815,18.04054335841967,9.14389569273676,12.583852630458082,-0.0399865926354808,0.3092740243390684,0.6907259756609316,0.0403403571250217,0.0272766641293843,13.435946160050356,0.1742185335245488,0.0427227991424921,0.0,0.2106588334032731,27.456373470343568,0.9596746566952806,2.7134986124732685,0.1,truth_strong,truth_strong,truth_strong,large_recovery,552496.153772763,9.79519192794801,prior_persists_against_truth_gr,1368,3751,2383,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1855908591519415,0.0933902944710936,0.1215136818726016,0.0385308039344183,2383,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,2383,0.0,0.0046160302140159,0.0046160302140159,0.0332025737602601,0.0332025737602601,41.0,,,,,2383,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1112402790176425,0.0917183326312227,0.1186162479569287,0.036589452864014,16,False,False,0.2612718891484371,-0.0756810299964955,64,False,False,0.1401204434356733,0.0454704157162681,128,False,False,0.1161795612041008,0.0694112979478407,256,False,False,0.1175083974108919,0.0680824617410495,512,False,False,0.1809710725897327,0.0046197865622088,,,False,16,0.2612718891484371,48,0.09973662819808536,64,0.09223867897252833,128,0.118837233617683,256,0.24443374776857346,0.016838141379863614,0.09999999999999999,True,False
153552f5:001,153552f5,5941,6498,4138,557,4695,0.8813631522896699,0.1186368477103301,3006,,-0.0080100113303462,-8.889000000001033,-10.0,0.0300000000006548,0.0499999999992724,0.0340000000014697,0.0199999999986175,1.8189894035458565e-12,-14.01121184919224,14.14577992078657,1.94654362509128,-0.0111814356935132,1.0,22.317805476578176,12.201719704075504,11.66668616611569,13.730858021579415,26.1391409597064,0.163375224416517,0.7019748653500898,0.0126896473230179,7.068133558920986,4.2875685328301705,2.780565026090816,0.0099943322443593,21,10,0.8653846153846154,0.6964239968833625,14.064150705344474,7.1987535670262535,0.0167803113450495,0.0,0.0,0.0217231642663345,-0.1404836844140624,-0.1976620924150479,0.7902942302853609,7.296281368282894,8.264637038922329,8.852764159851512,0.0014643835787626,0.5565529622980251,0.4434470377019748,0.0323481036660725,0.0225100601208045,16.918115120287254,0.1083785892567325,0.0149085170103698,0.0215439856373429,0.229802513464991,27.456373470343568,0.9596746566952806,2.7134986124732685,0.1,candidate_strong,near_tie,candidate_strong,partial_recovery,111457.42088900197,1.9440602167110672,prior_aligned_gr_ambiguous,4138,4695,557,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.2582324508958339,0.0933902944710936,0.1215136818720997,0.040940511468026,557,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,557,0.0,0.0035906642728904,0.0035906642728904,0.0332025737602601,0.0332025737602601,41.0,,,,,557,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1005414646217629,0.0917183326312227,0.1186162479543056,0.0362197450553109,16,False,False,0.106365375414114,0.1518670754817199,64,False,False,0.2512028566862708,0.0070295942095631,128,False,False,0.2379615974278923,0.0202708534679416,256,False,False,0.2182343168642392,0.0399981340315947,512,False,False,0.1957761705269112,0.0624562803689227,,,False,16,0.106365375414114,48,0.299482017110323,64,0.2247203381695138,128,0.19850703630058608,256,0.17331802418958323,-0.06695264877546922,0.0,True,False
1550491d:000,1550491d,2222,4314,856,2092,4563,0.1875958799035722,0.4584703046241508,408,82.0,0.0106352402261493,7.853000000000975,9.238000000001191,0.0599999999994906,0.0400000000008731,0.0420000000012805,-0.0199999999986175,-0.0100000000002182,24.726703871892788,25.83683602428076,7.492143309981073,-0.0036942695515309,1.0,26.53489609568164,28.47113459322296,25.35720427012802,0.7853582289730506,6.078158063921765,0.1582217973231357,0.1940726577437858,-0.1179356619710832,-246.7214048435061,-238.22619457050288,-8.495210273003254,-0.118109169345812,104,56,0.9218106995884774,0.9578538150908054,28.717473638329327,-170.21386228378492,-0.0843896193771863,0.0,0.0,-0.11326947030671,0.0846189310331146,0.4723149046184478,0.5970094504302146,15.70213909568454,12.118099084909913,17.928750183882027,-0.0347075043143901,0.4268642447418738,0.5731357552581262,0.1314971868710879,0.109582876530137,4.23198165583174,0.5013315698183557,0.2614174166640105,0.0004780114722753,0.03585086042065,20.545184286971736,0.7600413788160554,18.405454101840903,0.1,truth_strong,truth_strong,truth_strong,not_better,1396498.0642997366,-2.634298568942196,neither_prior_nor_observed_gr,856,2948,2092,0.0,0.0004780114722753,0.0004780114722753,0.0332025737602601,0.0332025737602601,41.0,0.2310344242655123,0.0948926460483851,0.1623355553429458,0.0395143839080846,2092,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,2092,0.0,0.0004780114722753,0.0004780114722753,0.0332025737602601,0.0332025737602601,41.0,,,,,2092,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1500843660647104,0.0933902944735216,0.1215136818726016,0.0374675444839185,16,False,False,0.260373983849793,-0.0293395595842807,64,False,False,0.1871324735840175,0.0439019506814947,128,False,False,0.1887297247928726,0.0423046994726397,256,False,False,0.2014820451812992,0.0295523790842131,512,False,False,0.1982241877505763,0.0328102365149359,,,False,16,0.260373983849793,48,0.162718636828759,64,0.19032697600172768,128,0.2142343655697258,256,0.1949663303198534,0.0654076535299396,0.09999999999999999,True,False
1590af81:000,1590af81,4260,5231,2828,971,3799,0.7444064227428271,0.2555935772571729,210,,-0.016216362330618,-7.584999999999127,-9.994000000000597,0.0599999999994906,0.0399999999990541,0.0280000000002473,-0.0200000000004365,-0.0199999999986175,-12.972371781668537,13.21351914852234,2.512898455277562,-0.0055955812753378,1.0,13.022418327371163,2.8797653562635426,2.8713185537835275,14.771118233990656,15.152793237391837,0.7384140061791967,1.0,-0.5371956216735477,-521.6169486450149,-390.9189940524276,-130.69795459258737,-0.516405540359878,29,37,0.9498269896193772,0.96897432071993,35.645051335013065,-384.8555902659791,-0.5083957599286382,0.0,0.0,-0.6107381055728381,0.1244200120670167,0.0250537271096802,0.903283175621217,25.50465623687166,9.866153791849158,21.414204047238407,-0.1890640264194131,0.262615859938208,0.737384140061792,0.0393795553406451,0.0108839446234474,14.286103194644696,0.3361778870792997,0.1150698475587744,0.0,0.2203913491246138,23.14246628418317,0.8816237596008127,9.464102551681576,0.1,truth_strong,truth_strong,truth_strong,large_recovery,169533.7727280039,10.333753792258795,prior_persists_against_truth_gr,2828,3799,971,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.2105373453585856,0.0844634462464098,0.104799843295045,0.0396539228393109,971,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,971,0.0,0.0247167868177136,0.0247167868177136,0.0332025737602601,0.0332025737602601,41.0,,,,,971,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1367491720327602,0.0844634462464098,0.104799843295045,0.0375851264730169,16,False,False,0.3273663846488321,-0.1168290392902465,64,False,False,0.2054050401427027,0.0051323052158828,128,False,False,0.2849506122256476,-0.0744132668670619,256,False,False,0.3722231188778202,-0.1616857735192345,512,False,False,0.3116565795733696,-0.1011192342147839,,,False,16,0.3273663846488321,48,0.16475125864065956,64,0.36449618430859254,128,0.45949562552999285,256,0.251090040268919,0.0762763443799131,-0.19999999999999998,True,False
15e154a1:000,15e154a1,3935,4150,2304,215,6068,0.3796967699406723,0.0354317732366512,555,225.0,-0.0284480005951312,-6.436999999999898,-9.983000000000176,-0.0200000000004365,-0.0199999999986175,-0.0180000000000291,1.8189894035458565e-12,0.0,-11.61001627906992,11.64263553121862,0.870909933647376,0.0016542243232149,1.0,10.52197107704198,30.05408351301628,10.52197107704198,1.154824167252413,18.425069878177272,1.0,0.0,-0.1704069026074611,-36.63748406060415,-20.037850199224483,-16.59963386137966,-0.1757706157826709,6,5,0.8113207547169812,0.834443822781945,16.422781001650815,-17.9395836687911,-0.1573647690244833,0.0,0.0,-0.1643528105087095,0.644500737542479,0.4930752881247886,0.7916178152892389,28.04308374834704,10.009163655867262,28.85210488325632,-0.1221922661795281,0.1488372093023255,0.8511627906976744,0.0058416953150494,-0.0972676462036298,4.202316719069768,0.451969626744186,0.2124812556686977,0.0,0.4697674418604651,44.18217499230472,0.903024618451904,10.121685007725183,0.1,truth_strong,truth_strong,truth_strong,not_better,29143.45685425077,-18.41144798179766,prior_persists_against_truth_gr,2304,2519,215,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.356818050900114,0.0786806194812168,0.2752806409568547,0.0442800972158004,215,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,215,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,215,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.0845200835733488,0.0773667491019803,0.1120312881063817,0.0363778467260498,16,False,False,0.4022730411182966,-0.0454549902181826,64,False,False,0.3750582724920807,-0.0182402215919667,128,False,False,0.3347876695290399,0.022030381371074,256,False,False,0.2319339105679942,0.1248841403321197,512,False,False,0.1928515702683006,0.1639664806318133,,,False,16,0.4022730411182966,48,0.3659866829500087,64,0.2945170665659991,128,0.12908015160694852,256,0.153769229968607,0.24850381114968959,0.8999999999999998,True,False
15e154a1:001,15e154a1,6653,7115,5022,462,6068,0.8276203032300593,0.0761371127224785,481,505.0,-0.0157903400247203,-7.855999999999767,-9.986000000000786,-0.0200000000004365,-0.0199999999986175,-0.010999999998603,1.8189894035458565e-12,0.0,-12.72280627705643,12.809664011231192,1.4891919007048966,0.0019317457910684,1.0,9.312742480573618,24.39287848922964,6.222927462761689,9.948849401825903,11.61836095298796,0.816017316017316,0.0,0.019204751503274,8.872595194512591,4.501909196376839,4.370685998135751,0.0177240519542395,7,4,0.6460176991150443,0.5315366272942291,8.94161318609461,2.872111846259876,0.011307526953779,0.0,0.0,0.0210129134525757,0.1353925964272208,-0.0640479563457192,0.264537353180352,7.44072773209902,11.160708646903236,10.414022445468198,0.0057381179284688,0.6818181818181818,0.3181818181818182,0.0174285019420131,0.01766656699259,9.17193995021645,0.1094680803593073,0.0147013130289502,0.0,0.4502164502164502,44.18217499230472,0.903024618451904,10.121685007725183,0.1,candidate_strong,near_tie,near_tie,not_better,75808.4213412518,-11.583214477998446,opposed_prior_gr_ambiguous,5022,5484,462,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.2689369724422609,0.074501708092126,0.1161425964308705,0.0418317482500033,462,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,462,0.0,0.0086580086580086,0.0086580086580086,0.0332025737602601,0.0332025737602601,41.0,,,,,462,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.0823612716513587,0.074501708092126,0.1047998432923418,0.0364301763231756,16,False,False,0.2575522464841167,0.0113847259581442,64,False,False,0.2574185539663453,0.0115184184759156,128,False,False,0.2360461754519404,0.0328907969903205,256,False,False,0.1917105727635114,0.0772263996787495,512,False,False,0.1599920293256657,0.1089449431165951,,,False,16,0.2575522464841167,48,0.2573739897937548,64,0.21467379693753552,128,0.14737497007508238,256,0.12827348588782,0.12927876059629667,0.9999999999999999,True,True
173ed841:000,173ed841,2972,6530,1325,3558,4883,0.2713495801761212,0.7286504198238788,136,,-0.0341526162790699,-5.2629999999990105,-9.965000000000146,0.0400000000008731,0.0300000000006548,0.0290000000004511,-0.0100000000002182,0.0399999999990541,-23.901991849353703,24.598394142795307,5.811693388138754,-0.0002193264399282,1.0,24.542005629100764,20.26340968076176,20.26340968076176,0.3847796470300756,5.483083722349631,0.561832490163013,1.0,-0.0121161190738817,-43.10915166487129,-25.414405692458946,-17.69474597241234,-0.0109781450075416,14,23,0.8766617429837519,0.9663253481880923,29.295407043858585,-17.99245265567475,-0.0077721177778292,0.0,0.0,-0.0142355156656575,0.7720036145972471,0.7733182889914904,0.8771047263898116,10.797320953665258,8.725566770839166,9.193908645837968,-0.0016651783140429,0.4443507588532883,0.5556492411467117,0.0068415015802101,-0.0077771650466389,0.9015514591315346,0.3230629560623946,0.0809806890498786,0.0075885328836424,0.349353569421023,42.92019250546694,0.3567448727507552,59.40810132721273,0.1,truth_strong,truth_strong,truth_strong,partial_recovery,2152878.1780905225,4.33498446203355,prior_persists_against_truth_gr,1325,4883,3558,0.0,0.0005621135469364,0.0005621135469364,0.0332025737602601,0.0332025737602601,41.0,0.3240922120242843,0.0854740486625569,0.2360107823828368,0.0423553407857375,3558,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,3558,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,3558,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1073990897127354,0.0844634462464098,0.1215136818759856,0.0365250462910934,16,False,False,0.657599232179794,-0.3335070201555096,64,False,False,0.4680941144241721,-0.1440019023998878,128,False,False,0.3371342582733159,-0.0130420462490315,256,True,True,0.3596264347063415,-0.0355342226820571,512,True,True,0.3165474958599464,0.0075447161643379,254.0,35.0,True,16,0.657599232179794,48,0.40492574183896474,64,0.2061744021224597,128,0.38211861113936707,256,0.2734685570135513,0.38413067516624266,0.7,True,False
1770d7c6:000,1770d7c6,7804,9121,5923,1317,7240,0.8180939226519337,0.1819060773480663,109,,-0.0499344313655958,-3.209000000000742,-9.977000000000771,0.0400000000008731,0.0300000000006548,0.0189999999984138,-0.0100000000002182,-0.0200000000022555,-22.05855277145044,22.72451777334644,5.4611315366208375,-0.0140650962766568,1.0,23.469191185991647,10.917989613145908,10.917989613145908,0.9511062962197792,33.45050403509782,0.2422171602126044,1.0,0.2941001705935656,387.329924671726,370.3181231624782,17.01180150924785,0.2927415993379274,82,40,0.9612211221122112,0.988754606361516,32.23032573097999,272.13659157733167,0.2151277403773372,0.0,0.0,0.3271500290239971,-0.1444180213818617,0.7240668019829721,-0.2632077325884588,11.5025330599229,21.565124277622058,15.696194782475857,0.1417473181869235,0.8010630220197419,0.1989369779802581,0.3639172308257441,0.2996507763579166,1.6125677092938495,0.3851881157175398,0.1421878360820652,0.0022779043280182,0.0394836750189825,23.839624528238023,0.6870685179991349,27.634134060887565,0.1,candidate_strong,candidate_strong,candidate_strong,large_recovery,680103.683477009,11.80652816020053,prior_and_wrong_gr_reinforce,5923,7240,1317,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1968085554573555,0.0933902944710936,0.1379535172227175,0.0385414217995114,1317,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,1317,0.0,0.0007593014426727,0.0007593014426727,0.0332025737602601,0.0332025737602601,41.0,,,,,1317,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1225939003324171,0.0933902944710936,0.1347340245501759,0.036804286244872,16,False,False,0.124060366507251,0.0727481889501045,64,False,False,0.2209859452352978,-0.0241773897779423,128,False,False,0.2786215240795255,-0.0818129686221699,256,False,False,0.2469705805309673,-0.0501620250736117,512,False,False,0.2349241126694553,-0.0381155572120997,,,False,16,0.124060366507251,48,0.25329447147798007,64,0.3362571029237532,128,0.21531963698240908,256,0.22287764480794328,-0.09881727830069229,-0.19999999999999998,True,False
177622d7:000,177622d7,4437,4699,2892,262,3154,0.9169308814204186,0.0830691185795814,187,,-0.0280700378250324,-6.434999999999491,-9.990999999999984,0.0200000000022555,0.0400000000008731,0.0089999999981955,0.0199999999986175,0.0299999999951978,-14.686891221374191,14.933021053151272,2.7000637076522525,-0.0356598579574169,1.0,11.32269973935544,11.889863731112852,8.928639741522131,5.241877983837504,26.441468007903094,0.7862595419847328,0.6755725190839694,-0.0720276277067399,-18.87123845916586,-11.73511040646375,-7.136128052702109,-0.0787591302447231,5,4,0.8765432098765432,0.8718641462254049,10.43453868066584,-11.821618977736083,-0.0793397246827925,0.0,0.0,-0.0631515756876292,-0.8582171748218027,-0.612756130952168,0.7346785830076069,18.3721105898621,8.0841342589474,21.88891184401656,-0.0469099629177757,0.1526717557251908,0.8473282442748091,0.0050366277529507,0.000460183864533,7.236266432442747,0.1106950457709923,0.0096209933635687,0.0,0.4312977099236641,41.5684303197522,0.920511273450586,7.323089884992097,0.1,truth_strong,truth_strong,truth_strong,partial_recovery,58424.7208567511,3.04315732203842,prior_persists_against_truth_gr,2892,3154,262,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.3416113231259839,0.0773667491021158,0.0854740486623833,0.0446984976236661,262,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,262,0.0,0.0076335877862595,0.0076335877862595,0.0332025737602601,0.0332025737602601,41.0,,,,,262,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1053632896274442,0.0773667491009837,0.0844634462464098,0.0374871680990967,16,False,False,0.3281271464923736,0.0134841766336102,64,False,False,0.267021030970481,0.0745902921555028,128,False,False,0.2672138500745551,0.0743974730514288,256,False,False,0.2223461639909169,0.119265159135067,512,False,False,0.203888098795719,0.1377232243302649,,,False,16,0.3281271464923736,48,0.24665232579651683,64,0.2674066691786292,128,0.17747847790727866,256,0.18543003360052113,0.1426971128918525,0.7999999999999999,True,False
19137a89:000,19137a89,2859,4033,1168,1174,6267,0.186373065262486,0.1873304611456837,158,331.0,-0.0320287993842711,-5.977999999999156,-9.986000000000786,-0.0400000000008731,-0.0400000000008731,-0.0400000000008731,0.0,0.020000000001346,-12.741625212947335,12.774567993842505,0.9168284256555828,-9.705888749363814e-05,1.0,13.172733395461265,13.346407124455236,12.77443365283761,0.4557045875612796,0.59219937841444,0.0076660988074957,0.0,0.0077050366862396,9.045713069645338,8.528757037730818,0.5169560319145198,0.007642255410153,49,20,0.9158790170132324,0.9261865668406312,22.13068391303983,-1.749264990925492,-0.0015674417481411,0.0,0.0,0.0089130350330089,-0.519527536212236,-0.4965406996156802,0.5108457742830257,7.19081098642483,10.331118119332006,12.655223689266858,0.0062534949614645,0.686541737649063,0.313458262350937,0.010340595952834,0.0102382346297204,1.3212497118398636,0.2024735294463373,0.010646260747439,0.0,0.0494037478705281,60.0,0.8019155006607717,20.0565184491038,0.1,candidate_strong,candidate_strong,near_tie,not_better,191584.57564200443,-0.571839130612732,candidate_gr_with_opposed_prior,1168,2342,1174,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.1804291909371108,0.0933902944735216,0.1069220756838039,0.0383436997429201,1174,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,1174,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,,,,,1174,0.0,0.0,0.0,0.0332025737602601,0.0332025737602601,41.0,0.0973166259781207,0.0933902944735216,0.1069220756806477,0.035971578461912,16,False,False,0.2672500860064728,-0.0868208950693619,64,False,False,0.337183333375689,-0.1567541424385782,128,False,False,0.3579054341499014,-0.1774762432127905,256,False,False,0.3199724900136432,-0.1395432990765323,512,False,False,0.2712447749835162,-0.0908155840464053,,,False,16,0.2672500860064728,48,0.3604944158320944,64,0.3786275349241138,128,0.282039545877385,256,0.22251705995338916,0.04473302605308366,0.3,True,False
