category,category_count,well,x_mean,y_mean,exact_typewell_group,exp226_rmse,hmm_rmse,hmm_bias,likpf_rmse,pf_ancc_rmse,gr_best_rmse,gr_worst_rmse,exp226_bias,likpf_mean_bias,pf_ancc_bias,hmm_std_mean,self_gr_valid_rate,self_gr_quality_mean,gr_missing_eval,formation_abs_slope_mean,z_mean_eval,z_range_eval,tvt_range_eval,donor_dist_min,donor_dist_max,delta_abs_median,end_minus_anchor,nearest8_min_dist,nearest8_med_dist,same_typewell_nearest8_count,nearest8_wells
pf_ancc_bad_exp226_good,19,add9c322,2990307.6718463395,1117293.5421090762,native_overlap_1_cluster_0008,2.7591716729495523,21.247139081758867,20.315943921667486,6.197796430063953,31.837931894983925,6.197796430063953,31.837931894983925,0.1261384243881377,-3.244460752236296,28.9642858409808,4.584635618347229,0.04221770167350769,0.0021179472096264362,0.5846897253306206,0.036344017637581424,-8785.093954730419,138.78999999999905,22.670000000000073,527.2996117010587,803.8882070444794,4.0,-6.671963300991589,353.45143838759094,1481.8853093159032,8,b32902c0 d0a0e7b5 4936af16 940a48d9 3aaa2b30 30d75030 d543916f 6ea22614
pf_ancc_bad_exp226_good,19,fbd68d27,2910122.3537698723,1036215.9585710956,native_overlap_1_cluster_0001,4.218474145526725,1.5528920086729416,-0.06338790452400797,4.209584953176659,30.770268382442108,1.5528920086729416,30.770268382442108,2.528748757880448,3.563000484018156,28.77658079674849,1.430946862282566,0.746815025806427,0.05306614190340042,0.2525992092546493,0.03426942979886725,-9205.453367989456,207.60000000000036,38.94999999999891,780.9104419363346,1122.7044544871362,4.0,-8.363768009764534,575.7267879140958,1201.2786511088295,8,729f4217 4fbe9c06 445af6c2 c6c96179 1a518997 75cd5f11 884ecb5f d40f61d5
pf_ancc_bad_exp226_good,19,3417285d,2983667.747055504,1058575.6183024943,native_overlap_1_cluster_0029,5.291722390453413,2.091494031910913,-1.342940906588725,32.31756583024372,36.71888696245069,2.091494031910913,36.71888696245069,-4.39539836749042,-30.4100141791018,-34.44323385847955,1.61380785471906,0.9893558621406555,0.08689315617084503,0.09818315287208662,0.02654001468428784,-9972.753576803083,112.26000000000022,45.7400000000016,955.7708968157106,1360.090562352316,4.0,25.045558276946814,267.73230997427237,3451.0364969803936,5,10b89021 bc4381e2 c43812e2 7224331b 02e7fe5a 7993a768 f88ddb26 5d11dfb5
pf_ancc_bad_exp226_good,19,81bf5923,3035617.765259947,1098987.8206013185,native_overlap_1_cluster_0034,8.05978257986276,28.56613422109112,24.225513427249904,31.563055981515404,31.9498239875831,28.56613422109112,31.9498239875831,2.752392956804956,27.305735702254573,27.096707267575248,6.0819001749262025,0.912612795829773,0.07753214240074158,0.08320493066255778,0.009097313958608157,-10646.380836451684,50.31000000000131,53.55000000000109,1110.808198261741,2180.2349173655543,4.0,-31.552373434808874,589.4233272827453,5398.82702638296,2,727a3a10 1b1eba53 98177ced 7850c72e cad13e8f cb34231f a6f967fb 57f05c51
pf_ancc_bad_exp226_good,19,c1d046f4,3002682.21960243,1113386.6137342711,native_overlap_1_cluster_0002,2.0396277045651368,9.598135261810691,7.365287592961809,9.812330293614751,36.55306362927543,9.598135261810691,36.55306362927543,-0.0042511554811279,1.3714354481217974,-33.90877414698703,6.076778062027088,1.0,0.0919446274638176,0.014511155450752766,0.033656869859700116,-9418.556822056957,175.9300000000003,21.3700000000008,723.751794419266,915.4140858791944,0.4423751622645757,-2.114776683937308,386.35264981801964,1480.8101492577985,8,c96c018a fdfd57da f56d3ace ea41324e 26623a50 fd8f77fa aa95015b 512943b2
pf_ancc_bad_exp226_good,19,d2f3b1ab,2908302.449702203,1029783.547628956,native_overlap_1_cluster_0001,5.206055418719414,18.844848593412813,9.343430926356922,18.06687824921389,32.580254522718334,18.06687824921389,32.580254522718334,1.664877103310248,9.130427387863897,16.214745017856462,4.115481469935844,0.8283461928367615,0.04680970683693886,0.23884608493101595,0.033265232974910484,-9332.301483605088,169.64999999999964,47.81999999999971,1110.3416449003423,1410.8231592675802,3.203763178563058,-2.0891090991553565,355.1250724367368,1427.6595016580363,8,3d96d897 f9fc81aa 4654e7de 4f4afcc6 d6c320d9 87aa3730 3bbe1f5d e6c55748
pf_ancc_bad_exp226_good,19,367456ce,2996038.5458082724,1118744.9803391693,native_overlap_1_cluster_0008,2.224453166982658,5.271756037183599,-1.497425659903119,6.57468899875759,34.5814918322529,5.271756037183599,34.5814918322529,-0.5785265496081257,0.448643024211192,32.20984793533017,3.3968214707202695,0.47333452105522156,0.03624599426984787,0.3462021906985096,0.04063697318007642,-8972.629784521458,246.5699999999997,23.329999999999927,666.1703692376169,1585.6718079175434,1.7319878047565989,16.695385420693945,431.01144777296787,1328.4715656840995,5,d085e611 7256229b efde6ac3 6d590e26 cbe62450 c66be2b8 c8d9680c cb879f40
pf_ancc_bad_exp226_good,19,3932faa6,2920902.8020343767,1018283.9872631334,native_overlap_1_cluster_0014,9.153540437435964,8.383918182209737,-3.6993429933964075,16.66650910544866,37.555449469439054,8.383918182209737,37.555449469439054,-1.283129355472666,-13.4678600855345,-29.82341887873044,1.0645815218273311,0.5997799038887024,0.031306471675634384,0.30502567865003666,0.030489818381948232,-10080.865146735143,152.89999999999964,52.1299999999992,1200.2224758873738,1876.3818316244133,2.5907480520042694,20.76558913588932,947.7458867880308,1530.7342988278108,8,75d20a82 5663b2b7 27ebb9b9 cda7eb37 e9949a23 481de5fc 58fa8486 ad2133a8
pf_ancc_bad_exp226_good,19,43e16325,2928982.161076128,1048846.7608742518,native_overlap_1_cluster_0011,4.518444067457981,2.105156322013702,-0.9192356182799319,3.700321909758144,35.702052102084416,2.105156322013702,35.702052102084416,1.335841958202766,-1.121449881647743,-29.34196535084702,1.011443750620532,0.9610214829444885,0.062338605523109436,0.16048387096774194,0.01582459442502443,-9192.794491935483,114.28999999999905,84.47999999999956,1694.533321861855,4746.689100104524,3.24190883207395,81.34380056984163,4039.1723270417906,5988.953242509404,8,a08d9e63 93f5d2e6 3407f5bf 9896fc0b 084d66f9 fef8af96 9ab94eeb 5aa403d0
pf_ancc_bad_exp226_good,19,7e721392,2885760.390059043,1010589.0550897472,native_overlap_1_cluster_0033,9.225340445817912,2.9118629352625183,0.9499063006154103,15.80148220195861,39.475483471184,2.9118629352625183,39.475483471184,8.284409828581285,13.884267798606436,33.83040096398376,1.2744835380052124,0.02332361601293087,0.0011592882219702005,0.5672173631357305,0.013464279928721326,-9264.934784580499,118.90999999999985,53.01999999999862,1461.3421594033896,1984.714954175067,4.0,-33.93413147140223,471.8153223390744,2764.7913147966815,5,5a63b5d1 fb03ae90 9a95e33f b3388334 84c3b497 4c3df468 6d1d74e1 df71d1ff
pf_ancc_bad_exp226_good,19,8478df29,2991995.9392893426,1124287.1241161549,native_overlap_1_cluster_0008,6.1632344174948885,10.22945436449325,-2.8874618076994167,9.634222343588636,30.934417079587103,9.634222343588636,30.934417079587103,-3.9255971483208856,-5.934493335105511,-19.10640349838852,3.0549988753525916,0.02614782750606537,0.0013999796938151121,0.6660490014412188,0.0475343218012081,-8627.006685196624,232.82999999999993,17.80999999999949,862.084687980324,1067.3249903964895,2.8760367172912886,-14.47927795080065,257.2932131471297,1997.0649049903159,8,84633df4 14fee784 2ac7cb6b fae0c593 0dc835f3 f16e25e3 89969c7a 01982c1d
pf_ancc_bad_exp226_good,19,a783cc24,2939256.0596122253,1067683.666854962,native_overlap_1_cluster_0017,3.74879064223176,2.4878145952068915,0.89339280042415,2.7494035728273127,31.20013991291183,2.4878145952068915,31.20013991291183,1.930928277429372,1.613165494341362,26.952917651886764,0.6710067446282532,0.9941768050193787,0.09644044190645218,0.11646373742721017,0.035504060734463,-8713.16452620434,15.079999999999927,55.75,976.6865347307332,1087.9772970630863,1.791512263224765,-38.12413937678213,859.5274300639089,3106.659981167917,7,b7fea9ef ef04658e 357c12f9 94467f50 35b3ef6a c03b9305 efe96181 ce8399b7
pf_ancc_bad_exp226_good,19,4caa7289,2902080.1547592627,1033387.5445739751,native_overlap_1_cluster_0001,8.593343692160753,38.80526613865391,-34.85738426612342,28.654909465550364,42.56300370343691,28.654909465550364,42.56300370343691,-7.490314413263414,-25.789421177673084,-37.68638372070904,12.787576575023431,0.018532246351242065,0.0008990391506813467,0.6123054114158636,0.032031819586036424,-9064.707883617495,157.35999999999876,22.159999999999854,1319.769067318206,1462.094726625399,1.3635918470480002,6.253823584586816,385.2903066347063,2788.195684621979,7,0a57a29c 6ede926a e45a2a62 c9578d27 8bb9c1e6 0bbf5e67 811f52b3 310c71a5
pf_ancc_bad_exp226_good,19,57f05c51,3035618.683769685,1093397.070793458,native_overlap_1_cluster_0035,7.187031852467127,12.673669425973532,3.814760532382435,32.47580563411516,31.579007663544694,12.673669425973532,32.47580563411516,-0.1877144455278956,25.133056101418973,-27.13582347946562,3.387149691521569,1.0,0.09342623502016068,0.05805910710542863,0.030365478686234085,-10565.75294277929,137.52000000000044,63.82999999999993,465.2118943287981,684.7000431211172,4.0,19.405935791555358,13.665863621447796,432.61008144199354,6,a6f967fb 27c3155b cad13e8f 493b5b31 98177ced 7850c72e cb34231f 4c2208f5
pf_ancc_bad_exp226_good,19,da940160,3007070.937364544,1119266.2729078312,native_overlap_1_cluster_0002,1.8859668595849188,2.735910227860717,-1.6574077357760284,9.781480138267412,30.83202846872925,2.735910227860717,30.83202846872925,0.4975699721614336,-8.244330574733668,-28.122285582178364,3.718406947682987,0.3996492624282837,0.025611085817217827,0.37587685113016367,0.024602091859936854,-9327.908671083398,111.98999999999978,19.909999999999854,726.5267205167002,971.1401086995093,2.1614106256608108,11.76734798364134,363.2811668583264,1283.2089247634065,8,4ed93db6 992c99e8 3df4b19e c908edd0 a0b83014 bd6f0e19 8ac2f237 4f3eb9e9
any_gr_bad_exp226_good,28,93209a3d,3004412.32930474,1106807.1920571455,native_overlap_1_cluster_0007,7.621337708006759,14.969036158665777,-13.164052480307236,8.130035342679728,32.40150637430952,8.130035342679728,32.40150637430952,-6.246629855613074,-6.728778022573613,-28.589034607184534,5.568258376514004,0.050883542746305466,0.004108073189854622,0.5648286140089419,0.055453222600794896,-9668.212312114114,251.60000000000036,18.43000000000029,1096.536142039801,1448.100295024057,1.8002869736688618,-10.211027562240506,407.1441770139651,1431.947461468794,7,4cd1ac61 d50c649a 43b06c70 9ad5410a fc03f21f 1aaf1da0 d924e971 be063506
