well,rows,rmse_ft,mae_ft,bias_ft,outside_grid_fraction,truth_outside_typewell_fraction,prediction_outside_typewell_fraction,truth_edge_fraction,prediction_edge_fraction,posterior_std_mean,sse,last_tvt_grid_ledger,typewell_tvt_min,typewell_tvt_max,grid_min,grid_max,grid_size,grid_span_ft,grid_low_source,grid_high_source,init_rate,rate_span,rate_step,true_rate_abs_p95,true_rate_abs_max,true_rate_outside_fraction,raw_md_step_min,raw_md_step_median,raw_md_step_max,raw_md_step_below_one_fraction,raw_md_step_nonpositive_fraction,rate_lower_edge_lost_mass_mean,rate_lower_edge_lost_mass_max,rate_upper_edge_lost_mass_mean,rate_upper_edge_lost_mass_max
53134831,5126,26.653452319590155,25.701888607100916,25.701888607100916,0.0,0.0,0.0,0.0,0.0,2.1863594481545063,3641543.8243529648,12206.570000000002,11277.86,12325.65,12106.570000000002,12306.77000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.040000000002692104,0.32999999999992724,0.00019508388607101054,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
a3f71395,5543,26.636454827309112,20.532810932707942,-16.652801731914266,0.0,0.0,0.0,0.0,0.0,16.37638655047808,3932762.5229280274,12773.56,12210.95,12981.95,12673.56,12873.760000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.09000000000196451,4.299999999999272,0.045462745805520476,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
353e5502,6062,26.489692563334426,22.742298911250575,-22.651097657538937,0.0,0.0,0.0,0.0,0.0,2.3415144888287696,4253728.50895005,11189.8,10341.45,11219.45,11089.8,11259.550000000176,486,169.75000000017644,last_tvt_minus_100,typewell_max_plus_40,0.029999999998835847,0.1,0.005,0.05999999999949068,0.1000000000003638,0.0001649620587264929,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
fc03f21f,4803,26.475808522520847,23.85735581927946,23.85510222777415,0.0,0.0,0.0,0.0,0.0,2.08382668883198,3366751.4025324634,11887.91,10997.9,12051.84,11787.91,11988.110000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.07000000000152795,8.139999999999418,0.0006246096189881324,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
113011eb,3272,26.15797432519858,20.21666029951092,19.771628514669796,0.0,0.0,0.0,0.0,0.0,2.3830192537683375,2238832.0392502323,12534.83,12151.45,12748.95,12434.83,12635.030000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.07999999999992724,3.5600000000013097,0.02597799511002445,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9c350a6a,6052,26.11142253705095,21.150770241242427,21.136968853271505,0.0,0.0,0.0,0.0,0.0,4.6051935628701255,4126292.2535697105,11396.990000000002,10577.42,11594.55,11296.990000000002,11497.19000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.05999999999949068,0.1500000000014552,0.008592200925313946,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
2e63d9de,4699,26.088271541906693,21.431031708874144,20.764946797190753,0.0,0.0,0.0,0.0,0.0,7.969565626154501,3198129.5886959718,12533.92,11731.09,12652.570000000002,12433.92,12634.120000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.040000000002692104,1.2099999999991269,0.000638433709299851,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
368131f9,4991,25.647477876493465,21.360073031456764,-21.35360378681642,0.0,0.0,0.0,0.0,0.0,2.723262109467041,3283045.4690332813,11875.51,11375.4,12051.84,11775.51,11975.710000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06000000000130967,5.920000000000073,0.0010018032458425166,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4c3df468,5392,25.476416378994482,19.077866005192817,18.49996949183963,0.0,0.0,0.0,0.0,0.0,4.1652507350352375,3499665.691853724,10942.490000000002,10454.13,11110.62,10842.490000000002,11042.69000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.07000000000152795,0.09000000000014552,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
5fb1c15f,2860,25.391966663916705,23.31148513986026,-23.283443881119013,0.0,0.0,0.0,0.0,0.0,3.25733838570979,1843990.6372357674,11012.240000000002,10197.44,11145.28,10912.240000000002,11112.44000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.06999999999970896,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
d0cb63ae,5223,25.07767067271865,16.45001589125033,-16.02549109707081,0.0,0.0,0.0,0.0,0.0,1.9545272581696342,3284690.205147026,11044.69,10238.45,11122.45,10944.69,11144.890000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06999999999970896,0.10999999999970897,0.005499999999985449,0.10000000000218279,0.4500000000025466,0.04556768140915183,1.0,1.0,1.0,0.0,0.0,0.046115702479688665,0.04611570247968867,0.046115702479688665,0.04611570247968867
1b1c5372,4261,25.069918087397483,18.841761323632866,18.047875146679036,0.0,0.0,0.0,0.0,0.0,3.794788745544708,2678041.87858448,10870.68,10315.09,10956.570000000002,10770.68,10970.880000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.06000000000130967,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
89f1085d,5994,25.001905222948178,21.363555889222685,-21.220146146146284,0.0,0.0,0.0,0.0,0.0,9.788263233151484,3746821.0170750367,12813.12,12429.070000000002,12991.53,12713.12,12913.320000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06999999999970896,0.10999999999970897,0.005499999999985449,0.06999999999970896,0.09999999999854481,0.0,1.0,1.0,1.0,0.0,0.0,0.046115702479688665,0.04611570247968867,0.046115702479688665,0.04611570247968867
726f3dc2,6723,24.92575912131252,20.425897515990016,-20.272250929644677,0.0,0.0,0.0,0.0,0.0,5.892749549921166,4176955.9838425475,11439.94,10581.92,11594.55,11339.94,11540.140000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.050000000001091394,3.930000000000291,0.004462293618920125,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
93f5d2e6,3691,24.535210823155328,17.15374668111608,17.15374668111608,0.0,0.0,0.0,0.0,0.0,4.543875130587916,2221895.5203744797,11037.89,10502.85,11145.28,10937.89,11138.090000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.07000000000152795,0.3100000000013097,0.014901110810078569,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
529e88ca,3417,24.48180347600674,18.875659057653003,-18.788028680128907,0.0,0.0,0.0,0.0,0.0,6.5112632085133155,2048008.6828130165,11004.46,10143.45,11122.45,10904.46,11104.660000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.05999999999949068,0.1,0.005,0.11000000000058208,2.3000000000010914,0.19081065261925667,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3407f5bf,3638,24.098206071385967,15.97210802638798,15.970389774601282,0.0,0.0,0.0,0.0,0.0,3.244599981429357,2112672.2234549816,11008.05,10381.37,11145.28,10908.05,11108.250000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.05999999999949068,0.1,0.005,0.07999999999992724,0.8700000000008004,0.017317207256734468,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
d1457cc5,6920,23.937134087936744,21.156355635838256,-21.01679797687873,0.0,0.0,0.0,0.0,0.0,2.5941812579638728,3965065.8073395337,10704.67,9748.45,10845.45,10604.67,10804.870000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.050000000001091394,1.8700000000008004,0.000722543352601156,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
a2e8e7f6,4760,23.456023272695376,17.96493697478998,-16.002109873949703,0.0,0.0,0.0,0.0,0.0,7.030108408474789,2618880.732181521,10775.26,10259.65,10881.6,10675.26,10875.460000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.049999999999272404,4.449999999998909,0.0002100840336134454,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
47222616,4406,23.432750476947735,18.9821774852475,-18.42247571493432,0.0,0.0,0.0,0.0,0.0,1.2380125956014525,2419307.260395024,12201.84,11763.45,12366.95,12101.84,12302.040000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.019999999998617568,0.1,0.005,0.05999999999949068,0.1000000000003638,0.003404448479346346,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
940e709a,3348,23.191209076106148,22.210082885304768,-22.210082885304768,0.0,0.0,0.0,0.0,0.0,7.144978087171446,1800662.1333222648,11031.33,10334.89,11145.28,10931.33,11131.530000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.0,0.1,0.005,0.06000000000130967,1.3699999999989814,0.004181600955794504,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
43b06c70,4846,23.181791241156944,20.089827073875476,-20.087251547668295,0.0,0.0,0.0,0.0,0.0,5.772392381555922,2604218.327190023,11903.54,11108.4,12051.84,11803.54,12003.740000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.1000000000003638,0.12000000000261934,0.07820883202641353,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
b0d42b0d,4971,22.90543000317309,21.585744115872217,-21.585744115872217,0.0,0.0,0.0,0.0,0.0,1.3674339684650976,2608078.515166032,11065.59,10580.53,11311.5,10965.59,11165.790000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.07000000000152795,0.11000000000058208,0.008851337759002213,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
b977be4a,5917,22.772492929372213,18.739943974987252,17.200124640865177,0.0,0.0,0.0,0.0,0.0,15.461916390544195,3068475.9312697253,11387.65,10824.83,11537.41,11287.65,11487.850000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000002473826,0.1,0.005,0.07999999999992724,0.75,0.0003380091262464086,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
e3b34f5b,5455,22.731060897498768,18.08518872593939,17.988999358386657,0.0,0.0,0.0,0.0,0.0,1.2774797012300643,2818604.661563226,10966.87,10314.45,11136.45,10866.87,11067.070000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.050000000001091394,0.4400000000005093,0.00018331805682859762,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
f5859199,5790,22.517662928381903,21.113041623488943,-21.112781692573574,0.0,0.0,0.0,0.0,0.0,14.419691831768565,2935791.3823485407,12242.62,11454.45,12414.45,12142.62,12342.820000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.07999999999992724,0.12000000000261934,0.01917098445595855,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
54753541,4026,22.438565429727323,15.189625062096464,-14.878826502732371,0.0,0.0,0.0,0.0,0.0,1.095732351299056,2027047.5938587643,10775.6,10256.65,10881.6,10675.6,10875.800000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.049999999999272404,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
877ed19c,3708,22.068367478402354,18.898657497302985,18.89653398058238,0.0,0.0,0.0,0.0,0.0,5.624477132694175,1805843.6224439794,11365.28,10566.42,11537.41,11265.28,11465.480000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.05999999999949068,0.1,0.005,0.05999999999949068,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
137d1e44,4554,21.997694489838054,18.44679183135707,-13.40103952569184,0.0,0.0,0.0,0.0,0.0,1.3552153709046992,2203674.055302017,12750.83,11874.95,12873.45,12650.83,12851.030000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.05999999999949068,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
c1708b88,6315,21.892556285052123,17.949031274742584,17.812700791765486,0.0,0.0,0.0,0.0,0.0,1.7343774141330168,3026678.590683717,11366.3,10573.91,11510.29,11266.3,11466.500000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000000218279,0.1,0.005,0.07999999999992724,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
