well_id,exact_coverage_query_full,exact_coverage_query_hidden,exact_coverage_query_prefix,exact_rows_full,exact_rows_hidden,exact_rows_prefix,exact_corr_full,exact_corr_hidden,exact_corr_prefix,exact_z_rmse_full,exact_z_rmse_hidden,exact_z_rmse_prefix,exact_raw_rmse_full,exact_raw_rmse_hidden,exact_raw_rmse_prefix,exact_raw_mae_full,exact_raw_mae_hidden,exact_raw_mae_prefix,exact_resid_std_full,exact_resid_std_hidden,exact_resid_std_prefix,exact_corr_hidden_minus_prefix,exact_z_rmse_hidden_minus_prefix,exact_raw_rmse_hidden_minus_prefix,exact_raw_mae_hidden_minus_prefix,exact_resid_std_hidden_minus_prefix,exact_coverage_query_hidden_minus_prefix,grid_provided_overlap_grid_points_hidden,grid_provided_overlap_grid_points_prefix,grid_provided_coverage_query_hidden,grid_provided_coverage_query_prefix,grid_provided_corr_hidden,grid_provided_corr_prefix,grid_provided_z_rmse_hidden,grid_provided_z_rmse_prefix,grid_provided_raw_rmse_hidden,grid_provided_raw_rmse_prefix,grid_provided_resid_std_hidden,grid_provided_resid_std_prefix,grid_provided_corr_hidden_minus_prefix,grid_provided_z_rmse_hidden_minus_prefix,grid_provided_raw_rmse_hidden_minus_prefix,grid_provided_resid_std_hidden_minus_prefix,grid_provided_overlap_grid_points_hidden_minus_prefix
044af7d1,0.7917189460476788,0.6937053861129137,0.9729411764705882,1893.0,1069.0,827.0,0.815954395472023,0.7678098377911071,0.809506645513502,0.6067052077046595,0.6814545651896285,0.617241208096961,14.672855684471385,10.947331471349209,18.384552461813104,10.271505730098482,8.678283624775263,12.308666281588888,14.672634565971196,10.381620488482596,17.777443087583304,-0.041696807722394924,0.06421335709266751,-7.437220990463896,-3.630382656813625,-7.395822599100708,-0.27923579035767454,47.0,613.0,1.0,1.0,0.8691447377204895,0.7861109375953674,0.5115765333175659,0.6540474891662598,7.778858661651611,21.1980094909668,7.416621208190918,20.16534423828125,0.08303380012512207,-0.14247095584869385,-13.419150829315189,-12.748723030090332,-566.0
0498acab,0.6000573394495413,0.5120983736612456,0.938986556359876,2093.0,1291.0,908.0,0.6586760182218668,0.3722866295557495,0.7314033449187548,0.8262251288579078,1.120458272711885,0.7329347243530562,15.01882177901036,11.355985211751864,18.73014904746524,10.61941010836526,8.792993974927667,13.044050949001024,14.89340372827723,11.259938655923452,18.46858182601232,-0.3591167153630053,0.38752354835882885,-7.374163835713375,-4.251056974073357,-7.208643170088866,-0.4268881826986305,46.0,639.0,1.0,0.981566846370697,0.4462305903434753,0.7264586091041565,1.0523966550827026,0.7396504282951355,10.866907119750977,21.38677978515625,10.65959930419922,21.28156471252441,-0.2802280187606812,0.31274622678756714,-10.519872665405273,-10.62196540832519,-593.0
052d64df,0.6675423234092236,0.5818284424379232,0.8694074969770254,2287.0,1031.0,1438.0,0.8359175286101829,0.6954099364628653,0.859606011538782,0.5728568257249226,0.7804999212519302,0.5298943073127281,13.17107480525199,10.788420709923942,14.215981281924062,9.403284467119551,8.003275450052048,10.093246551193522,13.16670089588296,10.686380273919625,14.214910992591282,-0.16419607507591671,0.2506056139392021,-3.42756057200012,-2.089971101141474,-3.5285307186716572,-0.28757905453910215,51.0,987.0,1.0,0.9869999885559082,0.788689136505127,0.8663997650146484,0.6500936150550842,0.5169143676757812,10.56991195678711,15.876422882080078,10.397318840026855,15.794299125671388,-0.07771062850952148,0.13317924737930298,-5.306510925292969,-5.396980285644533,-936.0
05948241,0.6887983706720978,0.5850995504174695,0.9743875278396436,1691.0,911.0,875.0,0.8058391304651112,0.6538177610900964,0.845898148568061,0.6231546670528734,0.8320844174840719,0.5551609702274449,14.36933714331168,11.38399756060658,17.05214256433342,10.666294848737357,8.921274148247456,12.658587840092435,14.185865119594697,11.372236287190663,16.150826520821216,-0.19208038747796463,0.276923447256627,-5.668145003726838,-3.73731369184498,-4.778590233630553,-0.389287977422174,16.0,694.0,0.5161290168762207,0.9747191071510316,0.7578018307685852,0.8711023330688477,0.6959858536720276,0.5077354907989502,8.107433319091797,17.16973304748535,8.077386856079102,16.42079734802246,-0.11330050230026245,0.1882503628730774,-9.062299728393555,-8.34341049194336,-678.0
059c8f24,0.5495039054253748,0.4705715902659875,0.9285120532003324,2603.0,1663.0,1117.0,0.813432775637684,0.8530422700413363,0.7898419191104862,0.6108473203056816,0.5421397051658617,0.6483179480617729,10.196503926029534,6.851817114244963,13.56767958071105,6.46442218833991,5.227348916862726,8.462142447824723,10.022305806784972,6.702674359261126,13.326317650163436,0.06320035093085008,-0.10617824289591116,-6.7158624664660875,-3.234793530961997,-6.62364329090231,-0.45794046293434487,60.0,786.0,0.9523809552192688,0.9961977005004884,0.900026798248291,0.7975223660469055,0.4471536576747894,0.6363609433174133,5.447476387023926,15.237767219543455,5.105876922607422,14.95582675933838,0.1025044322013855,-0.18920728564262396,-9.79029083251953,-9.849949836730959,-726.0
05a0ee4d,0.6296475132786093,0.5466954022988506,0.9359351988217968,2608.0,1522.0,1271.0,0.7443088120644038,0.7519905571537678,0.7458452970742424,0.7151100445883783,0.7042860822793989,0.7129582076472051,16.687124548211443,12.209302193026849,20.35793427541105,11.704680976481605,9.77570089449542,13.729920415468962,16.66934367091087,11.940461866170088,19.91692457426266,0.0061452600795254275,-0.00867212536780615,-8.148632082384202,-3.954219520973542,-7.976462708092571,-0.38923979652294616,83.0,849.0,1.0,1.0,0.8445676565170288,0.7560064196586609,0.5575523972511292,0.6985607743263245,9.511882781982422,24.070371627807617,9.423436164855955,22.722461700439453,0.08856123685836792,-0.1410083770751953,-14.558488845825195,-13.299025535583498,-766.0
060ab2b8,0.6478415138971023,0.5616541353383459,0.9986149584487536,2191.0,1494.0,721.0,0.8178790288496717,0.822999864992613,0.8140733325803137,0.6035245995820359,0.5949792181368808,0.6097977819239527,9.995857383032668,8.050623023469473,13.121686980972123,7.3365916986507695,6.268229872042656,9.57061097621878,9.855854969795828,7.664673177883874,13.121643779305936,0.008926532412299348,-0.014818563787071914,-5.07106395750265,-3.302381104176125,-5.456970601422062,-0.43696082311040774,28.0,335.0,0.5090909004211426,0.5473856329917908,0.903282344341278,0.8578118085861206,0.4398128092288971,0.5332695245742798,6.239992141723633,12.836806297302246,5.634552001953125,12.750149726867676,0.04547053575515736,-0.09345671534538269,-6.596814155578613,-7.115597724914551,-307.0
06df5958,0.4438691456813368,0.3402460456942003,0.8682336182336182,1886.0,968.0,1219.0,0.5766437261852925,0.6044651510730915,0.5856594705866689,0.9201698471637804,0.8894209902255608,0.9103192071063108,17.105878019769683,11.509418938865458,19.78919234416717,11.811585908256276,9.462632315938263,13.394256622192044,16.771186452690937,11.424693675282652,18.934890616530843,0.018805680486422616,-0.020898216880749998,-8.279773405301711,-3.931624306253781,-7.510196941248191,-0.5279875725394179,23.0,734.0,1.0,1.0,0.664490282535553,0.5076845288276672,0.8191577792167664,0.9922857284545898,10.763768196105955,22.921884536743164,10.644671440124512,22.634204864501957,0.15680575370788574,-0.1731279492378235,-12.158116340637209,-11.989533424377445,-711.0
071d7b45,0.5306071249372805,0.4085388295914611,0.7919621749408984,2115.0,1110.0,1005.0,0.6534317222379232,0.7588424322081821,0.6419036642480052,0.8325482301489527,0.6944891184054908,0.8462816738556908,13.528760995655004,8.074882485481968,17.696354264689745,9.030461627652173,6.109455896416179,12.256647062151623,13.524168521975538,8.073891825510445,17.674386904047758,0.11693876796017699,-0.15179255545019998,-9.621471779207777,-6.147191165735444,-9.600495078537312,-0.3834233453494373,49.0,512.0,1.0,0.9846153855323792,0.8381186723709106,0.7570438385009766,0.5690014362335205,0.6970741152763367,7.05833911895752,13.631521224975586,7.011300563812256,13.11905574798584,0.08107483386993408,-0.12807267904281616,-6.5731821060180655,-6.107755184173584,-463.0
0849b4e2,0.572822299651568,0.521550686250903,0.867044738500315,3288.0,2166.0,1376.0,0.8969148081446995,0.9029467160288944,0.8857448171906913,0.4540598900041723,0.4405752693266054,0.4780275783034043,8.980528470116077,6.97574309959561,11.079577794291607,5.64183797644258,4.602239062949102,7.033014282273504,8.901050398366689,6.920869837980144,10.941247507919249,0.01720189883820311,-0.03745230897679891,-4.103834694695998,-2.430775219324402,-4.020377669939105,-0.3454940522494121,83.0,1023.0,1.0,1.0,0.9083197116851808,0.8665492534637451,0.4282062351703644,0.5166251063346863,6.8263750076293945,12.601261138916016,6.825451850891113,12.46522045135498,0.04177045822143566,-0.0884188711643219,-5.774886131286621,-5.639768600463867,-940.0
084d66f9,0.8031985784095957,0.7459970887918487,0.9395667046750285,1808.0,1025.0,824.0,0.7451161158761316,0.742143238380179,0.7412704443401642,0.7139802295916441,0.7181319678441017,0.7193463083381131,13.199923700542922,10.216306088808611,16.008523244160973,8.615878356955974,7.1078255693377335,10.412410176719431,13.146986880896446,9.99990457795704,16.00822091892904,0.0008727940400148348,-0.0012143404940113678,-5.792217155352361,-3.304584607381698,-6.0083163409720015,-0.19356961588317978,87.0,676.0,1.0,1.0,0.7950722575187683,0.7252950668334961,0.6401995420455933,0.7412218451499939,9.69313621520996,17.275312423706055,9.34823226928711,17.27399253845215,0.06977719068527222,-0.10102230310440063,-7.5821762084960955,-7.925760269165039,-589.0
08fecf00,0.4772524531668153,0.3445,0.9638629283489096,2675.0,1378.0,1547.0,0.8358316352237576,0.6885955268239055,0.8453420333888403,0.5730067447705,0.7891824544122792,0.5561617869130523,11.03482940441851,5.881964815309603,13.55754189948722,7.289476501908239,4.798252773552014,8.986758075681852,11.020111736683262,5.878620194484049,13.532783091062525,-0.15674650656493483,0.2330206674992269,-7.6755770841776165,-4.188505302129838,-7.654162896578476,-0.6193629283489097,33.0,1033.0,1.0,1.0,0.7714569568634033,0.8308956623077393,0.6760814189910889,0.5815570950508118,4.785948753356934,15.16661262512207,4.784786224365234,15.150022506713867,-0.05943870544433594,0.0945243239402771,-10.380663871765137,-10.365236282348633,-1000.0
09053135,0.5518877656282236,0.4029282576866764,0.9560055865921788,2675.0,1376.0,1369.0,0.8101964663414979,0.6547203829504377,0.8675243375292194,0.6161226073737306,0.830998937483752,0.5147342274820679,12.282241587407665,12.570249003186692,11.927678218548914,9.416715158916183,9.918251513353274,8.885825466158018,12.208189963968584,11.941943551413605,11.893700997016326,-0.21280395457878176,0.3162647100016841,0.642570784637778,1.0324260471952567,0.048242554397278425,-0.5530773289055024,52.0,914.0,1.0,1.0,0.5803992748260498,0.8897978663444519,0.9160794019699096,0.4694723188877105,11.937538146972656,12.848383903503418,10.624950408935549,12.816469192504885,-0.3093985915184021,0.44660708308219904,-0.9108457565307617,-2.191518783569336,-862.0
