query_label,split,well_id,view,query_grid_valid_points,provided_label,provided_in_primary_pool,provided_rank_by_z_rmse,primary_pool_candidates,provided_overlap_grid_points,provided_coverage_query,provided_coverage_candidate,provided_corr,provided_raw_rmse,provided_resid_std,provided_z_rmse,best_label,best_split,best_well_id,best_is_provided,best_overlap_grid_points,best_coverage_query,best_coverage_candidate,best_corr,best_raw_rmse,best_resid_std,best_z_rmse,best_minus_provided_z_rmse,best_minus_provided_raw_rmse
horizontal:train:02e7fe5a:full,train,02e7fe5a,full,813,typewell:train:02e7fe5a,True,1.0,295,521.0,0.6408364176750183,0.5178926587104797,0.7896040678024292,11.53239631652832,11.07359504699707,0.6486847400665283,typewell:train:02e7fe5a,train,02e7fe5a,True,521.0,0.6408364176750183,0.5178926587104797,0.7896040678024292,11.53239631652832,11.07359504699707,0.6486847400665283,0.0,0.0
horizontal:train:0390d174:prefix,train,0390d174,prefix,458,typewell:train:0390d174,True,1.0,312,458.0,1.0,0.2679929733276367,0.9626340866088867,7.326150894165039,7.271754264831543,0.27337121963500977,typewell:train:0390d174,train,0390d174,True,458.0,1.0,0.2679929733276367,0.9626340866088867,7.326150894165039,7.271754264831543,0.27337121963500977,0.0,0.0
horizontal:train:0390d174:hidden,train,0390d174,hidden,64,typewell:train:0390d174,True,1.0,376,64.0,1.0,0.03744880110025406,0.7970798015594482,5.343567371368408,5.342421531677246,0.6370560526847839,typewell:train:0390d174,train,0390d174,True,64.0,1.0,0.03744880110025406,0.7970798015594482,5.343567371368408,5.342421531677246,0.6370560526847839,0.0,0.0
horizontal:train:0390d174:full,train,0390d174,full,494,typewell:train:0390d174,True,1.0,321,494.0,1.0,0.2890579402446747,0.9650036096572876,7.275520324707031,7.223424911499023,0.2645614743232727,typewell:train:0390d174,train,0390d174,True,494.0,1.0,0.2890579402446747,0.9650036096572876,7.275520324707031,7.223424911499023,0.2645614743232727,0.0,0.0
horizontal:train:03a935ae:prefix,train,03a935ae,prefix,788,typewell:train:03a935ae,True,1.0,94,788.0,1.0,0.48762375116348267,0.8714152574539185,11.905561447143555,11.847901344299316,0.507118821144104,typewell:train:03a935ae,train,03a935ae,True,788.0,1.0,0.48762375116348267,0.8714152574539185,11.905561447143555,11.847901344299316,0.507118821144104,0.0,0.0
horizontal:train:03a935ae:hidden,train,03a935ae,hidden,108,typewell:train:03a935ae,True,1.0,54,108.0,1.0,0.06683168560266495,0.7932197451591492,11.917880058288574,11.595656394958496,0.6430867314338684,typewell:train:03a935ae,train,03a935ae,True,108.0,1.0,0.06683168560266495,0.7932197451591492,11.917880058288574,11.595656394958496,0.6430867314338684,0.0,0.0
horizontal:train:03a935ae:full,train,03a935ae,full,798,typewell:train:03a935ae,True,1.0,94,798.0,1.0,0.49381187558174133,0.865416944026947,12.140778541564941,12.053791046142578,0.5188122391700745,typewell:train:03a935ae,train,03a935ae,True,798.0,1.0,0.49381187558174133,0.865416944026947,12.140778541564941,12.053791046142578,0.5188122391700745,0.0,0.0
horizontal:train:044af7d1:prefix,train,044af7d1,prefix,613,typewell:train:044af7d1,True,1.0,283,613.0,1.0,0.4078509509563446,0.7861109375953674,21.198009490966797,20.16534423828125,0.6540474891662598,typewell:train:044af7d1,train,044af7d1,True,613.0,1.0,0.4078509509563446,0.7861109375953674,21.198009490966797,20.16534423828125,0.6540474891662598,0.0,0.0
horizontal:train:044af7d1:hidden,train,044af7d1,hidden,47,typewell:train:044af7d1,True,1.0,267,47.0,1.0,0.031270790845155716,0.8691447377204895,7.778858661651611,7.416621208190918,0.5115765333175659,typewell:train:044af7d1,train,044af7d1,True,47.0,1.0,0.031270790845155716,0.8691447377204895,7.778858661651611,7.416621208190918,0.5115765333175659,0.0,0.0
horizontal:train:044af7d1:full,train,044af7d1,full,652,typewell:train:044af7d1,True,1.0,286,652.0,1.0,0.43379905819892883,0.7918879985809326,20.64452362060547,19.769582748413086,0.6451542377471924,typewell:train:044af7d1,train,044af7d1,True,652.0,1.0,0.43379905819892883,0.7918879985809326,20.64452362060547,19.769582748413086,0.6451542377471924,0.0,0.0
