rows,rmse,mae,bias,within5,within10,abs_p50,abs_p90,abs_p95,abs_p99,method,bucket_type,bucket
193158,8.226730304869964,5.804216834241286,-0.81114311705867,0.5656871576636743,0.8437444993217987,,,,,mdz_all_anchor,eval_step,250_500
193158,9.193746585783014,6.747050629754079,-0.222209856492985,0.5003572205137763,0.7901717764731463,,,,,u_md_all_anchor,eval_step,250_500
193158,11.500780355270859,6.8453791255091305,0.15317997538762987,0.5294732809409913,0.7865115604841633,,,,,md_tail50_anchor,eval_step,250_500
193158,12.657559726472114,6.054560675939925,0.5492520686380266,0.6714451381770364,0.8434442270058709,,,,,mdz_tail200_anchor,eval_step,250_500
193158,12.858885407795903,7.383630169778317,0.21471489812322803,0.4934147174851676,0.768013750401226,,,,,md_tail200_anchor,eval_step,250_500
193158,13.623655394405455,12.415537849843195,-2.1814457594300944,0.07284709926588596,0.36273931185868563,,,,,u_const_anchor,eval_step,250_500
193158,13.870012386848673,12.557637683033466,-2.959018131874976,0.07653837790824092,0.36472732167448413,,,,,z_all_anchor,eval_step,250_500
193158,16.62314621625215,8.35526786588171,0.1695443253449666,0.5106337816709636,0.7646279211836942,,,,,z_tail200_anchor,eval_step,250_500
193158,153.49927203860568,146.63963062406805,146.63963062406805,0.0,0.001294277223827126,,,,,md_all_anchor,eval_step,250_500
385912,9.153301382813158,6.9192468943630745,-0.7432391387091295,0.4817989593482452,0.7592378573353511,,,,,blend25_u_md_tail30_median_anchor,eval_step,500_1000
385912,9.16751096380178,6.900950470750265,-0.732006612537848,0.47503316818342006,0.7577789755177347,,,,,blend25_u_md_tail100_anchor,eval_step,500_1000
385912,10.184158356686616,7.639475463318732,-0.8193345710913444,0.43718775264827214,0.7181352225377806,,,,,blend10_u_md_tail30_median_anchor,eval_step,500_1000
385912,10.20021076687172,7.6365058217841115,-0.8148415606228329,0.43559671634984143,0.7182984721905512,,,,,blend10_u_md_tail100_anchor,eval_step,500_1000
385912,10.370861817477092,7.105694989136336,-0.3178318721129271,0.5255913265200357,0.7578670785049442,,,,,u_md_tail100_anchor,eval_step,500_1000
385912,10.4855661371772,7.934882667569094,-0.7225887045900523,0.428286759675781,0.6968194821617364,,,,,blend10_md_tail200_anchor,eval_step,500_1000
385912,10.694199892296883,7.988423577576421,-0.693081286648665,0.4269678061319679,0.7039584153900371,,,,,blend10_mdz_tail200_anchor,eval_step,500_1000
385912,10.847476294530654,7.2099934698408905,-0.3627619767980462,0.5265915545512967,0.7798176786417629,,,,,u_md_tail30_median_anchor,eval_step,500_1000
385912,11.043234202783555,8.23233382221855,-0.8700648593461554,0.41890120027363753,0.6825493894981239,,,,,anchor,eval_step,500_1000
385912,11.110866188759486,8.248549799234327,-0.5013744724558991,0.41587201227222786,0.6866202657600696,,,,,blend25_md_tail200_anchor,eval_step,500_1000
385912,11.583240292548856,8.10599814057745,-0.42760592760242827,0.44303364497605674,0.7103717946060242,,,,,blend25_mdz_tail200_anchor,eval_step,500_1000
385912,16.428652003199765,11.529227582869078,-1.7109377040321752,0.3168105682124422,0.5741464375297995,,,,,mdz_all_anchor,eval_step,500_1000
385912,18.222751251697893,13.405566456728552,-0.5109932543056727,0.2610854288024213,0.5018216588237733,,,,,u_md_all_anchor,eval_step,500_1000
385912,25.766973803456644,15.268649598261403,0.4807604213244367,0.2799420593295881,0.4816123883165074,,,,,md_tail50_anchor,eval_step,500_1000
385912,26.89874300923363,24.743789775907533,-4.393724061444047,0.013871037956839902,0.0611667945023736,,,,,u_const_anchor,eval_step,500_1000
385912,27.390893921274717,25.019501318706112,-5.956241651499554,0.016907999751238623,0.06819430336449761,,,,,z_all_anchor,eval_step,500_1000
385912,27.53559629000008,15.387251510662907,0.6046966882148774,0.26053348950019695,0.47834221273243643,,,,,md_tail200_anchor,eval_step,500_1000
385912,28.187780227101864,13.66076899967571,0.8997708676287531,0.4331920230518875,0.649731026762578,,,,,mdz_tail200_anchor,eval_step,500_1000
385912,38.3257361063352,17.85381642042144,1.1158350028392474,0.28708876635087793,0.5108496237484194,,,,,z_tail200_anchor,eval_step,500_1000
385912,307.22674171063966,293.59203267354036,293.59203267354036,0.0,0.00019952735338626422,,,,,md_all_anchor,eval_step,500_1000
