segment_type,segment,wells,rows,pf_pooled_rmse,beam_pooled_rmse,ml_pooled_rmse,last_anchor_pooled_rmse,pf_minus_beam_rmse,pf_minus_ml_rmse,beam_minus_ml_rmse,pf_beats_ml_wells,beam_beats_ml_wells,pf_beats_beam_wells,best_pf_wells,best_beam_wells,best_ml_wells,best_last_anchor_wells,mean_pf_beam_abs_diff,mean_pf_std,mean_beam_spread,mean_prefix_length,mean_eval_length,mean_pfx_rmse,mean_likpf_abs_delta
overall,overall,773,3783989,14.493061258820509,15.774327571684344,9.52637473608378,15.909866076865924,-1.2812663128638349,4.96668652273673,6.2479528356005645,234,124,478,207,53,464,49,9.853862683838406,1.3522903100922958,3.136461262203855,1690.37517339506,5240.614174882644,14.1307625232465,9.146834475238265
