episode_id,well,rows,episode_sse,mean_error_ft,rmse_ft,pre128_true_minus_init_rate_median,observed_emission_evidence_class,viterbi_recovery_class,pre128_kernel_bias_sum_ft,pre128_rate_mean_reversion_position_bias_sum_ft,onset_kernel_bias_sum_ft,pre128_bias_sign_matches_episode_error,pre128_rate_mean_reversion_bias_sign_matches_episode_error,onset_bias_sign_matches_episode_error,episode_kernel_bias_mean_ft_per_row,episode_representation_error_abs_mean_ft_per_row,episode_supported_representation_error_abs_mean_ft_per_row,episode_supported_compensating_rate_shift_abs_mean,episode_supported_compensating_diffusion_rows_proxy_median,episode_true_rate_outside_fraction,episode_true_nearest_rate_edge_fraction,episode_best_compensating_rate_edge_fraction,episode_best_compensating_rate_edge_log_mass_loss_sum
09441b8d:001,09441b8d,1851,701356.5972215094,-19.25828254997312,19.46553003786582,0.0099999999965803,near_tie,large_recovery,1.1210146472477454,-0.0072399999999979685,-4.719535927897242,False,True,True,-0.005303968839998653,0.001056647262301724,0.00046298591967988266,0.02554624121167181,156.25000000818557,0.0010804970286331713,0.0010804970286331713,0.09238249594813615,10.580694035792929
09ec2ca9:000,09ec2ca9,2162,324965.7671390063,-12.223706290471906,12.260013882427712,0.0299999999970168,truth_strong,large_recovery,-1.1424776862112085,-0.009819999999999718,-2.024617344286956,True,True,True,-0.00014557207183636927,0.0002989953508472572,0.0002989953508472572,0.020425531915114523,156.24999999454283,0.0,0.0,0.0,0.0
0c1b160c:000,0c1b160c,233,26554.641591249547,-10.669452789699486,10.675599226580426,1.8189894035458565e-12,truth_strong,not_better,-1.859544835359666,0.007380000000004662,-6.888605977565787,True,False,True,-0.0021979867174519614,0.0003252438457354585,0.0003252438457354585,0.021502145923045314,156.2499999890861,0.0,0.0,0.0,0.0
0c1b160c:001,0c1b160c,211,22877.737963249583,10.409869668246351,10.412746919234449,-0.0200000000004365,near_tie,partial_recovery,1.0583295890491602,0.013239999999997972,3.5188016385778482,True,True,True,0.0019313054234946332,0.0003039437853127075,0.0003039437853127075,0.020995260663703316,156.24999999181463,0.0,0.0,0.0,0.0
0dc5e64d:000,0dc5e64d,486,72944.50468475168,-12.209359053498083,12.25118661295366,-0.0399999999990541,truth_strong,not_better,-2.9120365460420117,0.012140000000003065,-3.2767076470481826,True,False,True,0.0004543901089924906,0.0005055306377943496,0.0005055306377943496,0.027253086419909832,156.25000001364234,0.0,0.0,0.024691358024691357,0.7425048446170477
0dc5e64d:001,0dc5e64d,162,19253.4737564998,10.891580246913522,10.901770655961531,-0.0199999999986175,candidate_strong,not_better,-5.727978282407106,0.0068799999999973865,-6.012442132417084,False,True,False,-0.030834064354254887,0.001389184378360772,0.001389184378360772,0.0484259259259394,624.9999999708959,0.0,0.0,0.0,0.0
0dc835f3:000,0dc835f3,131,14913.745161249944,10.664980916030515,10.669835186651428,0.0,candidate_strong,not_better,1.1795662880244773,-0.00865999999999986,3.3152499298205598,True,False,True,0.0003056196325421865,0.0005168100120990681,0.0005168100120990681,0.03148854961839393,399.9999999767171,0.0,0.0,0.0,0.0
0dc835f3:001,0dc835f3,183,21386.166480749027,10.803336065573523,10.810379165829987,0.0,candidate_strong,not_better,1.5965525246919825,-0.007340000000000152,3.29457279008325,True,False,True,0.0004752107294803162,0.0005805714294999072,0.0005805714294999072,0.028333333333494762,399.9999999461577,0.0,0.0,0.02185792349726776,0.24750161487234923
0dc835f3:002,0dc835f3,477,82712.44637474883,13.09973689727454,13.168194830094627,0.0199999999986175,candidate_strong,not_better,2.6999072296253894,-0.011860000000004228,3.398121128789384,True,False,True,-6.932003127295721e-05,0.0022121293619118037,0.0022121293619118037,0.025283018868132737,156.25000001091394,0.0,0.0,0.1970649895178197,5.8162879495002064
0dd99dc5:000,0dd99dc5,525,115242.08255075169,-14.764050476190588,14.815826965380584,0.0100000000002182,truth_strong,large_recovery,-1.9927554253776114,-0.012420000000001902,-1.7981079551781716,True,True,True,-0.0028791105360778434,0.003636647821062022,0.0015629689466463148,0.018227091633705,156.24999999181446,0.04380952380952381,0.05714285714285714,0.0761904761904762,2.4750161487234923
0e5e560d:000,0e5e560d,2689,557325.9491865125,-14.153448121978595,14.39657655767772,0.0,candidate_strong,partial_recovery,-4.480667255289488,-0.01475999999999841,-3.5138922785954856,True,True,True,0.003132790249626899,0.0019333576387530014,0.0013368391823391644,0.023997395833565232,156.25000000545705,0.0003718854592785422,0.0003718854592785422,0.07177389364075865,11.94195291759085
109d9d70:000,109d9d70,2679,1094433.2109150137,-20.030939156401768,20.21195277690892,-0.0300000000006548,truth_strong,partial_recovery,-1.5600232577229056,-0.009820000000003356,-2.43150849491416,True,True,True,-0.005274767791538427,0.000657089954950425,0.000657089954950425,0.027252706234354124,156.25000002355608,0.0,0.0,0.08883911907428145,14.726346084374281
10a1281a:000,10a1281a,3087,774389.6578620134,-15.494479429867331,15.83840548763274,-0.0249999999978172,truth_strong,large_recovery,-1.5535115596915352,-0.02659999999999857,-1.7329602826819726,True,True,True,-0.0005702393172033486,0.004563993218694651,0.002424850714226646,0.027475167785101194,169.00000000387806,0.03466148364107548,0.03595724003887269,0.21509556203433755,31.3493631526869
113011eb:000,113011eb,1866,2224378.117111483,33.952270632368574,34.526176573186504,-0.0099999999983992,truth_strong,large_recovery,0.6306104274011908,0.009560000000001317,1.939430970906152,True,True,True,5.2964059851973194e-05,0.0035728221337225155,0.0012445819000167317,0.024214806506058142,156.24999999454312,0.04448017148981779,0.04930332261521972,0.15809217577706325,18.253244096835754
1131525f:000,1131525f,195,23256.810939999617,10.908671794871704,10.920883532398062,-0.0199999999986175,truth_strong,large_recovery,4.224849682607692,0.007400000000001462,4.001036107503858,True,True,True,-0.0016238028366259015,0.0007871502083337481,0.0007871502083337481,0.03292307692311237,156.2500000309228,0.0,0.0,0.11794871794871795,1.423134285516008
11d0f5ac:000,11d0f5ac,3537,2154349.551780273,-24.532942182640788,24.67973859772396,-1.8189894035458565e-12,truth_strong,partial_recovery,-4.1073470143692035,-0.007079999999998116,-5.408243978080853,True,True,True,-0.0021313778971897763,0.00034121245636642016,0.00034121245636642016,0.019205541419570097,156.2499999890861,0.0,0.0,0.0031099802092168505,0.6806294408989604
