well,rows,initial_position_prior_mean_bias_ft,initial_position_prior_variance_ft2,initial_rate,rate_span,rate_step,initial_rate_prior_mean_bias,initial_rate_prior_variance,initial_rate_prior_edge_mass,initial_rate_transition_mass_loss,initial_rate_transition_conditional_mean_error,kernel_bias_mean_ft_per_row,kernel_bias_abs_mean_ft_per_row,kernel_bias_sum_ft,rate_mean_reversion_position_bias_abs_mean_ft_per_row,rate_mean_reversion_position_bias_sum_ft,representation_error_abs_mean_ft_per_row,supported_representation_error_abs_mean_ft_per_row,supported_compensating_rate_shift_abs_mean,supported_compensating_diffusion_rows_proxy_median,true_rate_outside_fraction,true_nearest_rate_edge_fraction,best_compensating_rate_edge_fraction,prediction_error_vs_cumulative_kernel_bias_corr,end_prediction_error_ft,end_cumulative_kernel_bias_ft
084d66f9,3885,3.9898639947466563e-17,0.5625,-0.020000000000436557,0.1,0.0050000000000000044,6.938893903907228e-18,9.999999999999969e-05,2.5261355426506887e-15,2.220446049250313e-16,1.3877787807814457e-17,0.006372317138334439,0.017261453628774154,24.756452082429295,9.200514800519456e-05,0.2903200000000036,0.009693500036537931,0.0027002180919728355,0.03203385203396292,399.99999998253776,0.05714285714285714,0.06357786357786357,0.17374517374517376,0.9294002304874094,66.23999999999978,24.75645208242927
08fecf00,5574,3.9898639947466563e-17,0.5625,-0.029999999998835847,0.1,0.0050000000000000044,9.336281747707176e-15,9.999999999931133e-05,4.56736020046089e-12,2.7400304247748863e-13,2.057035097813298e-14,0.0009478405999333246,0.008115734678614109,5.283263504028351,5.6634373878773644e-05,0.3080000000000003,0.0005874913943040006,0.0005874913943040006,0.023526193039269016,156.25000000272848,0.0,0.0,0.03247219232149264,0.7417849853537736,14.942000000000917,5.283263504028352
09053135,5907,3.9898639947466563e-17,0.5625,-0.030000000002473826,0.1,0.0050000000000000044,9.336281747707176e-15,9.99999999993113e-05,4.567360212092061e-12,2.7400304247748863e-13,2.0566881531181025e-14,-0.0012183780994300252,0.010135626940159672,-7.196959433333159,5.9058743863256395e-05,0.3313799999999977,0.0006487469787900916,0.0006487469787900916,0.025118503470641793,156.25000000818542,0.0,0.0,0.02962586761469443,0.6966771163767149,10.100000000000364,-7.196959433333146
09441b8d,5488,3.9898639947466563e-17,0.5625,0.030000000002473826,0.1,0.0050000000000000044,-9.336281747707176e-15,9.999999999931135e-05,4.567360212092061e-12,2.7411406477995115e-13,-2.057035097813298e-14,0.0013093840947432083,0.012574676996260041,7.185899911950727,7.007653061226384e-05,-0.379059999999998,0.00153976560879474,0.0005344637936302388,0.029333698430247756,156.2500000336513,0.0018221574344023323,0.0018221574344023323,0.050838192419825075,0.2321275675643763,-19.38299999999981,7.1858999119505365
0955cd6c,5195,3.9898639947466563e-17,0.5625,0.0,0.1,0.0050000000000000044,3.84729931335321e-24,9.999999999999999e-05,7.694598626706419e-23,0.0,-2.423798567933052e-25,0.0017965202635889309,0.012052267838722408,9.332922769344496,5.394417709337897e-05,0.25831999999999633,0.0019101315633687588,0.0005295626039587444,0.027668593449084202,156.25000000818542,0.0009624639076034649,0.0009624639076034649,0.01039461020211742,0.7295973286573411,0.5669999999990978,9.332922769344533
09ec2ca9,5885,3.9898639947466563e-17,0.5625,0.010000000002037268,0.1,0.0050000000000000044,-1.734723475976807e-18,9.999999999999996e-05,5.139886805852748e-19,2.220446049250313e-16,1.734723475976807e-18,0.0012876203405549384,0.007267629804341898,7.577645704165812,5.5809685641474146e-05,-0.32843999999999535,0.0002919067081619307,0.0002919067081619307,0.020635514018973056,156.24999999181446,0.0,0.0,0.0,0.8818483350223232,-0.44249999999919964,7.577645704165772
0a57a29c,5821,3.9898639947466563e-17,0.5625,0.020000000000436557,0.1,0.0050000000000000044,0.0,9.999999999999973e-05,2.5261355426506895e-15,0.0,-1.734723475976807e-17,-0.0018400953567470424,0.011357716236117662,-10.711195071624534,7.064421920639095e-05,-0.3727000000000047,0.0010141642653837986,0.0010141642653837986,0.02720151176791614,156.25000001455186,0.0,0.0,0.07661913760522247,0.013570206509499284,-2.8029999999998836,-10.711195071624536
0bbf5e67,4298,6.938893903907228e-17,0.5625,-0.040000000000873115,0.1,0.0050000000000000044,9.005102219461492e-12,9.999999942679194e-05,3.0379414269228773e-09,1.822764161829582e-10,1.1862566484666104e-11,0.0034040923028034174,0.013963857747141855,14.630788717449088,5.8320148906487615e-05,0.2500599999999979,0.0005968268656714869,0.0005843040065872517,0.030864801864915532,156.2500000336513,0.0018613308515588647,0.0020939972080037225,0.015123313168915775,-0.09015804588971314,-8.450999999999112,14.630788717449265
0be01c24,4738,3.9898639947466563e-17,0.5625,-0.030000000000654836,0.1,0.0050000000000000044,9.336281747707176e-15,9.99999999993113e-05,4.567360206276475e-12,2.7422508708241367e-13,2.056341208422907e-14,-0.0009171166476710379,0.01012990869820951,-4.345298676665378,7.134233853946829e-05,0.33802000000000076,0.0004812645525691818,0.0004812645525691818,0.027772266779351792,156.2500000118235,0.0,0.0,0.002532714225411566,0.19964269208520952,2.594999999999345,-4.345298676665421
0c1b160c,5054,3.9898639947466563e-17,0.5625,-0.030000000000654836,0.1,0.0050000000000000044,9.336281747707176e-15,9.99999999993113e-05,4.567360206276475e-12,2.7422508708241367e-13,2.056341208422907e-14,0.0011286759200230788,0.01063768376142769,5.704328099796641,6.391768895925268e-05,0.3097200000000051,0.0012312428577893246,0.00048693679046306424,0.026801266825208447,156.2500000118235,0.0003957261574990107,0.0003957261574990107,0.03581321725366047,0.8610600368889179,11.231999999999971,5.704328099796603
0d99f8e4,5823,3.9898639947466563e-17,0.5625,-0.020000000000436557,0.1,0.0050000000000000044,6.938893903907228e-18,9.999999999999969e-05,2.5261355426506887e-15,2.220446049250313e-16,1.3877787807814457e-17,0.0012431437921323046,0.010912397421086436,7.23882630158641,5.9192855916215126e-05,0.3406400000000034,0.0006513159677293476,0.0006513159677293476,0.025729864331292325,156.25000000818542,0.0,0.0,0.043620127082260006,0.3789782058781321,11.088999999999942,7.238826301586568
0dc5e64d,4879,3.9898639947466563e-17,0.5625,-0.010000000000218279,0.1,0.0050000000000000044,0.0,0.0001,5.139886797438289e-19,0.0,0.0,-0.006747423722667897,0.015948750414938893,-32.92068034289667,8.921910227506152e-05,0.39798000000000355,0.00444599356268757,0.0009757757924862897,0.03236102564112225,399.99999998108257,0.000819840131174421,0.000819840131174421,0.06886657101865136,-0.007019399028859169,-0.17699999999967986,-32.92068034289658
0dc835f3,4428,3.9898639947466563e-17,0.5625,0.030000000000654836,0.1,0.0050000000000000044,-9.329342853803269e-15,9.999999999931137e-05,4.567360206276476e-12,2.7400304247748863e-13,-2.057035097813298e-14,0.002426061830896366,0.013910020438466958,10.742601787209107,8.650858175248374e-05,-0.383059999999998,0.0015856151586321307,0.0015856151586321307,0.028342366757149448,224.99999997708085,0.0,0.0,0.13798554652213188,0.9927169487033619,14.73699999999917,10.742601787209102
0dd99dc5,7342,3.9898639947466563e-17,0.5625,0.039999999999054126,0.1,0.0050000000000000044,-9.005109158355395e-12,9.999999942679186e-05,3.037941423607286e-09,1.8227652720526066e-10,-1.1862552606878296e-11,0.00011344772576057662,0.013581663464622045,0.8329332025341536,6.9626804685482e-05,-0.4845600000000017,0.001940696333587898,0.0015390681394446262,0.02998627316414865,156.2500000336513,0.007763552165622446,0.008989376191773358,0.09289022064832471,-0.02647574544791979,-14.904999999998836,0.83293320253413
0e5e560d,3253,3.9898639947466563e-17,0.5625,0.05999999999949068,0.1,0.0050000000000000044,-3.9995864482833543e-07,9.998266255962627e-05,6.691570120873332e-05,4.014942072472216e-06,-1.811565162462836e-07,0.0012638674098382722,0.012752547878659237,4.111360684203899,7.624961573935144e-05,-0.23708000000000196,0.0021180903490156332,0.0016250839289264167,0.025418204182263388,156.25000000818557,0.0003074085459575776,0.0003074085459575776,0.12081155856132801,0.8202235656389162,-8.865999999999985,4.1113606842040005
109d9d70,4215,3.9898639947466563e-17,0.5625,0.06000000000130967,0.10000000000130968,0.00500000000006548,-3.9995864491160216e-07,9.998266255962275e-05,6.691570122324229e-05,4.014942073360395e-06,-1.8115651627403917e-07,-0.003952884176040855,0.01188786711161391,-16.661406802012202,9.060023724793476e-05,-0.37399999999999667,0.0010407566363061797,0.0007552048940927535,0.028325818700204328,156.25000002355608,0.00023724792408066428,0.00023724792408066428,0.0863582443653618,0.8908350967885589,-27.46599999999853,-16.661406802012422
10a1281a,5609,3.9898639947466563e-17,0.5625,0.06999999999970896,0.10999999999970897,0.005499999999985447,-3.456856151745624e-07,9.998486888257526e-05,7.360717852086172e-05,3.3944467450197635e-06,-1.549242464038425e-07,-0.0006871082566110491,0.013741766745421134,-3.8539902113313746,8.379746835452069e-05,-0.3686999999999974,0.004205092577972857,0.0019135830256277742,0.02706313270740352,169.00000001002647,0.031378142271349614,0.03440898555892316,0.17364949188803708,0.3873730545238751,-19.77100000000064,-3.853990211331338
