well,episodes,episode_rows,suffix_rows,episode_sse,suffix_rmse_ft,suffix_max_abs_error_ft,last_known_tvt,last_known_md,shard_index
12f0cd90,1,1441,5947,1167808.9340686798,14.400645071556076,44.56640625,11394.42,12293.0,1
137d1e44,2,3214,4554,3475027.7354946136,27.800611179006136,47.8310546875,12750.83,13649.0,1
13f598d9,2,419,7306,67343.3438577652,7.689020785103948,14.814453125,12518.61,13620.0,3
14ad5efb,1,756,5842,119691.11045074463,5.631546605822538,15.24609375,11404.28,12363.0,2
14fee784,3,1830,4910,747381.0275640488,13.222117089896937,29.4287109375,10880.95,11812.0,2
153552f5,1,708,4695,109710.0783700943,6.258835901162698,15.7861328125,12085.88,13051.0,0
1550491d,1,2931,4563,1105318.7223644257,15.773844789692632,23.736328125,11383.7,12811.0,0
15e154a1,3,1304,6068,284112.43931770325,7.716044147776197,21.2763671875,10928.69,11952.0,3
173ed841,1,3555,4883,3998947.092980385,28.703413163872675,51.3935546875,12724.83,13852.0,3
1770d7c6,1,2390,7240,1458767.095732689,14.649763151854218,35.87890625,12579.06,13854.0,1
177622d7,1,217,3154,54163.60474395752,5.268203052505264,20.2080078125,12294.39,13326.0,1
19137a89,2,1514,6267,237546.8868932724,7.607660587019274,19.5166015625,11041.54,11747.0,3
197f8a5a,1,1293,6310,729581.2906312943,11.4031544076943,37.0869140625,10949.52,11996.0,0
19fb4f7b,1,1087,5620,337539.52262973785,9.345318307731395,22.8896484375,12766.14,13998.0,3
1a68190b,1,3676,4474,3366913.788171768,27.45720191324592,42.130859375,12793.43,14131.0,1
1aaf1da0,3,1406,4804,236436.35447597504,9.197469651062878,16.9228515625,11897.74,12886.0,0
1b1c5372,1,2124,4261,3210757.764442444,27.68936708145172,51.189453125,10870.68,11917.0,2
1b1eba53,1,4166,4655,15104221.223542213,56.98428369626883,85.1943359375,12726.15,13874.0,0
1b6ba517,3,2773,6597,637379.5284671783,10.66904458747957,29.0048828125,12061.48,13403.0,2
1b82b665,1,2268,3806,1595069.0939941406,20.71195970241085,31.1767578125,10845.95,11760.0,1
1bcb2fcf,1,247,4524,50770.44034576416,5.313535631861256,19.30859375,12555.66,13414.0,3
1beca81d,1,3563,5036,2957727.248407364,24.265235589109913,40.119140625,11368.71,12246.0,1
1d3fbf02,1,2297,2694,796045.3564357758,17.255342013148386,27.0595703125,11761.8,12497.0,3
1d78281a,1,667,4949,121562.01685810089,6.19153320394606,16.1220703125,12780.2,13799.0,2
1e30dedf,1,322,4071,151313.4315547943,7.02196379621808,27.1728515625,10651.68,11727.0,3
1e5e3573,2,472,5480,70465.39600658417,5.375745593728598,14.6025390625,12215.14,13087.0,0
1fdbba44,2,3703,4911,3325033.958062172,26.175673744865026,40.1455078125,12803.78,13846.0,3
1fee2b62,1,1193,4641,368208.9773263931,9.695935848835807,26.6767578125,12510.64,13252.0,1
200d233d,1,2827,3926,602534.0377254486,12.527706728611305,19.23046875,12039.88,13343.0,3
201661b5,1,4778,5955,3616990.7800970078,24.781320255968886,42.23828125,12188.4,13845.0,0
20402d71,6,3086,6372,577801.5615844727,10.365780361120589,18.6357421875,10966.39,11916.0,1
2043abc5,2,5085,6958,2164174.229883194,17.74105493246325,33.9404296875,11420.99,12414.0,3
204cc64b,3,590,4805,77082.03489685059,5.633087349107521,14.2890625,12558.35,13666.0,1
206b6193,1,5466,6535,6226128.682073593,30.916847282890444,63.2138671875,11456.55,12690.0,3
2364716c,1,305,4316,41235.7007932663,6.572055399862745,12.6865234375,10967.56,11965.0,2
261785ee,1,867,3646,193691.5378370285,7.965704593567692,18.7314453125,11319.49,12498.0,1
264feceb,2,710,5665,78860.20771217346,5.44354777362882,11.8681640625,11199.93,12339.0,1
26623a50,1,2582,5735,600711.580578804,10.523793589601514,21.22265625,11385.69,12611.0,2
26d3a96a,4,936,4721,130042.39534282684,8.14481362545794,14.349609375,12631.82,13761.0,1
276b012a,2,1411,4837,783920.5649271011,13.815248032554885,32.6884765625,12406.78,13528.0,1
27c3155b,2,734,4958,128886.16826248169,7.230968764078844,17.5439453125,12756.02,13671.0,1
283269ac,1,693,2626,116439.16273784637,8.309454943339555,15.4892578125,11451.62,12356.0,2
2ac7cb6b,3,1533,4990,306272.5922355652,9.148457395992205,18.359375,10880.73,11884.0,0
2b034622,3,1580,5203,356952.6717567444,9.311359461204406,22.4970703125,10071.9,11048.0,1
2be5c96a,2,1041,4210,169321.9340324402,7.744107260298076,14.5615234375,11797.61,12795.0,1
2bff06cf,2,2322,7624,592600.0462646484,9.350166362564165,22.798828125,11004.13,11635.0,0
2cee0cba,1,301,5500,61833.90597438812,5.362435401402926,18.7216796875,11231.11,12036.0,1
2d35f86d,1,2526,4896,3486127.706311226,26.74032764365855,49.037109375,11880.98,12890.0,0
2d9f6cb9,1,2043,7338,427752.1844177246,8.626774911564977,17.8447265625,12523.69,13650.0,3
2ddad940,2,1904,5331,426140.8769683838,9.582436829176777,18.025390625,11701.37,12405.0,0
2e29e833,1,303,5428,44267.28558444977,5.658744187588975,15.2158203125,12150.02,13423.0,3
2e63d9de,4,3123,4699,712128.2990980148,12.98232209661147,25.8740234375,12533.92,13575.0,1
2ee0235b,2,757,5556,111821.85570335388,6.172294015782963,14.7119140625,11187.39,12340.0,2
2fd68f7b,1,1134,4730,543696.0221710205,11.631503231340673,32.2802734375,10810.63,11724.0,1
2fe023be,2,327,4221,49646.73421096802,4.176078451327611,16.4462890625,11444.45,12798.0,2
310c71a5,2,2468,5245,610344.4309015274,11.664420155909438,20.095703125,11182.06,12257.0,2
3407f5bf,2,1842,3638,1916584.076842308,23.409816538638474,79.197265625,11008.05,12083.0,3
3417285d,1,4941,5449,5675541.230389595,32.317565963780616,45.203125,12164.85,13269.0,0
35b30c7f,3,784,9579,142832.99993991852,5.435373343669009,17.8173828125,11002.62,11783.0,2
35b3ef6a,2,1070,3904,282156.87724018097,9.483947640042679,20.3544921875,10787.74,12012.0,3
367456ce,1,197,5569,88703.36838054657,6.574688988554652,26.5146484375,10869.42,12043.0,2
368131f9,1,4219,4991,3660466.2286701202,27.12350324213624,45.3759765625,11875.51,12987.0,2
368fe682,2,4465,4936,2635563.029486656,23.174156299596362,34.16796875,11280.87,12209.0,1
37344c2a,2,1515,5197,444694.7047729492,10.112226955844509,26.4990234375,11016.71,12058.0,3
374be387,1,244,9965,34469.351702690125,3.622484833285651,13.57421875,10711.58,11916.0,2
37d36812,3,2544,4367,541757.8049125671,11.528049406180985,20.421875,12209.81,13303.0,3
38991fd4,1,2070,4798,484722.8741598129,10.708060248909739,22.154296875,11221.48,12183.0,2
3932faa6,1,3426,5452,1482540.3309192657,16.66650914908295,34.5859375,12030.31,13427.0,3
39b51819,1,332,4231,105818.90861225128,5.954463058557664,22.6767578125,10982.86,12501.0,0
3a0af893,2,1207,2927,236960.81092357635,9.86379308254017,23.83203125,12189.64,13620.0,2
3a223519,1,407,4583,99883.3928604126,6.060269493153756,18.3525390625,12819.1,13856.0,0
3aaa2b30,4,1060,4711,161823.8326396942,7.526356332995409,16.5087890625,10886.86,12103.0,2
3ac16ad0,2,886,5649,309133.2718811035,8.582984335392542,26.0029296875,10961.66,11914.0,0
3b21ea64,1,223,7376,33173.78964805603,5.324874102368807,14.3525390625,12425.91,13590.0,2
3bfee975,1,479,3603,89067.84491062164,5.860826552049105,16.3076171875,12164.26,13076.0,1
3df4b19e,2,2025,4988,475440.21671772003,11.05999829156742,21.640625,11382.94,12519.0,3
3e011332,1,1470,2723,1671749.2035617828,25.00890706212427,44.33984375,11428.74,12676.0,3
3e678ea7,3,1947,6858,430157.74336719513,8.79408871456562,19.8154296875,12528.21,13812.0,0
3ef98781,1,366,3892,51411.83564186096,5.636840752481352,13.9765625,11963.61,12725.0,1
4121c517,1,680,3723,179482.97284317017,7.437246282265701,21.51953125,10947.09,12014.0,2
41fb0192,1,720,2973,158502.33940410614,8.118084647145174,16.6796875,12593.8,13463.0,3
43b06c70,2,1391,4846,216139.77110290527,7.600163807625592,14.3251953125,11903.54,13023.0,0
43c7f85a,1,140,5978,20181.801054000854,3.525007389011864,13.044921875,10976.95,11934.0,1
445af6c2,1,5030,6041,3454242.029490471,24.0363434676211,34.1875,11223.73,12253.0,2
44a94013,3,1430,4903,377656.2848377228,9.293751010483433,25.2841796875,10931.54,12053.0,2
463c38f2,1,763,4460,111013.33956336975,5.691826069419591,14.126953125,11182.63,12362.0,3
4654e7de,1,2906,5373,1016763.7827377319,14.176369223969122,25.5595703125,11220.92,12368.0,1
46a7190b,1,337,4215,53696.36499786377,5.1117865515981045,15.5947265625,12490.41,13571.0,2
46d41ff6,1,868,7901,270365.8936433792,6.320742897740336,20.544921875,12061.59,12989.0,3
46dfcfca,1,313,3606,79590.89120960236,5.233255354895113,22.1923828125,12482.81,13478.0,0
47222616,1,1513,4406,226578.7424697876,8.246452022184044,15.1181640625,12201.84,13295.0,1
48c1f673,1,2222,2917,791444.236998558,16.542451724950677,23.9814453125,10854.43,11769.0,1
4936af16,1,252,3991,43808.29151439667,4.5765213435573,15.8017578125,10868.75,11977.0,1
493b5b31,4,3435,4671,1079399.664486885,15.632829360672915,27.4794921875,12688.25,13843.0,3
49dbc14c,1,3007,3872,1127620.086634636,17.25159960495661,29.3681640625,11199.1,11831.0,2
4a335117,1,192,5015,32548.877840042114,4.927328386496299,15.91796875,11189.89,11907.0,1
4a8ecc0b,1,5707,5809,3544239.7335472107,24.70971893457324,40.41015625,11866.88,12801.0,2
4b462989,3,1299,3106,421756.02383232117,12.390435823565007,33.865234375,10976.77,11983.0,0
4b831d20,1,1378,7312,528662.1591806412,8.86394421594293,25.2001953125,12550.17,13772.0,2
4c2208f5,1,4484,5384,3787775.973130226,26.562587739392608,39.091796875,12672.98,13936.0,3
4c3168cf,1,373,4334,60748.13955307007,4.612186056605138,14.52734375,11997.88,12801.0,1
4c3df468,2,732,5392,123517.39026641846,6.567646694403007,16.7333984375,10942.49,12043.0,0
4caa7289,1,5074,5396,4425296.098321915,28.654909494272044,49.7890625,11191.1,12178.0,2
4cd1ac61,2,3534,4489,621836.8044309616,12.32160355437937,19.5234375,11859.88,13224.0,0
4cecf7b3,3,4584,6019,1793380.1018161774,17.546466204988096,35.228515625,12052.16,13368.0,0
4ddde4c1,1,200,4472,46130.33820915222,5.472091869258432,17.35546875,10958.48,12109.0,0
4e050c92,1,881,3705,226158.5832490921,8.775311341601581,26.8935546875,12048.33,13112.0,2
4ed93db6,1,3719,4657,1383403.3791179657,17.495928726202926,24.6611328125,11373.78,12548.0,3
4f3eb9e9,1,2792,4697,1110747.2250423431,15.959997973590252,26.1845703125,11349.63,12572.0,3
4f4ac5ce,2,486,5162,78285.08116054535,5.313402631811573,16.4609375,11197.18,12308.0,0
4f4afcc6,4,1838,5645,310874.9469423294,8.364334124066804,15.40234375,11177.65,12203.0,3
516088b7,2,1166,6645,216479.28899860382,7.364789949726533,17.126953125,11463.26,12219.0,1
521a7819,1,624,5200,177155.63538837433,7.497720983525766,23.435546875,11225.79,12398.0,3
5254b6db,1,364,3274,74149.94851589203,5.966951260478094,20.1298828125,12042.06,13317.0,3
529e88ca,1,2177,3417,2557005.0100336075,27.42573106675806,47.828125,11004.46,11839.0,1
52f1e77a,1,3727,4442,3037208.0818099976,26.161599892915437,40.8017578125,12024.5,13167.0,2
5305524b,2,1514,4898,365652.9216823578,10.053707178690454,23.6591796875,10943.14,12085.0,0
543198e8,2,4326,6503,4786426.368116379,27.303657297683753,58.60546875,10978.35,11887.0,1
54753541,1,804,4026,955967.6331214905,16.048159435892742,49.794921875,10775.6,12121.0,2
54a7e3c2,2,2570,6155,680323.082277298,11.38810905021624,23.6953125,11158.45,12217.0,1
5542c301,1,457,3591,115688.23951625824,7.897020413308694,21.4970703125,10979.91,11965.0,0
5567d551,3,2935,6889,577606.3029413223,9.845602118110715,21.5244140625,11415.03,12538.0,1
55efee7f,2,1404,4801,1281473.3671474457,16.831239214196618,40.4990234375,11228.11,12207.0,1
5663b2b7,2,445,4972,84846.54736042023,5.30042982821756,17.3251953125,12055.54,13328.0,0
56b00794,2,1020,6065,182733.52821445465,6.969193588262143,17.259765625,10989.23,11915.0,1
57796579,2,643,5890,77556.41887283325,5.660665690643603,12.2587890625,11192.64,12159.0,1
577eec7c,2,1710,4539,326531.9043903351,9.992457620252942,18.77734375,10062.71,10942.0,1
57f05c51,3,3959,4771,5006072.050765991,32.47580564309604,83.13671875,12664.45,13461.0,3
58850d2c,1,885,4995,149771.33018398285,8.449932471393447,15.419921875,12526.59,13795.0,1
591cc951,2,1421,4609,265050.06963157654,8.44395678323897,16.6943359375,11212.45,12405.0,0
5a5269a9,3,1366,6513,281281.4117631912,7.93752776702155,18.828125,11404.87,12227.0,0
5a63b5d1,1,634,6217,128994.28360843658,6.21438574165983,16.5205078125,11512.32,12504.0,3
5aa403d0,2,2176,3118,1286389.2973337173,20.55714193575783,40.248046875,10960.64,11980.0,2
5aef5c6c,3,1070,3121,298394.77705192566,10.701671258391151,39.306640625,11323.1,12339.0,1
5b7b6324,2,398,6564,44790.49746990204,5.532364068132781,12.08984375,12518.5,13655.0,0
5bd25f59,2,873,4210,121808.65637016296,7.405207949121153,15.31640625,10803.98,11772.0,3
5cb483ac,1,416,3852,54119.4182138443,5.030506936271058,12.9072265625,11997.63,12923.0,1
5d11dfb5,4,1527,5895,308731.77286815643,8.547322409280508,21.0712890625,12220.12,13161.0,2
5def1ce5,3,2554,6443,628347.109202385,11.02518440080043,23.3310546875,11183.3,12163.0,3
5f4d2a52,2,4027,5225,10283517.285327911,44.47028200292595,74.427734375,10865.83,12391.0,1
5f6756c5,3,1176,5931,155653.10608673096,7.139629437962121,13.78125,12202.3,13535.0,3
5f75f796,5,3149,5562,1241708.197546959,15.45711457612388,38.1533203125,12769.39,13650.0,0
60e37807,1,1397,2699,2268723.7115364075,29.162537297880757,55.296875,11424.49,12699.0,1
61f27424,1,381,6220,45291.073013305664,4.632010141670873,11.48046875,12146.12,13171.0,3
62569ae3,1,953,3588,149409.97145557404,7.165345077103226,14.615234375,11952.04,13078.0,0
633774dc,7,2434,6233,334815.105009079,8.870961233818807,24.7060546875,11153.89,12122.0,1
63559d57,2,291,4069,38755.53891277313,6.630463375009866,13.85546875,12133.94,12877.0,0
65156b96,1,1009,3221,202408.1429386139,8.809581099849577,19.201171875,11031.26,11875.0,0
653612bc,2,2930,4605,462721.575548172,10.632710831252988,14.9775390625,11959.97,13019.0,3
65a5466a,2,2268,4683,719112.8849592209,12.987271315601358,25.125,10846.09,11835.0,1
6767c111,2,3595,6783,2078996.4305849075,17.89871243899443,50.4775390625,11039.61,11826.0,3
67847288,5,3502,7429,838413.4076538086,11.617776200855847,26.572265625,12541.94,13622.0,1
67a8da4a,1,475,4911,219231.27358436584,7.2066936559106685,26.10546875,12662.68,13860.0,0
684a6fc1,4,1228,9818,238265.88702106476,6.407524102047536,22.4794921875,10929.02,11952.0,3
698930d1,1,777,4741,297702.8001613617,8.730174513232656,22.4990234375,11032.97,12115.0,0
