episode_id,well,start_row_idx,end_row_idx_exclusive,start_suffix_offset,rows,suffix_rows,audit_start_row_idx,audit_start_suffix_offset,start_suffix_fraction,episode_suffix_fraction,rows_from_last_within5_to_episode_start,rows_from_episode_end_to_next_within5,pre128_error_slope_ft_per_row,pre128_error_start_ft,pre128_error_end_ft,mean_error_ft,rmse_ft,error_std_ft,error_slope_ft_per_row,error_sign_consistency,max_abs_error_ft,episode_sse,last_known_tvt,last_known_md,episode_start_md_since,episode_end_md_since,shard_index
4e050c92:000,4e050c92,4355,5236,2824,881,3705,4227,2696,0.7622132253711201,0.2377867746288799,201,,0.024974206192024985,6.88671875,10.0,15.51674566366345,16.022068465768847,3.9921525435491505,-0.0024082637536056756,1.0,26.8935546875,226158.5832490921,12048.33,13112.0,2825.0,3705.0,2
4ed93db6:000,4ed93db6,2777,6496,938,3719,4657,2649,810,0.20141722138715912,0.7985827786128409,553,,-0.001193803955927543,-9.2470703125,-9.96484375,-19.113225581473515,19.28685106812975,2.5820983706908143,9.173989034245231e-05,1.0,24.6611328125,1383403.3791179657,11373.78,12548.0,939.0,4657.0,3
4f3eb9e9:000,4f3eb9e9,3119,5911,1905,2792,4697,2991,1777,0.4055780285288482,0.5944219714711518,1463,,-0.010064393822209474,-8.337890625,-9.9658203125,-19.443482494627506,19.945728882642143,4.44781846987697,-0.004096781864417629,1.0,26.1845703125,1110747.2250423431,11349.63,12572.0,1906.0,4697.0,3
4f4ac5ce:000,4f4ac5ce,6250,6469,4513,219,5162,6122,4385,0.874273537388609,0.04242541650523053,230,90.0,0.02958509595026094,-11.5244140625,-9.95703125,-11.239565496575343,11.259841936054064,0.6754316198660059,0.005204593787845465,1.0,12.498046875,27765.70485305786,11197.18,12308.0,4514.0,4732.0,0
4f4ac5ce:001,4f4ac5ce,6627,6894,4890,267,5162,6499,4762,0.9473072452537776,0.05172413793103448,62,,-0.004082613213117732,-9.54296875,-9.982421875,-13.633920733848315,13.75540429137051,1.824103243293892,-0.016762517338476054,1.0,16.4609375,50519.37630748749,11197.18,12308.0,4891.0,5157.0,0
4f4afcc6:000,4f4afcc6,2396,2949,857,553,5645,2268,729,0.15181576616474757,0.09796279893711249,104,114.0,-0.048909258392786634,-4.5654296875,-9.9951171875,-13.249690961234178,13.32807768278665,1.443379420036514,-0.0002174719037534596,1.0,15.05859375,98233.62305927277,11177.65,12203.0,858.0,1410.0,3
4f4afcc6:001,4f4afcc6,5099,5264,3560,165,5645,4971,3432,0.6306465899025686,0.029229406554472984,147,240.0,0.038418353335190725,5.3046875,9.986328125,10.878758285984848,10.891589896778896,0.5285344215205939,0.005110260540499025,1.0,11.6962890625,19573.410529136658,11177.65,12203.0,3561.0,3725.0,3
4f4afcc6:002,4f4afcc6,6025,6193,4486,168,5645,5897,4358,0.7946855624446413,0.029760850310008857,191,,0.0217571751011791,7.3154296875,9.9677734375,10.756115141369047,10.761114032909486,0.32796691127762206,-7.713944601287703e-05,1.0,11.453125,19454.664638519287,11177.65,12203.0,4487.0,4654.0,3
4f4afcc6:003,4f4afcc6,6232,7184,4693,952,5645,6104,4565,0.8313551815766165,0.16864481842338352,398,,-0.012477406039165502,11.091796875,9.9443359375,13.454008214613971,13.504327376597788,1.1646977528218476,0.0034552374588431196,1.0,15.40234375,173613.2487154007,11177.65,12203.0,4694.0,5645.0,3
516088b7:000,516088b7,4072,4587,2417,515,6645,3944,2289,0.363732129420617,0.07750188111361926,221,139.0,-0.028581282219767155,-6.0107421875,-9.974609375,-14.64332713895631,14.770935670531223,1.937397967501064,0.003927452310690154,1.0,17.126953125,112362.97840023041,11463.26,12219.0,2418.0,2932.0,1
516088b7:001,516088b7,6914,7565,5259,651,6645,6786,5131,0.7914221218961626,0.09796839729119639,266,,-0.002787130565744598,9.232421875,9.951171875,12.494038618471583,12.646457558699343,1.9575208259746448,0.004221820687321535,1.0,15.7607421875,104116.31059837341,11463.26,12219.0,5260.0,5910.0,1
521a7819:000,521a7819,6600,7224,4576,624,5200,6472,4448,0.88,0.12,185,,-0.044639236737991556,-6.1630859375,-9.728515625,-16.606421837439903,16.849429125057725,2.85131822098877,-0.01219854589976386,1.0,23.435546875,177155.63538837433,11225.79,12398.0,4577.0,5200.0,3
5254b6db:000,5254b6db,2131,2495,290,364,3274,2003,162,0.0885766646304215,0.11117898594990837,158,104.0,-0.03353820085481854,-5.6748046875,-9.96875,-13.954517406421703,14.272653914704657,2.996680450566567,-0.01962267269914861,1.0,20.1298828125,74149.94851589203,12042.06,13317.0,291.0,654.0,3
529e88ca:000,529e88ca,3076,5253,1240,2177,3417,2948,1112,0.3628914252268071,0.6371085747731928,118,,-0.03465540351022449,-4.640625,-9.9296875,-33.64945264053169,34.271773186026905,6.501444017069395,-0.006784063317596056,1.0,47.828125,2557005.0100336075,11004.46,11839.0,1241.0,3417.0,1
52f1e77a:000,52f1e77a,2326,6053,715,3727,4442,2198,587,0.16096352994146781,0.8390364700585322,5,,0.008701882592008962,-1.525390625,9.8037109375,26.344681756439496,28.546809509871956,10.99445661889845,0.00394553230534098,1.0,40.8017578125,3037208.0818099976,12024.5,13167.0,716.0,4442.0,2
5305524b:000,5305524b,4580,4952,3021,372,4898,4452,2893,0.6167823601469987,0.0759493670886076,28,,-0.031270883389388965,-2.9912109375,-9.91796875,-15.25631352906586,15.446295968813097,2.4151514774468565,0.009706737562328477,1.0,18.7978515625,88754.75800609589,10943.14,12085.0,3022.0,3393.0,0
5305524b:001,5305524b,5315,6457,3756,1142,4898,5187,3628,0.7668436096365864,0.23315639036341365,763,,0.027736242602016,-9.251953125,-9.8916015625,-15.273573466232486,15.571375791006643,3.030791579166516,-0.0052438428094971545,1.0,23.6591796875,276898.1636762619,10943.14,12085.0,3757.0,4898.0,0
543198e8:000,543198e8,2731,5783,923,3052,6503,2603,795,0.14193449177302783,0.46932185145317545,249,124.0,-0.01695065095821507,-8.5703125,-9.966796875,-34.198126356692335,36.133728769517184,11.667669367990298,0.0023649486948765165,1.0,58.60546875,3984832.6748161316,10978.35,11887.0,924.0,3975.0,1
543198e8:001,543198e8,6356,7630,4548,1274,6503,6228,4420,0.6993695217591881,0.19590958019375673,215,47.0,-0.02193290683904905,-6.32421875,-9.9990234375,-24.312811212225274,25.08374815976945,6.17103173719194,-0.0056304315150134,1.0,32.5263671875,801593.6933002472,10978.35,11887.0,4549.0,5822.0,1
54753541:000,54753541,4875,5679,3222,804,4026,4747,3094,0.8002980625931445,0.19970193740685543,101,,-0.053251209548925045,-5.1220703125,-9.95703125,-31.611099774564675,34.4820891051656,13.775080402636394,-0.0574712613025431,1.0,49.794921875,955967.6331214905,10775.6,12121.0,3223.0,4026.0,2
54a7e3c2:000,54a7e3c2,4755,4906,3017,151,6155,4627,2889,0.4901705930138099,0.02453290008123477,241,,0.021306938837788694,8.0859375,9.986328125,11.464151748758278,11.50687489218047,0.9906535548494149,0.00029976962791913636,1.0,12.958984375,19993.633637428284,11158.45,12217.0,3018.0,3168.0,1
54a7e3c2:001,54a7e3c2,5474,7893,3736,2419,6155,5346,3608,0.6069861900893583,0.3930138099106418,960,,-0.03602814966888791,11.8740234375,9.990234375,16.354272571956386,16.52199166611206,2.3481859503095945,0.0022321769758788506,1.0,23.6953125,660329.4486398697,11158.45,12217.0,3737.0,6155.0,1
5542c301:000,5542c301,3805,4262,1963,457,3591,3677,1835,0.5466443887496519,0.12726260094681147,226,446.0,-0.02867175362263379,-6.7412109375,-9.9736328125,-15.481697466493435,15.91059811637188,3.669356343647631,-0.01934132905488225,1.0,21.4970703125,115688.23951625824,10979.91,11965.0,1964.0,2420.0,0
5567d551:000,5567d551,3213,3987,1712,774,6889,3085,1584,0.2485121207722456,0.11235302656408767,110,296.0,-0.04483381773259391,-4.3330078125,-9.9638671875,-12.299649497335272,12.366941585566433,1.2883580338991951,0.0009744168107639782,1.0,15.3046875,118376.52299594879,11415.03,12538.0,1713.0,2486.0,1
5567d551:001,5567d551,5159,5650,3658,491,6889,5031,3530,0.5309914356220061,0.07127304398316156,295,24.0,0.0008524971727791385,-9.2431640625,-9.94921875,-13.127396655422608,13.212342545909374,1.495811686558953,-0.006500297631983722,1.0,15.8916015625,85711.90381526947,11415.03,12538.0,3659.0,4149.0,1
5567d551:002,5567d551,6720,8390,5219,1670,6889,6592,5091,0.7575845550878212,0.24241544491217884,155,,-0.027400297770197195,-6.1943359375,-9.9736328125,-14.799311728106288,14.955380265319295,2.154941125561793,-0.0007943573363328118,1.0,21.5244140625,373517.87613010406,11415.03,12538.0,5220.0,6889.0,1
55efee7f:000,55efee7f,3852,4039,2076,187,4801,3724,1948,0.43240991460112477,0.03895021870443657,385,172.0,0.0001979646960406748,8.623046875,9.97265625,14.11428914605615,14.380002870766166,2.7516039803657715,0.03598740107169794,1.0,18.8564453125,38668.69823932648,11228.11,12207.0,2077.0,2263.0,1
55efee7f:001,55efee7f,5360,6577,3584,1217,4801,5232,3456,0.7465111435117684,0.2534888564882316,165,,-0.027449821076797404,-6.396484375,-9.9755859375,-30.52803464590181,31.956274935145096,9.446830600217282,-0.024788918739594944,1.0,40.4990234375,1242804.6689081192,11228.11,12207.0,3585.0,4801.0,1
5663b2b7:000,5663b2b7,3182,3489,1247,307,4972,3054,1119,0.250804505229284,0.06174577634754626,11,66.0,-0.012763953300606002,7.4775390625,9.6103515625,13.76653794279316,13.955112553614454,2.2863944221599204,0.004648533780091102,1.0,17.3251953125,59786.76607990265,12055.54,13328.0,1248.0,1554.0,0
5663b2b7:001,5663b2b7,6769,6907,4834,138,4972,6641,4706,0.9722445695897023,0.02775543041029767,117,,0.0388004629194158,1.630859375,9.9140625,13.39155910326087,13.47563052234533,1.5029180811461396,0.009896973725367532,1.0,15.435546875,25059.781280517578,12055.54,13328.0,4835.0,4972.0,0
56b00794:000,56b00794,3165,3573,1937,408,6065,3037,1809,0.3193734542456719,0.06727122835943941,215,389.0,0.02520559995826228,7.7568359375,9.826171875,15.006639667585784,15.140464974846429,2.0085929258543924,-0.009829181583884477,1.0,17.259765625,93527.341299057,10989.23,11915.0,1938.0,2345.0,1
56b00794:001,56b00794,5345,5957,4117,612,6065,5217,3989,0.6788128606760099,0.1009068425391591,219,116.0,-0.004813861550046638,-8.7177734375,-9.9521484375,-12.051019007863562,12.073182816714619,0.7312210321949659,-0.00066144381952656,1.0,13.0341796875,89206.18691539764,10989.23,11915.0,4118.0,4729.0,1
57796579:000,57796579,2380,2728,648,348,5890,2252,520,0.1100169779286927,0.05908319185059423,72,553.0,-0.07596871879506387,-0.9619140625,-9.96875,-10.97631555316092,10.985657609946527,0.45295695205363057,0.0034728270456297248,1.0,11.98046875,41998.266246795654,11192.64,12159.0,649.0,996.0,1
57796579:001,57796579,2890,3185,1158,295,5890,2762,1030,0.1966044142614601,0.0500848896434635,582,96.0,-0.0017940547086013321,-9.8876953125,-9.9853515625,-10.96793564618644,10.978893869454136,0.490406217181678,-0.0007853272650677307,1.0,11.6005859375,35558.1526260376,11192.64,12159.0,1159.0,1453.0,1
577eec7c:000,577eec7c,2183,2892,637,709,4539,2055,509,0.14033928178012778,0.15620180656532276,61,994.0,-0.06295436041146882,-4.6875,-9.9443359375,-12.232702860543018,12.289737514176668,1.182636416242956,0.004678856010907067,1.0,14.9306640625,107085.69255065918,10062.71,10942.0,638.0,1346.0,1
577eec7c:001,577eec7c,5084,6085,3538,1001,4539,4956,3410,0.779466842916942,0.22053315708305793,249,,0.027856278781859437,6.822265625,9.9677734375,14.585631165709291,14.806315708332747,2.546831041257138,0.007602513609612693,1.0,18.77734375,219446.2118396759,10062.71,10942.0,3539.0,4539.0,1
57f05c51:000,57f05c51,2045,3662,338,1617,4771,1917,210,0.07084468664850137,0.33892265772374763,164,604.0,0.02739515096751396,6.2529296875,9.9580078125,14.344739849064625,14.693030022016368,3.180183939732364,-0.004159550612254555,1.0,25.2490234375,349086.2571954727,12664.45,13461.0,339.0,1955.0,3
57f05c51:001,57f05c51,3771,4222,2064,451,4771,3643,1936,0.4326137078180675,0.094529448752882,1890,44.0,-0.008181412869201782,10.23828125,9.9736328125,12.549806852827052,12.60693103930707,1.1987736177357435,0.0047881026277642605,1.0,14.7216796875,71679.55431365967,12664.45,13461.0,2065.0,2515.0,3
57f05c51:002,57f05c51,4587,6478,2880,1891,4771,4459,2752,0.6036470341647453,0.39635296583525464,42,,0.08287139987578826,-1.380859375,9.9501953125,46.40088071374273,49.24230895962029,16.485243724729052,0.029316558656731814,1.0,83.13671875,4585306.239256859,12664.45,13461.0,2881.0,4771.0,3
58850d2c:000,58850d2c,3306,4191,1383,885,4995,3178,1255,0.2768768768768769,0.17717717717717718,330,638.0,0.021845824725897273,7.1875,9.96875,12.943144200211865,13.00896388844354,1.3069658233290016,0.0004311431305038695,1.0,15.419921875,149771.33018398285,12526.59,13795.0,1384.0,2268.0,1
591cc951:000,591cc951,4470,5509,2410,1039,4609,4342,2282,0.522889997830332,0.22542850943805598,886,532.0,-0.003434859315808975,9.0166015625,9.8544921875,13.77250229337103,13.835340177438287,1.3171250527295522,-0.0003823965582995177,1.0,16.6943359375,198881.8867006302,11212.45,12405.0,2411.0,3449.0,0
591cc951:001,591cc951,5516,5898,3456,382,4609,5388,3328,0.7498372748969407,0.0828813191581688,1932,143.0,-0.036159932405995354,14.2431640625,9.9580078125,13.063397312663612,13.161122237966136,1.6008713921423812,-0.0004418435476446141,1.0,15.8115234375,66168.18293094635,11212.45,12405.0,3457.0,3838.0,0
5a5269a9:000,5a5269a9,5011,5150,3471,139,6513,4883,3343,0.5329341317365269,0.021341931521572242,184,761.0,-0.006614675279109824,10.5458984375,9.962890625,12.15003934352518,12.20106855496014,1.114727694832826,0.010028012624838017,1.0,13.4072265625,20692.384269714355,11404.87,12227.0,3472.0,3610.0,0
5a5269a9:001,5a5269a9,5199,5697,3659,498,6513,5071,3531,0.5617994779671427,0.07646245969599264,372,214.0,-0.04655735397967548,13.0078125,9.96875,13.365142209462851,13.491213429697455,1.8400580225860919,-0.005181874885485862,1.0,15.8955078125,90642.3942232132,11404.87,12227.0,3660.0,4157.0,0
5a5269a9:002,5a5269a9,6629,7358,5089,729,6513,6501,4961,0.7813603562106556,0.11192998618148318,134,,0.030582170219260723,5.212890625,9.9326171875,15.120383766289438,15.268364474674431,2.1206009741653613,-0.0029607609908694384,1.0,18.828125,169946.63327026367,11404.87,12227.0,5090.0,5818.0,0
5a63b5d1:000,5a63b5d1,7122,7756,5287,634,6217,6994,5159,0.8504101656747628,0.10197844619591442,186,179.0,-0.02436700921162562,-6.9404296875,-9.9677734375,-14.163558815555994,14.26397613413815,1.6895611363750198,0.002215971466824291,1.0,16.5205078125,128994.28360843658,11512.32,12504.0,5288.0,5921.0,3
5aa403d0:000,5aa403d0,2489,2692,905,203,3118,2361,777,0.29025016035920465,0.0651058370750481,257,,0.011844041953918982,-8.4375,-9.990234375,-12.966666987376847,13.124946846296188,2.0321852663012043,-0.006727648782925598,1.0,16.83984375,34969.63863277435,10960.64,11980.0,906.0,1108.0,2
5aa403d0:001,5aa403d0,2729,4702,1145,1973,3118,2601,1017,0.36722257857601026,0.6327774214239897,497,,0.06785710908798612,-15.5458984375,-9.9814453125,-24.79211444342372,25.184767384498997,4.4298498434490226,-0.002440174859655501,1.0,40.248046875,1251419.658700943,10960.64,11980.0,1146.0,3118.0,2
5aef5c6c:000,5aef5c6c,2407,2697,675,290,3121,2279,547,0.2162768343479654,0.09291893623838514,142,58.0,0.030292194550169668,5.626953125,9.9814453125,14.137109375,14.527024648715587,3.3431397912258087,0.033039700093301365,1.0,22.6015625,61199.98909187317,11323.1,12339.0,676.0,965.0,1
5aef5c6c:001,5aef5c6c,3354,3717,1622,363,3121,3226,1494,0.5197052226850368,0.11630887536046139,265,135.0,0.0015719486579552737,-9.744140625,-9.9794921875,-11.995324337121213,12.032581563581747,0.946157033221706,-0.0022799076610073754,1.0,13.361328125,52556.23592758179,11323.1,12339.0,1623.0,1985.0,1
5aef5c6c:002,5aef5c6c,4436,4853,2704,417,3121,4308,2576,0.8663889778917013,0.13361102210829862,118,,0.03835133872305467,4.6103515625,9.9228515625,19.641276041666668,21.042297931455604,7.549740239981226,0.05517039550508448,1.0,39.306640625,184638.5520324707,11323.1,12339.0,2705.0,3121.0,1
5b7b6324:000,5b7b6324,2309,2511,676,202,6564,2181,548,0.10298598415600244,0.030773918342474102,142,1394.0,-0.02475573252112279,-6.0595703125,-9.990234375,-10.576650487314357,10.579630581654822,0.2510930374959603,-0.0007024754374769329,1.0,10.9462890625,22609.573815345764,12518.5,13655.0,677.0,878.0,0
5b7b6324:001,5b7b6324,3417,3613,1784,196,6564,3289,1656,0.27178549664838514,0.029859841560024376,1250,292.0,-0.0060372749891632145,-9.1318359375,-9.998046875,-10.634177694515307,10.638043891118741,0.28677969042781887,-0.0021123256445784093,1.0,10.953125,22180.923654556274,12518.5,13655.0,1785.0,1980.0,0
5bd25f59:000,5bd25f59,3356,3746,1446,390,4210,3228,1318,0.3434679334916865,0.09263657957244656,415,240.0,0.011590529789179809,8.541015625,9.98828125,11.124291366185897,11.132586908152618,0.4296892688594655,0.0006676682139150766,1.0,11.7275390625,48334.45159435272,10803.98,11772.0,1447.0,1836.0,3
5bd25f59:001,5bd25f59,5637,6120,3727,483,4210,5509,3599,0.8852731591448931,0.11472684085510688,138,,0.018391129822548525,5.599609375,9.9931640625,12.247866928700828,12.33371423303685,1.45267425083959,0.010168969675388308,1.0,15.31640625,73474.20477581024,10803.98,11772.0,3728.0,4210.0,3
5cb483ac:000,5cb483ac,2480,2896,1126,416,3852,2352,998,0.29231568016614745,0.10799584631360332,145,114.0,0.031932040767952585,5.732421875,9.9775390625,11.386927678034855,11.405908789822103,0.6577487186949376,-0.0005004995131414561,1.0,12.9072265625,54119.4182138443,11997.63,12923.0,1127.0,1542.0,1
5d11dfb5:000,5d11dfb5,2873,3229,1125,356,5895,2745,997,0.19083969465648856,0.06039016115351993,520,316.0,-0.01210495020264432,-8.9609375,-9.9921875,-11.266766151685394,11.27888905576386,0.5227990201464611,-0.0028420312751425937,1.0,12.091796875,45287.948446273804,12220.12,13161.0,1126.0,1481.0,2
5d11dfb5:001,5d11dfb5,5041,5237,3293,196,5895,4913,3165,0.5586089906700594,0.03324851569126378,88,958.0,-0.053214455454193656,-3.328125,-9.955078125,-13.58570332429847,13.735002124534521,2.0196406970333483,-0.015209336232906868,1.0,16.501953125,36975.455538749695,12220.12,13161.0,3294.0,3489.0,2
5d11dfb5:002,5d11dfb5,5598,6092,3850,494,5895,5470,3722,0.6530958439355385,0.08379983036471586,645,103.0,0.0037416752562202437,-9.9169921875,-9.9443359375,-16.220329500885626,16.469049065341874,2.851401059012476,0.0016698982218517225,1.0,21.0712890625,133987.4110956192,12220.12,13161.0,3851.0,4344.0,2
5d11dfb5:003,5d11dfb5,7162,7643,5414,481,5895,7034,5286,0.9184054283290924,0.08159457167090754,68,,0.07240836075910433,0.8115234375,9.9365234375,13.834018889682952,13.86607743770186,0.9423507140336966,0.0018930648603763555,1.0,15.9189453125,92480.95778751373,12220.12,13161.0,5415.0,5895.0,2
5def1ce5:000,5def1ce5,2426,2641,872,215,6443,2298,744,0.13534067980754308,0.0333695483470433,60,2021.0,-0.0670006023267974,-0.6708984375,-9.9912109375,-13.142550872093024,13.206207034092845,1.295091039954421,0.011821279747080948,1.0,14.6435546875,37496.83940887451,11183.3,12163.0,873.0,1087.0,3
5def1ce5:001,5def1ce5,2811,4546,1257,1735,6443,2683,1129,0.1950954524289927,0.26928449480055877,445,116.0,-0.004262273509387589,-7.390625,-9.9765625,-16.567046222082134,16.65499114220404,1.7093008577453987,-0.0009909487248078146,1.0,23.3310546875,481269.44645786285,11183.3,12163.0,1258.0,2992.0,3
5def1ce5:002,5def1ce5,5690,6294,4136,604,6443,5562,4008,0.6419369858761447,0.09374514977494956,60,164.0,-0.06096717207188616,-2.2158203125,-9.9970703125,-13.43047651076159,13.469417366690069,1.0234768644054577,8.529546378650787e-05,1.0,15.1923828125,109580.82333564758,11183.3,12163.0,4137.0,4740.0,3
5f4d2a52:000,5f4d2a52,3042,3635,1155,593,5225,2914,1027,0.22105263157894736,0.11349282296650717,489,,-0.0075291827623932776,-9.310546875,-9.966796875,-13.671120757799326,14.16022676584829,3.6895093557158423,-0.01718530693020674,1.0,25.3505859375,118903.62908172607,10865.83,12391.0,1156.0,1748.0,1
5f4d2a52:001,5f4d2a52,3678,7112,1791,3434,5225,3550,1663,0.3427751196172249,0.6572248803827752,1125,,0.1323261243522964,-24.8720703125,-9.998046875,-52.14404268436954,54.405811532883114,15.52388936710916,-0.012317767036799371,1.0,74.427734375,10164613.656246185,10865.83,12391.0,1792.0,5225.0,1
5f6756c5:000,5f6756c5,3493,3704,1360,211,5931,3365,1232,0.229303658742202,0.03557578823132693,888,2359.0,-0.010184723386570683,-8.2509765625,-9.994140625,-10.353747037914692,10.35558708241822,0.19520782878724544,0.0016415197134362106,1.0,10.7509765625,22627.256786346436,12202.3,13535.0,1361.0,1571.0,3
5f6756c5:001,5f6756c5,3802,3992,1669,190,5931,3674,1541,0.2814027988534817,0.032035069971337045,1197,2071.0,0.0019920026398124197,-10.1826171875,-9.99609375,-10.180432771381579,10.180965535686456,0.10415289825717232,0.0004810467417999624,1.0,10.359375,19693.891255378723,12202.3,13535.0,1670.0,1859.0,3
5f6756c5:002,5f6756c5,4640,5415,2507,775,5931,4512,2379,0.4226943179902209,0.1306693643567695,2035,648.0,-0.005552430529228564,-9.3115234375,-9.9853515625,-12.020407006048387,12.092757525651502,1.320833064071263,-0.003757829256766511,1.0,13.78125,113331.9580450058,12202.3,13535.0,2508.0,3282.0,3
5f75f796:000,5f75f796,3557,3685,1795,128,5562,3429,1667,0.32272563825961886,0.023013304566702624,430,133.0,-0.03316684870291184,-5.3349609375,-9.93359375,-12.363502502441406,12.429921223237077,1.2832565947637367,-0.009549193844169166,1.0,14.146484375,19776.37652683258,12769.39,13650.0,1796.0,1923.0,0
5f75f796:001,5f75f796,4038,4371,2276,333,5562,3910,2148,0.40920532182668107,0.059870550161812294,123,1187.0,-0.012123629016942581,-4.5029296875,-9.626953125,-13.055209506381381,13.093113287931875,0.9955502574493333,0.00027729889811308676,1.0,14.3291015625,57086.06198501587,12769.39,13650.0,2277.0,2609.0,0
5f75f796:002,5f75f796,4402,4915,2640,513,5562,4274,2512,0.4746494066882416,0.09223300970873786,487,643.0,0.04451561567875475,-14.1416015625,-9.923828125,-14.431040981359649,14.554576626314654,1.8922888166406306,0.004630131404342962,1.0,16.583984375,108671.71449565887,12769.39,13650.0,2641.0,3153.0,0
5f75f796:003,5f75f796,4995,5525,3233,530,5562,4867,3105,0.5812657317511687,0.09528946422150306,1080,33.0,0.018388584362589555,-12.0751953125,-9.994140625,-11.928633549528302,12.0188364389723,1.4697384079611537,-0.008284336887026204,1.0,15.095703125,76559.78755378723,12769.39,13650.0,3234.0,3763.0,0
5f75f796:004,5f75f796,5679,7324,3917,1645,5562,5551,3789,0.7042430780294858,0.29575692197051423,92,,-0.04378487866912825,-5.748046875,-10.0,-23.621792481952887,24.40307740055391,6.125447457694759,-0.0099310493148355,1.0,38.1533203125,979614.2569856644,12769.39,13650.0,3918.0,5562.0,0
60e37807:000,60e37807,3244,4641,1302,1397,2699,3116,1174,0.482400889218229,0.517599110781771,470,,-0.023214089086784413,-6.4970703125,-9.9833984375,-37.29622209421976,40.29884527171528,15.263968937739715,-0.032251897608087374,1.0,55.296875,2268723.7115364075,11424.49,12699.0,1303.0,2699.0,1
61f27424:000,61f27424,6337,6718,4216,381,6220,6209,4088,0.6778135048231512,0.0612540192926045,762,128.0,0.00976573676553058,8.8896484375,10.0,10.896074270013123,10.902944895027415,0.38700502110741214,0.0028892678903864972,1.0,11.48046875,45291.073013305664,12146.12,13171.0,4217.0,4597.0,3
62569ae3:000,62569ae3,4221,5174,2567,953,3588,4093,2439,0.7154403567447045,0.26560758082497216,295,,0.014349324998783991,8.173828125,9.9853515625,12.472167456387723,12.521124708339007,1.1061658562804126,0.0014638293019368501,1.0,14.615234375,149409.97145557404,11952.04,13078.0,2568.0,3520.0,0
633774dc:000,633774dc,4163,4453,2424,290,6233,4035,2296,0.3888978020214985,0.04652655222204396,435,,0.004560083942172335,-10.0263671875,-10.0,-10.86338900862069,10.874941967458934,0.5011407416871685,-0.00206374162855477,1.0,12.2177734375,34296.66521072388,11153.89,12122.0,2425.0,2714.0,1
633774dc:001,633774dc,4905,5164,3166,259,6233,4777,3038,0.507941601155142,0.041553024225894436,1177,,0.0018575459123858383,-10.2041015625,-9.9853515625,-10.209881756756756,10.210520891801695,0.11424270201833993,-0.00034735585017198385,1.0,10.482421875,27001.976852416992,11153.89,12122.0,3167.0,3425.0,1
633774dc:002,633774dc,5282,5769,3543,487,6233,5154,3415,0.5684261190437991,0.07813252045563934,1554,,0.0015340685255032847,-10.099609375,-9.9951171875,-10.74244016298768,10.749247987221,0.3825070396789805,-0.001266907242564416,1.0,11.4951171875,56271.0638256073,11153.89,12122.0,3544.0,4030.0,1
633774dc:003,633774dc,5854,6075,4115,221,6233,5726,3987,0.6601957323921065,0.03545644152093695,2126,,0.005186267092079061,-10.630859375,-9.9912109375,-10.728405154128959,10.733207898030482,0.3210523807778403,0.0018223057745116566,1.0,11.3466796875,25459.58714389801,11153.89,12122.0,4116.0,4336.0,1
633774dc:004,633774dc,6151,6779,4412,628,6233,6023,4284,0.7078453393229585,0.10075405101877105,2423,,0.007158498409531794,-10.6494140625,-9.998046875,-11.218697128781848,11.22446526389623,0.3597988230595028,9.908344170526563e-05,1.0,11.7724609375,79120.8536491394,11153.89,12122.0,4413.0,5040.0,1
633774dc:005,633774dc,6945,7260,5206,315,6233,6817,5078,0.8352318305791754,0.05053746189635809,3217,,-0.00695995812100863,-8.6982421875,-9.9921875,-10.428648933531745,10.431788317702884,0.2559080430731918,-0.0022950739104498526,1.0,10.908203125,34278.99536418915,11153.89,12122.0,5207.0,5521.0,1
633774dc:006,633774dc,7738,7972,5999,234,6233,7610,5871,0.9624578854484197,0.0375421145515803,4010,,-0.011013836416214121,-7.5908203125,-9.94921875,-17.892503004807693,18.302533914886588,3.852412741194979,-0.05597527407197329,1.0,24.7060546875,78385.96296310425,11153.89,12122.0,6000.0,6233.0,1
63559d57:000,63559d57,2354,2492,613,138,4069,2226,485,0.1506512656672401,0.03391496682231507,70,519.0,0.04030491916759179,4.4736328125,9.9677734375,11.356997282608695,11.36764557574375,0.49191326323361617,-0.002907130123416341,1.0,11.8505859375,17832.82449913025,12133.94,12877.0,614.0,751.0,0
63559d57:001,63559d57,2639,2792,898,153,4069,2511,770,0.22069304497419515,0.03760137625952322,355,219.0,0.005783097819517087,9.529296875,9.990234375,11.640261182598039,11.694005618667651,1.1198602637525397,0.005238227168857973,1.0,13.3603515625,20922.714413642883,12133.94,12877.0,899.0,1051.0,0
65156b96:000,65156b96,2095,3104,270,1009,3221,1967,142,0.0838248990996585,0.31325675256131635,25,155.0,0.07536054666041019,-2.2080078125,9.9580078125,14.000646525024777,14.163428909425946,2.1411714909540205,-0.00017164823747181225,1.0,19.201171875,202408.1429386139,11031.26,11875.0,271.0,1279.0,0
653612bc:000,653612bc,1844,2648,503,804,4605,1716,375,0.10922909880564603,0.1745928338762215,34,52.0,-0.0025861146707190762,-5.265625,-9.9404296875,-12.71719284437189,12.749585185114428,0.9082557742980164,0.0017944005449877342,1.0,14.7626953125,130691.7456035614,11959.97,13019.0,504.0,1307.0,3
