episode_id,well,start_row_idx,end_row_idx_exclusive,start_suffix_offset,rows,suffix_rows,audit_start_row_idx,audit_start_suffix_offset,start_suffix_fraction,episode_suffix_fraction,rows_from_last_within5_to_episode_start,rows_from_episode_end_to_next_within5,pre128_error_slope_ft_per_row,pre128_error_start_ft,pre128_error_end_ft,mean_error_ft,rmse_ft,error_std_ft,error_slope_ft_per_row,error_sign_consistency,max_abs_error_ft,episode_sse,last_known_tvt,last_known_md,episode_start_md_since,episode_end_md_since,shard_index
0849b4e2:000,0849b4e2,6618,7436,4719,818,5537,6490,4591,0.8522665703449521,0.14773342965504785,1039,,0.003959562158086889,9.3095703125,9.9892578125,14.200293207518337,14.291868516223417,1.6152951759745713,0.001389749480169746,1.0,20.98046875,167082.63965034485,11944.08,12980.0,4720.0,5537.0,0
08fecf00:000,08fecf00,2676,2930,845,254,5574,2548,717,0.1515966989594546,0.04556871187656979,509,40.0,0.0010034449042428699,-9.0888671875,-9.998046875,-11.526632474163385,11.542204392336599,0.5993546863388195,-0.004844289710939775,1.0,12.396484375,33838.51048755646,12148.1,12984.0,846.0,1099.0,3
08fecf00:001,08fecf00,3988,4167,2157,179,5574,3860,2029,0.38697524219590956,0.032113383566559024,817,129.0,0.0008107751002134453,9.923828125,9.998046875,10.499661749301676,10.502888305338733,0.26031885193430987,0.0013840326054547737,1.0,10.9453125,19745.608633041382,12148.1,12984.0,2158.0,2336.0,3
08fecf00:002,08fecf00,5149,5959,3318,810,5574,5021,3190,0.5952637244348762,0.14531754574811626,200,791.0,-0.034213200394344556,-6.4453125,-9.9775390625,-13.0452823591821,13.15336076325489,1.6827083934970917,0.0006030917116526793,1.0,15.7919921875,140138.8284883499,12148.1,12984.0,3319.0,4128.0,3
08fecf00:003,08fecf00,5981,6127,4150,146,5574,5853,4022,0.7445281664872623,0.026193039110154286,1032,623.0,0.026203842177056628,-12.9560546875,-9.994140625,-12.723532480736301,12.79181299254557,1.3199245614450785,-0.024797355726359983,1.0,14.2333984375,23890.050026893616,12148.1,12984.0,4151.0,4296.0,3
09053135:000,09053135,2724,2981,916,257,5907,2596,788,0.15507025562891485,0.04350770272557982,138,563.0,-0.011059861461707163,-6.93359375,-9.95703125,-11.934357520671206,11.982761276597678,1.075954636928274,0.0028655442508914637,1.0,13.599609375,36901.74792766571,11461.63,12789.0,917.0,1173.0,0
09053135:001,09053135,4078,5113,2270,1035,5907,3950,2142,0.38428982563060776,0.17521584560690706,84,121.0,-0.07270944592193508,-2.466796875,-9.9716796875,-13.069865262681159,13.184612108414344,1.735689622226991,0.0006721634440832521,1.0,16.509765625,179918.18632507324,11461.63,12789.0,2271.0,3305.0,0
09ec2ca9:000,09ec2ca9,3655,5884,1716,2229,5885,3527,1588,0.29158878504672897,0.3787595581988105,1483,578.0,-0.01855539441698092,-7.6708984375,-9.9931640625,-14.249172835352176,14.334950376832108,1.565846676562113,-7.541578511871229e-06,1.0,16.66796875,458038.9983406067,11053.11,12408.0,1717.0,3945.0,3
0a57a29c:000,0a57a29c,3983,7194,2610,3211,5821,3855,2482,0.4483765676000687,0.5516234323999313,1144,,0.00041597733412922314,-9.1123046875,-9.9638671875,-18.223522413189038,18.54065229131887,3.4145304572641493,-0.0003996851881419505,1.0,27.0400390625,1103799.8333015442,11195.4,12084.0,2611.0,5821.0,1
0c1b160c:000,0c1b160c,2846,3238,1186,392,5054,2718,1058,0.23466561139691333,0.07756232686980609,332,14.0,0.02362487211787991,6.2783203125,9.9345703125,15.25729681521046,15.4156833546464,2.204129574977593,0.014932755904230677,1.0,21.2216796875,93156.17096996307,11159.32,12101.0,1187.0,1578.0,0
0c1b160c:001,0c1b160c,4162,6714,2502,2552,5054,4034,2374,0.4950534230312624,0.5049465769687377,394,,0.013246825098925906,7.625,9.9892578125,19.08294888200431,19.372053476905766,3.334294210010147,0.0015728693960690738,1.0,30.689453125,957705.5154876709,11159.32,12101.0,2503.0,5054.0,0
