model,feature,importance
lgb1,ll_learned_error_margin_top2_top1,110.8
lgb1,bw50_ASTNL,110.2
lgb1,bw_mid_EGFDL,107.6
lgb1,ll_candidate_tvt_hyb_minus_likpf_mean_tvt,106.6
lgb1,bw_BUDA,104.0
lgb1,grwr_dwt_detail_energy_w129,103.4
lgb1,bww_EGFDL,103.2
lgb1,bw_mid_EGFDU,101.8
lgb1,bw_EGFDL,97.0
lgb1,ll_learned_prob_margin_top1_top2,95.4
lgb1,tdbc-20,91.0
lgb1,grm51,90.4
lgb1,grwr_raw_rolling_corr_w129,89.2
lgb1,grwr_dwt_detail_absmean_w129,89.0
lgb1,tdbc-40,86.8
lgb1,ll_learned_prob_likpf_rank,86.4
lgb1,bw_mid_BUDA,83.2
lgb1,nsel_error_margin,79.2
lgb1,tda-80,78.8
lgb1,grs101,77.4
lgb1,bw50_EGFDL,76.0
lgb1,tda-20,72.8
lgb1,bww_BUDA,72.0
lgb1,tdbc20,67.8
lgb1,bw50_BUDA,65.2
lgb1,grwr_raw_savgol_corr_w129,64.6
lgb1,tdpf15,64.2
lgb1,ll_learned_prob_entropy,61.4
lgb1,grwr_raw_dwt_corr_w129,60.0
lgb1,tdbc10,53.2
lgb1,grwr_raw_minus_dwt_absmean_w129,52.2
lgb1,tda20,51.4
lgb1,ll_learned_error_likpf_rank,51.2
lgb1,nsel_top1_is_likpf_mean,50.6
lgb1,tdpf-30,50.6
lgb1,tda10,49.0
lgb1,tda5,48.6
lgb1,tda-10,47.8
lgb1,nsel_error_ratio,47.6
lgb1,grwr_dwt_detail_energy_ratio_w065,45.2
lgb1,tdpf30,44.8
lgb1,gr_env,43.8
lgb1,nsel_top1_is_blend_likpf_hmm_w500,43.8
lgb1,nsel_top1_is_exp226_v6_k16_geometry_gr_u_projection,42.8
lgb1,tdbc-3,41.2
lgb1,ll_learned_error_top1_index,40.0
lgb1,ll_multiobs_mae_pf_ancc,39.4
lgb1,tdbc0,39.4
lgb1,ll_multiobs_mae_likpf_mean,37.0
lgb1,tdpf-2,35.8
lgb1,tdbc3,34.6
lgb1,ll_learned_prob_top1_index,31.6
lgb1,ll_multiobs_mae_beam_mean,31.4
lgb1,tdbc5,30.2
lgb1,tdpf8,29.2
lgb1,gr_vs_slp_all,27.8
lgb1,tdbc-10,27.4
lgb1,tda-5,25.4
lgb1,ll_learned_prob_sc_ens,23.4
lgb1,gr_nrg,23.0
lgb1,grwr_raw_std_w065_x_log1p_md_since,23.0
lgb1,nsel_top1_is_hmm_selfgr_boost_only_a070_c100_mean_tvt,22.8
lgb1,grm21,22.0
lgb1,grwr_ll_entropy_x_dwt_energy_ratio_w065,21.8
lgb1,tda0,21.8
lgb1,tdbc-5,21.4
lgb1,gr_vs_tw_anc,21.2
lgb1,tdpf-4,19.4
lgb1,tdpf2,19.2
lgb1,nsel_score_std,18.8
lgb1,grwr_raw_std_w065,18.4
lgb1,tdpf4,17.0
lgb1,tdpf-15,15.8
lgb1,ll_learned_prob_hyb,15.2
lgb1,grwr_raw_minus_savgol_absmean_w065,15.0
lgb1,grwr_raw_minus_rolling_absmean_w065,14.4
lgb1,nsel_pred_error_hyb,14.2
lgb1,tdpf-8,14.0
lgb1,nsel_top1_is_tvt_dense,13.2
lgb1,nsel_top1_is_beam_mean,13.0
lgb1,sig_mean_d,12.6
lgb1,hyb_d,12.0
lgb1,glag30,11.2
lgb1,nsel_top1_is_tvt_densew,11.2
lgb1,nsel_score_mean,10.8
lgb1,nsel_top1_is_pf_ancc,10.2
lgb1,grwr_dwt_detail_energy_w065,9.8
lgb1,sig_std,9.8
lgb1,grwr_dwt_detail_absmean_w065,9.4
lgb1,nsel_pred_error_sc_ens,9.2
lgb1,glead30,8.8
lgb1,grwr_dwt_approx_default_candidate_cost,8.8
lgb1,ll_learned_prob_top3_contains_likpf,8.8
lgb1,grwr_candidate_tvt_std,8.2
lgb1,grm5,7.0
lgb1,grwr_candidate_tvt_range,7.0
lgb1,grwr_fft_rotation_ratio_x_candidate_range,6.8
lgb1,grwr_rolling_median_11_default_candidate_cost,6.6
lgb1,ll_candidate_tvt_range,6.6
lgb1,grs51,6.4
lgb1,ll_learned_pred_abs_error_sc_ens,6.4
lgb1,nsel_candidate_range,6.4
lgb1,sc_ens_d,6.4
lgb1,grwr_savgol_31_p2_default_candidate_cost,6.2
lgb1,ll_candidate_tvt_sc_ens_minus_last_known_tvt,6.2
lgb1,sc_cons_d,6.0
lgb1,sc_vs_beam,6.0
lgb1,grwr_raw_dwt_corr_w065,5.8
lgb1,grwr_raw_default_candidate_cost,5.6
lgb1,grwr_raw_rolling_corr_w065,5.6
lgb1,ll_candidate_tvt_hyb_minus_last_known_tvt,5.6
lgb1,nsel_candidate_std,5.6
lgb1,nsel_top1_is_hyb,4.4
lgb1,glead15,4.0
lgb1,glag15,3.8
lgb1,grwr_raw_minus_dwt_absmean_w065,3.8
lgb1,grwr_raw_savgol_corr_w065,3.6
lgb1,grwr_savgol_31_p2_zero_minus_best_cost,3.6
lgb1,ll_candidate_tvt_std,2.8
lgb1,ll_learned_error_top3_contains_likpf,2.8
lgb1,ll_multiobs_score_pf_ancc,2.8
lgb1,grwr_dwt_detail_energy_ratio_w033,2.6
lgb1,ll_multiobs_score_beam_mean,2.6
lgb1,grwr_dwt_energy_ratio_w065_x_candidate_std,2.4
lgb1,grwr_dwt_approx_zero_minus_best_cost,2.2
lgb1,ll_learned_pred_abs_error_hyb,2.2
lgb1,nsel_top1_is_tvt_dense50,2.2
lgb1,grwr_raw_minus_rolling_absmean_w033,2.0
lgb1,glead1,1.6
lgb1,gr,1.6
lgb1,glag5,1.4
lgb1,grwr_dwt_detail_absmean_w033,1.4
lgb1,grwr_dwt_detail_energy_w033,1.4
lgb1,grwr_raw_minus_savgol_absmean_w033,1.4
lgb1,grwr_rolling_median_11_best_minus_default_cost,1.4
lgb1,grwr_rolling_median_11_zero_minus_best_cost,1.4
lgb1,ll_multiobs_score_likpf_mean,1.4
lgb1,tdpf0,1.4
lgb1,glag1,1.2
lgb1,grwr_savgol_31_p2_best_minus_default_cost,1.2
lgb1,grwr_raw_std_w033,1.0
lgb1,grwr_raw_zero_minus_best_cost,0.8
lgb1,grwr_rolling_median_11_default_candidate_ncc,0.8
lgb1,sc25_d,0.8
lgb1,glead5,0.6
lgb1,grwr_dwt_approx_default_candidate_ncc,0.6
lgb1,grwr_raw_dwt_corr_w033,0.4
lgb1,grwr_raw_minus_dwt_absmean_w033,0.4
lgb1,grwr_rolling_median_11_zero_rank_norm,0.4
lgb1,nsel_top1_is_sc_ens,0.4
lgb1,sc25_sc,0.4
lgb1,grwr_dwt_approx_best_minus_default_cost,0.2
lgb1,grwr_dwt_approx_candidate_cost_std,0.2
lgb1,grwr_dwt_approx_zero_rank_norm,0.2
lgb1,grwr_raw_best_minus_default_cost,0.2
lgb1,grwr_raw_rolling_corr_w033,0.2
lgb1,grwr_raw_zero_rank_norm,0.2
lgb1,grwr_savgol_31_p2_default_candidate_ncc,0.2
lgb1,tdsc30,0.2
lgb1,gr_d1,0.0
lgb1,gr_d2,0.0
lgb1,grs21,0.0
lgb1,grs5,0.0
lgb1,grwr_dwt_approx_best_is_default_candidate,0.0
lgb1,grwr_dwt_approx_candidate_cost_entropy,0.0
lgb1,grwr_dwt_approx_minus_raw_default_candidate_cost,0.0
lgb1,grwr_dwt_approx_minus_raw_default_candidate_ncc,0.0
lgb1,grwr_dwt_minus_raw_ncc_gap_x_candidate_range,0.0
lgb1,grwr_dwt_minus_raw_ncc_gap_x_dwt_energy_ratio_w065,0.0
lgb1,grwr_raw_best_is_default_candidate,0.0
lgb1,grwr_raw_candidate_cost_entropy,0.0
lgb1,grwr_raw_candidate_cost_std,0.0
lgb1,grwr_raw_default_candidate_ncc,0.0
lgb1,grwr_raw_savgol_corr_w033,0.0
lgb1,grwr_rolling_median_11_best_is_default_candidate,0.0
lgb1,grwr_rolling_median_11_candidate_cost_entropy,0.0
lgb1,grwr_rolling_median_11_candidate_cost_std,0.0
lgb1,grwr_rolling_median_11_minus_raw_default_candidate_cost,0.0
lgb1,grwr_rolling_median_11_minus_raw_default_candidate_ncc,0.0
lgb1,grwr_savgol_31_p2_best_is_default_candidate,0.0
lgb1,grwr_savgol_31_p2_candidate_cost_entropy,0.0
lgb1,grwr_savgol_31_p2_candidate_cost_std,0.0
lgb1,grwr_savgol_31_p2_minus_raw_default_candidate_cost,0.0
lgb1,grwr_savgol_31_p2_minus_raw_default_candidate_ncc,0.0
lgb1,grwr_savgol_31_p2_zero_rank_norm,0.0
lgb1,grwr_typewell_gr_missing_rate,0.0
lgb1,ll_candidate_tvt_likpf_mean_minus_likpf_mean_tvt,0.0
lgb1,ll_multiobs_mae_hyb,0.0
lgb1,ll_multiobs_mae_sc_ens,0.0
lgb1,ll_multiobs_ncc_beam_mean,0.0
lgb1,ll_multiobs_ncc_hyb,0.0
lgb1,ll_multiobs_ncc_likpf_mean,0.0
lgb1,ll_multiobs_ncc_pf_ancc,0.0
lgb1,ll_multiobs_ncc_sc_ens,0.0
lgb1,ll_multiobs_score_hyb,0.0
lgb1,ll_multiobs_score_sc_ens,0.0
lgb1,sc15_d,0.0
lgb1,sc15_sc,0.0
lgb1,sc8_d,0.0
lgb1,sc8_sc,0.0
lgb1,sc_trust,0.0
lgb1,tdsc-15,0.0
lgb1,tdsc-2,0.0
lgb1,tdsc-30,0.0
lgb1,tdsc-4,0.0
lgb1,tdsc-8,0.0
lgb1,tdsc0,0.0
lgb1,tdsc15,0.0
lgb1,tdsc2,0.0
lgb1,tdsc4,0.0
lgb1,tdsc8,0.0
lgb2,nsel_top1_minus_anchor,2358.0
lgb2,grwr_fft_rotation_ratio_x_log1p_md_since,2176.4
lgb2,slp_b_d_50,2145.0
lgb2,dz,2037.2
lgb2,dy,1878.2
lgb2,dx,1862.6
lgb2,frac,1792.8
lgb2,nsel_top2_minus_anchor,1775.0
lgb2,dense_dist,1706.2
lgb2,dense_std,1654.4
lgb2,spatial_knn_dist,1623.6
lgb2,uproj_pf_ancc_resid_mad,1555.0
lgb2,uproj_likpf_mean_resid_mad,1528.0
lgb2,slp_50,1505.6
lgb2,slp_b_d_all,1499.4
lgb2,grwr_gr_missing_rate,1482.2
lgb2,grwr_fft_dominant_frequency_norm,1478.6
lgb2,dense_nb_std,1454.2
lgb2,form_std_d,1421.6
lgb2,form_mean_d,1421.2
lgb2,slp_z,1404.8
lgb2,cal_a,1390.4
lgb2,tvt_dense50_d,1388.4
lgb2,pfx_rmse,1352.6
lgb2,uproj_pf_z_resid_mad,1349.4
lgb2,form_rng_d,1345.0
lgb2,eval_len,1340.2
lgb2,z,1327.8
lgb2,tvt_dense_d,1316.4
lgb2,grwr_fft_rotation_energy_ratio,1299.4
lgb2,nsel_pred_error_hmm_selfgr_boost_only_a070_c100_mean_tvt,1288.6
lgb2,dense_ancc,1286.4
lgb2,beam_vcons_d,1282.2
lgb2,cal_b,1277.8
lgb2,grwr_fft_dominant_energy_ratio,1277.8
lgb2,grwr_fft_high_frequency_ratio,1276.8
lgb2,uproj_beam_mean_resid_mad,1258.0
lgb2,tw_gr_mean,1248.4
lgb2,uproj_beam_med_resid_mad,1228.8
lgb2,spatial_ancc_d,1226.2
lgb2,tvt_densew_d,1224.2
lgb2,grwr_fft_notch_residual_energy_ratio,1195.8
lgb2,spatial_vs_dense,1178.4
lgb2,beam_vs_spatial,1177.8
lgb2,beam_vloose_d,1176.2
lgb2,md_since,1166.6
lgb2,grwr_known_prefix_fraction,1165.6
lgb2,known_len,1150.6
lgb2,dxy,1118.2
lgb2,frac2,1114.0
lgb2,slp_all,1080.6
lgb2,pf_vs_spatial,1077.6
lgb2,beam_stiff_d,1057.8
lgb2,beam_cons_d,1033.4
lgb2,ll_learned_pred_abs_error_beam_mean,1025.8
lgb2,dxdmd,1010.4
lgb2,ll_learned_prob_likpf_mean,1006.2
lgb2,nsel_pred_error_exp226_v6_k16_geometry_gr_u_projection,987.0
lgb2,beam_mid_d,977.6
lgb2,pf_vs_dense,977.0
lgb2,nsel_pred_error_beam_mean,968.4
lgb2,nsel_pred_error_blend_likpf_hmm_w500,960.6
lgb2,beam_loose_d,958.0
lgb2,beam_sm5_d,930.2
lgb2,beam_std_d,900.2
lgb2,ktvt_std,877.4
lgb2,pf_z_delta,876.8
lgb2,tw_range,863.4
lgb2,beam_mean_d,859.4
lgb2,likpf_mean_d,847.0
lgb2,frm_rmse_ANCC,840.2
lgb2,uproj_diff_pf_z_minus_likpf_mean,832.8
lgb2,ll_learned_prob_top1_value,829.0
lgb2,dydmd,820.8
lgb2,ktvt_range,805.4
lgb2,uproj_diff_beam_mean_minus_beam_med,781.6
lgb2,frm_rmse_ASTNU,771.8
lgb2,uproj_diff_pf_z_minus_beam_mean,737.8
lgb2,pf_vs_z,727.0
lgb2,uproj_likpf_mean_corr,718.6
lgb2,frm_rmse_ASTNL,713.6
lgb2,grwr_known_prefix_rows_log1p,698.6
lgb2,frm_rmse_EGFDU,695.8
lgb2,uproj_diff_pf_z_minus_beam_med,691.0
lgb2,pf_ancc_delta,682.0
lgb2,uproj_likpf_mean_resid,677.2
lgb2,beam_med_d,672.0
lgb2,ll_learned_prob_weighted_tvt_minus_last_known_tvt,666.8
lgb2,sqrt_frac,663.4
lgb2,frm_rmse_EGFDL,657.6
lgb2,ll_learned_prob_beam_mean,654.4
lgb2,uproj_diff_pf_ancc_minus_likpf_mean,649.6
lgb2,ll_candidate_tvt_beam_mean_minus_last_known_tvt,644.2
lgb2,ll_learned_error_top1_value,602.0
lgb2,ll_learned_pred_abs_error_likpf_mean,601.6
lgb2,nsel_pred_error_likpf_mean,597.8
lgb2,nsel_error_top2,596.8
lgb2,nsel_pred_error_tvt_dense,596.6
lgb2,uproj_absdiff_pf_z_beam_mean,587.0
lgb2,nsel_pred_error_tvt_dense50,569.6
lgb2,uproj_diff_beam_med_minus_likpf_mean,567.8
lgb2,frm_rmse_BUDA,565.8
lgb2,nsel_error_top1,559.4
lgb2,uproj_absdiff_pf_z_beam_med,557.6
lgb2,uproj_absdiff_pf_ancc_pf_z,555.4
lgb2,uproj_diff_pf_ancc_minus_beam_mean,550.8
lgb2,uproj_source_u_range,549.4
lgb2,nsel_pred_error_tvt_densew,547.0
lgb2,uproj_diff_beam_mean_minus_likpf_mean,542.6
lgb2,ll_candidate_tvt_likpf_mean_minus_last_known_tvt,540.4
lgb2,uproj_source_u_std,537.8
lgb2,uproj_absdiff_pf_z_likpf_mean,509.6
lgb2,uproj_diff_pf_ancc_minus_beam_med,500.2
lgb2,nsel_pred_error_pf_ancc,475.0
lgb2,uproj_absdiff_beam_mean_beam_med,467.6
lgb2,dzdmd,461.2
lgb2,uproj_absdiff_pf_ancc_likpf_mean,460.4
lgb2,uproj_diff_pf_ancc_minus_pf_z,447.8
lgb2,ll_learned_prob_pf_ancc,447.4
lgb2,ll_learned_error_weighted_tvt_minus_last_known_tvt,445.6
lgb2,pf_z,443.0
lgb2,uproj_beam_mean_corr,430.8
lgb2,ll_learned_prob_top2_value,421.8
lgb2,uproj_pf_ancc_resid,418.8
lgb2,ll_candidate_tvt_pf_ancc_minus_last_known_tvt,406.0
lgb2,uproj_absdiff_pf_ancc_beam_mean,403.2
lgb2,ll_candidate_tvt_pf_ancc_minus_likpf_mean_tvt,402.6
lgb2,uproj_beam_mean_resid,397.4
lgb2,tda80,393.4
lgb2,ll_learned_error_top2_value,391.0
lgb2,uproj_pf_ancc_corr,390.4
lgb2,ll_learned_pred_abs_error_pf_ancc,381.2
lgb2,tvtF_ASTNU,378.0
lgb2,uproj_absdiff_pf_ancc_beam_med,374.2
lgb2,pf_ancc,371.2
lgb2,uproj_beam_med_corr,363.6
lgb2,uproj_absdiff_beam_mean_likpf_mean,362.8
lgb2,uproj_absdiff_beam_med_likpf_mean,344.4
lgb2,uproj_pf_z_corr,343.6
lgb2,uproj_beam_med_resid,341.0
lgb2,nsel_top2_minus_top1,340.4
lgb2,ll_candidate_tvt_beam_mean_minus_likpf_mean_tvt,337.0
lgb2,last_known_tvt,332.2
lgb2,uproj_pf_z_resid,323.4
lgb2,pf_ancc_std,307.2
lgb2,tvtFw_ASTNU,302.8
lgb2,tvtF_ANCC,291.6
lgb2,tvtF50_ASTNU,287.0
lgb2,nsel_top1_code,280.6
lgb2,tvtF_EGFDL,266.6
lgb2,tvtF_ASTNL,266.2
lgb2,grm101,263.6
lgb2,dense_rmse,261.4
lgb2,tvtF_EGFDU,257.0
lgb2,tvtF_BUDA,245.0
lgb2,grwr_dwt_detail_energy_ratio_w129,233.2
lgb2,uproj_corr_std,226.8
lgb2,tvtF50_ANCC,225.0
lgb2,ll_learned_prob_weighted_tvt_minus_likpf_mean_tvt,222.8
lgb2,bw_early_ANCC,221.0
lgb2,tvtFw_ANCC,219.0
lgb2,bw_early_ASTNU,215.8
lgb2,tvtFw_ASTNL,212.2
lgb2,uproj_beam_mean_abs_resid,204.2
lgb2,uproj_likpf_mean_abs_resid,203.2
lgb2,ll_learned_error_weighted_tvt_minus_likpf_mean_tvt,199.0
lgb2,tvtF50_EGFDL,197.0
lgb2,uproj_corr_range,196.8
lgb2,tvtFw_EGFDL,196.0
lgb2,bw_early_EGFDU,193.0
lgb2,grwr_raw_std_w129,192.8
lgb2,uproj_pf_z_abs_resid,192.6
lgb2,tvtFw_BUDA,192.2
lgb2,tvtF50_ASTNL,188.2
lgb2,tvtFw_EGFDU,187.0
lgb2,bw_ANCC,186.8
lgb2,tvtF50_BUDA,184.8
lgb2,bw_ASTNU,184.0
lgb2,uproj_beam_med_abs_resid,176.2
lgb2,bww_ANCC,172.2
lgb2,bw_early_ASTNL,171.8
lgb2,uproj_pf_ancc_abs_resid,171.8
lgb2,tvtF50_EGFDU,170.2
lgb2,bw_early_EGFDL,162.6
lgb2,nsel_top2_code,159.8
lgb2,bww_ASTNU,157.0
lgb2,tdbc40,156.8
lgb2,dense_bias,153.6
lgb2,tda40,151.8
lgb2,bw_mid_ASTNU,147.4
lgb2,grwr_raw_minus_rolling_absmean_w129,142.4
lgb2,grwr_raw_minus_savgol_absmean_w129,141.0
lgb2,bw_EGFDU,134.0
lgb2,bw50_ASTNU,133.4
lgb2,bww_ASTNL,129.6
lgb2,grwr_dwt_detail_energy_w129,126.2
lgb2,bw_mid_ANCC,126.0
lgb2,bw_ASTNL,124.2
lgb2,bw50_ANCC,122.4
lgb2,grwr_raw_rolling_corr_w129,122.0
lgb2,ll_learned_error_margin_top2_top1,118.6
lgb2,bw50_ASTNL,114.8
lgb2,bww_EGFDU,113.0
lgb2,bw_early_BUDA,112.6
lgb2,bw_mid_ASTNL,110.2
lgb2,bw_mid_EGFDU,105.6
lgb2,grwr_dwt_detail_absmean_w129,104.4
lgb2,tda-40,103.2
lgb2,ll_candidate_tvt_sc_ens_minus_likpf_mean_tvt,98.0
lgb2,grwr_raw_savgol_corr_w129,96.8
lgb2,ll_learned_prob_margin_top1_top2,96.2
lgb2,bw50_EGFDU,95.4
lgb2,bw_mid_EGFDL,95.4
lgb2,grs101,92.0
lgb2,tdbc-20,88.8
lgb2,bww_EGFDL,88.0
lgb2,ll_candidate_tvt_hyb_minus_likpf_mean_tvt,88.0
lgb2,grwr_raw_dwt_corr_w129,86.6
lgb2,bw_BUDA,84.8
lgb2,nsel_error_margin,83.8
lgb2,tda-80,83.8
lgb2,bw_EGFDL,83.6
lgb2,tdbc-40,83.4
lgb2,bw_mid_BUDA,79.0
lgb2,ll_learned_prob_likpf_rank,78.4
lgb2,ll_learned_prob_entropy,78.0
lgb2,grm51,75.6
lgb2,bw50_EGFDL,75.4
lgb2,bww_BUDA,74.4
lgb2,tda-20,72.4
lgb2,nsel_error_ratio,65.6
lgb2,nsel_top1_is_blend_likpf_hmm_w500,64.0
lgb2,grwr_raw_minus_dwt_absmean_w129,62.8
lgb2,tdbc20,59.4
lgb2,bw50_BUDA,59.2
lgb2,nsel_top1_is_likpf_mean,58.6
lgb2,tdbc10,58.4
lgb2,grwr_dwt_detail_energy_ratio_w065,57.0
lgb2,tdpf15,55.0
lgb2,tda20,54.8
lgb2,ll_learned_error_likpf_rank,49.8
lgb2,tdpf30,47.2
lgb2,tdbc0,46.4
lgb2,tda-10,46.2
lgb2,tdpf-30,45.6
lgb2,tda5,45.0
lgb2,nsel_top1_is_exp226_v6_k16_geometry_gr_u_projection,43.6
lgb2,tdbc-3,43.6
lgb2,tda10,43.0
lgb2,nsel_top1_is_hmm_selfgr_boost_only_a070_c100_mean_tvt,40.8
lgb2,gr_env,39.6
lgb2,ll_multiobs_mae_beam_mean,39.6
lgb2,ll_multiobs_mae_likpf_mean,39.2
lgb2,ll_learned_error_top1_index,37.0
lgb2,tdpf-2,37.0
lgb2,ll_multiobs_mae_pf_ancc,36.0
lgb2,tdbc3,34.6
lgb2,tdbc5,34.2
lgb2,ll_learned_prob_top1_index,34.0
lgb2,tdbc-10,33.0
lgb2,grwr_ll_entropy_x_dwt_energy_ratio_w065,32.8
lgb2,grwr_raw_std_w065_x_log1p_md_since,29.2
lgb2,gr_vs_slp_all,28.8
lgb2,tda-5,28.0
lgb2,grwr_raw_std_w065,27.0
lgb2,gr_nrg,26.8
lgb2,tdpf8,26.6
lgb2,grwr_raw_minus_rolling_absmean_w065,23.8
lgb2,grm21,22.6
lgb2,tdbc-5,22.6
lgb2,nsel_score_std,22.2
lgb2,tdpf-4,22.2
lgb2,gr_vs_tw_anc,21.8
lgb2,ll_learned_prob_sc_ens,21.0
lgb2,grwr_raw_minus_savgol_absmean_w065,20.6
lgb2,tdpf2,18.6
lgb2,ll_learned_prob_hyb,17.2
lgb2,tdpf4,17.2
lgb2,tdpf-15,17.0
lgb2,grwr_dwt_detail_energy_w065,16.6
lgb2,hyb_d,16.0
lgb2,nsel_top1_is_beam_mean,16.0
lgb2,sig_mean_d,15.2
lgb2,nsel_pred_error_hyb,14.6
lgb2,tdpf-8,14.6
lgb2,tda0,14.0
lgb2,nsel_score_mean,13.8
lgb2,nsel_top1_is_tvt_densew,13.4
lgb2,grwr_dwt_approx_default_candidate_cost,12.2
lgb2,nsel_top1_is_pf_ancc,12.0
lgb2,nsel_top1_is_tvt_dense,12.0
lgb2,glag30,11.6
lgb2,glead30,11.0
lgb2,nsel_pred_error_sc_ens,11.0
lgb2,grs51,10.6
lgb2,grwr_dwt_detail_absmean_w065,10.4
lgb2,grwr_raw_rolling_corr_w065,10.4
lgb2,grwr_candidate_tvt_std,10.2
lgb2,grwr_raw_default_candidate_cost,10.2
lgb2,nsel_candidate_range,10.2
lgb2,ll_candidate_tvt_sc_ens_minus_last_known_tvt,10.0
lgb2,ll_candidate_tvt_hyb_minus_last_known_tvt,9.6
lgb2,sc_ens_d,9.0
lgb2,sc_vs_beam,9.0
lgb2,grwr_rolling_median_11_default_candidate_cost,8.8
lgb2,sig_std,8.4
lgb2,grwr_fft_rotation_ratio_x_candidate_range,7.8
lgb2,sc_cons_d,7.8
lgb2,nsel_top1_is_hyb,7.6
lgb2,grwr_savgol_31_p2_default_candidate_cost,7.2
lgb2,grm5,7.0
lgb2,grwr_raw_dwt_corr_w065,6.8
lgb2,grwr_raw_minus_dwt_absmean_w065,6.8
lgb2,glead15,6.4
lgb2,grwr_raw_savgol_corr_w065,6.0
lgb2,grwr_candidate_tvt_range,5.8
lgb2,ll_candidate_tvt_range,5.8
lgb2,nsel_candidate_std,5.2
lgb2,ll_learned_prob_top3_contains_likpf,5.0
lgb2,ll_multiobs_score_pf_ancc,5.0
lgb2,ll_learned_pred_abs_error_sc_ens,4.8
lgb2,grwr_dwt_detail_energy_ratio_w033,4.6
lgb2,glag15,4.2
lgb2,grwr_dwt_approx_zero_minus_best_cost,4.2
lgb2,ll_learned_pred_abs_error_hyb,4.2
lgb2,grwr_raw_minus_savgol_absmean_w033,3.6
lgb2,grwr_dwt_energy_ratio_w065_x_candidate_std,3.4
lgb2,grwr_rolling_median_11_zero_minus_best_cost,3.4
lgb2,ll_learned_error_top3_contains_likpf,3.4
lgb2,glead5,2.8
lgb2,nsel_top1_is_tvt_dense50,2.8
lgb2,grwr_raw_std_w033,2.6
lgb2,ll_candidate_tvt_std,2.6
lgb2,ll_multiobs_score_likpf_mean,2.6
lgb2,grwr_raw_minus_rolling_absmean_w033,2.0
lgb2,grwr_raw_zero_minus_best_cost,2.0
lgb2,gr,1.6
lgb2,grwr_savgol_31_p2_zero_minus_best_cost,1.6
lgb2,ll_multiobs_score_beam_mean,1.6
lgb2,glag1,1.4
lgb2,grwr_dwt_approx_best_minus_default_cost,1.4
lgb2,grwr_rolling_median_11_best_minus_default_cost,1.4
lgb2,grwr_dwt_detail_energy_w033,1.2
lgb2,grwr_rolling_median_11_default_candidate_ncc,1.2
lgb2,grwr_savgol_31_p2_default_candidate_ncc,1.2
lgb2,tdpf0,1.2
lgb2,glead1,1.0
lgb2,sc25_d,1.0
lgb2,glag5,0.8
lgb2,grwr_dwt_detail_absmean_w033,0.8
lgb2,grwr_raw_minus_dwt_absmean_w033,0.8
lgb2,grwr_raw_rolling_corr_w033,0.8
lgb2,sc15_d,0.8
lgb2,grwr_raw_savgol_corr_w033,0.6
lgb2,grwr_dwt_approx_default_candidate_ncc,0.4
lgb2,grwr_raw_best_minus_default_cost,0.4
lgb2,grwr_savgol_31_p2_zero_rank_norm,0.4
lgb2,grs21,0.2
lgb2,grwr_dwt_approx_candidate_cost_entropy,0.2
lgb2,grwr_raw_dwt_corr_w033,0.2
lgb2,grwr_raw_zero_rank_norm,0.2
lgb2,grwr_savgol_31_p2_best_minus_default_cost,0.2
lgb2,grwr_savgol_31_p2_candidate_cost_entropy,0.2
lgb2,ll_multiobs_ncc_pf_ancc,0.2
lgb2,nsel_top1_is_sc_ens,0.2
lgb2,sc15_sc,0.2
lgb2,sc8_d,0.2
lgb2,gr_d1,0.0
lgb2,gr_d2,0.0
lgb2,grs5,0.0
lgb2,grwr_dwt_approx_best_is_default_candidate,0.0
lgb2,grwr_dwt_approx_candidate_cost_std,0.0
lgb2,grwr_dwt_approx_minus_raw_default_candidate_cost,0.0
lgb2,grwr_dwt_approx_minus_raw_default_candidate_ncc,0.0
lgb2,grwr_dwt_approx_zero_rank_norm,0.0
lgb2,grwr_dwt_minus_raw_ncc_gap_x_candidate_range,0.0
lgb2,grwr_dwt_minus_raw_ncc_gap_x_dwt_energy_ratio_w065,0.0
lgb2,grwr_raw_best_is_default_candidate,0.0
lgb2,grwr_raw_candidate_cost_entropy,0.0
lgb2,grwr_raw_candidate_cost_std,0.0
lgb2,grwr_raw_default_candidate_ncc,0.0
lgb2,grwr_rolling_median_11_best_is_default_candidate,0.0
lgb2,grwr_rolling_median_11_candidate_cost_entropy,0.0
lgb2,grwr_rolling_median_11_candidate_cost_std,0.0
lgb2,grwr_rolling_median_11_minus_raw_default_candidate_cost,0.0
lgb2,grwr_rolling_median_11_minus_raw_default_candidate_ncc,0.0
lgb2,grwr_rolling_median_11_zero_rank_norm,0.0
lgb2,grwr_savgol_31_p2_best_is_default_candidate,0.0
lgb2,grwr_savgol_31_p2_candidate_cost_std,0.0
lgb2,grwr_savgol_31_p2_minus_raw_default_candidate_cost,0.0
lgb2,grwr_savgol_31_p2_minus_raw_default_candidate_ncc,0.0
lgb2,grwr_typewell_gr_missing_rate,0.0
lgb2,ll_candidate_tvt_likpf_mean_minus_likpf_mean_tvt,0.0
lgb2,ll_multiobs_mae_hyb,0.0
lgb2,ll_multiobs_mae_sc_ens,0.0
lgb2,ll_multiobs_ncc_beam_mean,0.0
lgb2,ll_multiobs_ncc_hyb,0.0
lgb2,ll_multiobs_ncc_likpf_mean,0.0
lgb2,ll_multiobs_ncc_sc_ens,0.0
lgb2,ll_multiobs_score_hyb,0.0
