emission_evidence_class,viterbi_recovery_class,episodes,wells,rows,episode_sse,rmse_ft_mean,rmse_ft_median,raw_gr_missing_fraction_mean,true_rate_outside_fraction_mean,posterior_std_mean,reference_candidate_truth_gr_corr_median,episode_sse_fraction
truth_strong,large_recovery,99,91,171585,135524782.0853024,20.688379921043868,17.08393171142385,0.3210218069832583,0.01093328131788862,7.804643098373464,0.12442001206701671,0.273182836982192
truth_strong,partial_recovery,87,79,152033,109648179.23037958,20.172632075831757,16.871089037996043,0.34867001098597616,0.022751855865203306,5.768175478935992,0.11753412811341438,0.22102231201695066
candidate_strong,large_recovery,73,68,130550,99615248.83156647,20.008785540070857,16.741324376333377,0.30587846174017075,0.0029097945228092497,2.8748789849720757,0.40387565239608664,0.20079852454856348
candidate_strong,partial_recovery,61,55,84523,49255337.793578476,18.008502526720378,15.294638141175534,0.25214239412787987,0.02863834320543091,2.355304781285717,0.501291754941041,0.0992859955789976
truth_strong,not_better,118,99,120672,46227892.82717171,15.047410118013321,13.197691868849072,0.3147289129530434,0.008070310944770858,6.4916887409590505,0.07023356028912998,0.09318345114391491
candidate_strong,not_better,81,68,76979,32703678.17430771,14.861511759365879,12.137923282406696,0.2389402021229125,0.003960443563709084,2.606359657927687,0.3666355128025073,0.06592213944890651
near_tie,large_recovery,33,31,23588,10133333.61845928,15.326151545843707,12.691752627874127,0.3383845350269717,0.014231168816006091,4.567220317384778,0.22682126786141343,0.020426174337881062
near_tie,partial_recovery,33,30,22163,6742001.217030238,12.744206230986702,11.751256848653336,0.37961322948569254,0.0061933374343464825,3.0529281519943288,0.34474873633585645,0.013590127141812638
near_tie,not_better,53,45,25617,6245068.116710548,12.748373931474838,11.809351222584962,0.34992279977041785,0.016408439416632486,4.307513823905442,0.13384652406079253,0.012588438800781088
