well,suffix_rows,posterior_mean_rmse_ft,persistent_episodes,persistent_rows,persistent_row_fraction,has_persistent_episode,top1_joint_path_log_probability,top5_joint_path_log_mass,top1_joint_path_log10_probability,top5_joint_path_log10_mass,top1_surprisal_nats_per_row,top5_surprisal_nats_per_row,top5_vs_top1_log_mass_gain
052d64df,2445,2.9680048041374043,0,0,0.0,False,-523.9538633718937,-522.7671976260403,-227.55027163430375,-227.03490924901604,0.21429605863881132,0.2138107147754766,1.186665745853361
05948241,3879,3.594042652677206,0,0,0.0,False,-865.816795109075,-864.2100656726498,-376.0194564550296,-375.3216627268786,0.22320618590076693,0.22279197362017267,1.606729436425212
059c8f24,6258,4.118796581018192,1,293,0.046820070310003195,True,-1392.4958170156733,-1390.8863791032393,-604.7532494032671,-604.0542793989312,0.2225145121469596,0.2222573312724895,1.6094379124340321
05a0ee4d,4348,5.648677490993058,2,732,0.16835326586936522,True,-956.7759490683056,-955.1756239051526,-415.5225150981118,-414.82750271050355,0.22004966629905834,0.21968160623393576,1.600325163153002
060ab2b8,6258,2.0366166529956273,0,0,0.0,False,-1363.0502234572632,-1361.4427864173615,-591.9651906044837,-591.2670895680475,0.21780923992605675,0.21755237878193695,1.607437039901697
06df5958,3509,2.036227979852899,0,0,0.0,False,-810.3291131364708,-808.726747307336,-351.9214623607251,-351.22556372314153,0.23092878687274745,0.2304721422933417,1.6023658291347829
071d7b45,3211,2.5436333418824115,0,0,0.0,False,-710.365961547008,-708.762262296907,-308.5080172317631,-307.81153949681186,0.2212288886786073,0.22072944948517814,1.6036992501010445
0849b4e2,5537,2.0201150354290243,0,0,0.0,False,-1400.5933033104925,-1398.9841095178215,-608.2699430183943,-607.5710790339243,0.25295165311730045,0.25266102754520886,1.6091937926710216
084d66f9,3885,17.54911908992119,1,713,0.18352638352638354,True,-844.7855044004343,-843.182602315032,-366.88568295296386,-366.1895514222424,0.21744800628067806,0.21703541887130812,1.6029020854023202
08fecf00,5574,9.560825135718499,2,1904,0.3415859346968066,True,-1198.560171429372,-1196.9553694796612,-520.5280686807918,-519.8311120494848,0.2150269414117998,0.2147390329170544,1.604801949710918
09053135,5907,14.484388663850035,1,2792,0.47265955645843916,True,-1287.8402421589258,-1286.2318537394758,-559.301910742569,-558.6033965272447,0.21801934013186486,0.21774705497536412,1.608388419449966
09441b8d,5488,12.225308608524484,2,2567,0.46774781341107874,True,-1245.9922600456684,-1244.384066808114,-541.1275630319954,-540.4291335830914,0.2270394059849979,0.22674636785862137,1.6081932375543602
0955cd6c,5195,3.6068305144492108,0,0,0.0,False,-1099.5116823087335,-1097.9959990942084,-477.5118564148442,-476.85360355846257,0.21164806204210462,0.21135630396423646,1.5156832145250974
09ec2ca9,5885,8.64047175686752,1,2162,0.367374681393373,True,-1221.5672599534832,-1219.9614802410954,-530.5199202714729,-529.8225390032306,0.20757302633024355,0.2073001665660315,1.6057797123878572
0a57a29c,5821,3.8697687809163135,0,0,0.0,False,-1255.8834773193555,-1254.2753085757697,-545.4232641132637,-544.7248453019552,0.2157504685310695,0.21547419834663628,1.608168743585793
0bbf5e67,4298,2.9772974378920614,0,0,0.0,False,-946.4825660049544,-944.8784641890713,-411.05215563358195,-410.355503066533,0.22021465007095262,0.21984142954608454,1.6041018158830411
0be01c24,4738,1.7806628591542975,0,0,0.0,False,-1044.879441609861,-1043.2738341929246,-453.7853757453136,-453.0880693040352,0.2205317521337824,0.2201928734050073,1.6056074169364365
0c1b160c,5054,6.175658216398278,2,444,0.08785120696478037,True,-1055.0266341367392,-1053.4233891499757,-458.1922454665467,-457.4959650156563,0.2087508179930232,0.20843359500395245,1.6032449867634568
0d99f8e4,5823,3.156176316697604,0,0,0.0,False,-1280.5424229058078,-1278.9398789704398,-556.1325081110125,-555.4365321228747,0.21991111504478925,0.21963590571362526,1.6025439353679758
0dc5e64d,4879,6.453820996626507,2,648,0.1328141012502562,True,-1174.427455350854,-1172.818261567124,-510.0473632545535,-509.3484992739665,0.24071068976242138,0.24038086935173683,1.6091937837300065
0dc835f3,4428,7.285986300335432,3,791,0.17863595302619692,True,-968.9685061972756,-967.3592880012709,-420.8176753795136,-420.1188007968105,0.21882757592531066,0.21846415718185883,1.60921819600469
0dd99dc5,7342,5.972848114305866,1,525,0.0715064015254699,True,-1599.0790589188168,-1597.471353819423,-694.471211415487,-693.7729939622925,0.2177988366819418,0.21757986295551934,1.6077050993937974
0e5e560d,3253,13.387604532352587,1,2689,0.8266215800799263,True,-709.8788241163386,-708.2712864216458,-308.29645613369485,-307.5983113834383,0.21822281712767863,0.21772864630238112,1.6075376946928372
109d9d70,4215,16.40328471042567,1,2679,0.6355871886120996,True,-931.8954372772204,-930.2873652019388,-404.7170461203147,-404.0186692915172,0.22109025795426343,0.22070874619263078,1.6080720752815978
10a1281a,5609,11.925819595345565,1,3087,0.5503654840435015,True,-1130.8335084983028,-1129.2242170660713,-491.1147526921069,-490.4158463033146,0.20161053815266586,0.20132362579177596,1.60929143223143
10b89021,5414,1.2465590040106107,0,0,0.0,False,-1197.6192293700365,-1196.0100355892864,-520.1194227366317,-519.4205587573389,0.2212078369726702,0.2209106087161593,1.6091937807500472
10be2420,3271,3.990434618019694,0,0,0.0,False,-695.7699234740265,-694.1615716800846,-302.1690384390175,-301.4705401299493,0.21270862839316004,0.21221692805872353,1.6083517939418925
113011eb,3272,26.157974325198587,1,1866,0.5702933985330073,True,-709.4165739356409,-707.8119634138578,-308.0957034309591,-307.3988299357448,0.21681435633729856,0.2163239496986118,1.6046105217831155
1131525f,4159,3.4000858099770777,1,195,0.04688627073815821,True,-883.4673743613215,-881.8645174796936,-383.6850056266763,-382.9888937277047,0.21242302821863945,0.2120376334406573,1.602856881627872
11d0f5ac,4883,21.160938807287597,1,3537,0.7243497849682572,True,-1036.0173206392576,-1034.4138094823707,-449.93660550982145,-449.24020946271514,0.21216820000803965,0.21183981353314985,1.6035111568869524
12203f2a,3261,6.518745686048947,1,210,0.06439742410303588,True,-763.4360101635166,-761.8283291340257,-331.5560465002501,-330.85783950048165,0.2341110120096647,0.23361800954738599,1.607681029490891
122bd617,4570,18.028585620074114,1,2076,0.45426695842450765,True,-1004.66246414075,-1003.0559300992774,-436.3193643516513,-435.62165548245,0.21983861359753828,0.21948707441997317,1.606534041472628
125be846,6510,6.506247801645161,1,957,0.14700460829493087,True,-1504.1649948019008,-1502.5566064926772,-653.2505571144989,-652.5520429470454,0.23105453069153623,0.23080746643512706,1.6083883092235283
1285a37b,5597,5.7342189850845555,1,697,0.12453099874933,True,-1279.0628325476175,-1277.4535411034665,-555.4899301829732,-554.7910237890044,0.2285265021525134,0.22823897464775172,1.6092914441510402
1295a25b,5551,3.8968033141855725,0,0,0.0,False,-1255.918124488335,-1254.308808640253,-545.4383111875651,-544.7393941951036,0.22625078805410467,0.22596087347149216,1.609315848082133
12f0cd90,5947,7.024485009894812,1,1234,0.20749957961997645,True,-1211.6148274766977,-1210.0054872193214,-526.1976337652902,-525.4987061720069,0.20373546787904787,0.20346485408093515,1.6093402573762887
137d1e44,4554,21.997694489838054,1,2544,0.5586297760210803,True,-1002.8843668209454,-1001.2756855614604,-435.5471464973732,-434.8485051032377,0.2202205460739889,0.21986730029895923,1.6086812594850244
13ce113d,2966,4.084547248519499,0,0,0.0,False,-658.2876105322337,-656.6793930956381,-285.890676759426,-285.192236801012,0.22194457536487985,0.22140235775308098,1.6082174365955098
13f598d9,7306,3.590471490852199,1,403,0.05516014234875445,True,-1621.2069814026363,-1619.6004950599433,-704.0812460461926,-703.3835578923082,0.2219007639478013,0.22168087805364678,1.6064863426929605
14a53cb3,6919,2.320551193642998,0,0,0.0,False,-1600.7289561474463,-1599.1204946127204,-695.1877526775883,-694.4892067087031,0.23135264577936787,0.23112017554743755,1.6084615347258477
14ab73fb,3649,3.1112903283134643,0,0,0.0,False,-827.3651644080721,-825.7559218033695,-359.3201254214024,-358.6212402381364,0.22673750737409484,0.2262964981648039,1.609242604702672
14ad5efb,5842,3.488641940621939,0,0,0.0,False,-1354.891512835159,-1353.2824898408116,-588.4219076018584,-587.7231177941579,0.2319225458464839,0.2316471225335179,1.6090229943472423
14fee784,4910,13.369241809249198,1,965,0.19653767820773932,True,-1062.3490205122027,-1060.7407786044878,-461.3723174637741,-460.67386687768794,0.2163643626297765,0.2160368184530525,1.6082419077149552
153552f5,4695,12.395628482232988,2,2940,0.6261980830670927,True,-1034.9426625355095,-1033.3352013173528,-449.46988742543107,-448.77177588851214,0.2204350718925473,0.2200926946362839,1.6074612181566863
1550491d,4563,17.715228477937515,1,2092,0.4584703046241508,True,-1092.4589864610452,-1090.8496706159433,-474.4489095256512,-473.74999253448397,0.23941682806509867,0.23906413995528014,1.6093158451019463
155887bb,5585,2.7027185987515514,0,0,0.0,False,-1310.1884839929835,-1308.5795587299635,-569.0076288513396,-568.3088814878154,0.2345905969548762,0.23430251723007403,1.6089252630199553
1590af81,3799,7.129890734388088,1,971,0.25559357725717297,True,-907.0366762746468,-905.4337015637807,-393.9210233899452,-393.22486031838565,0.2387566928861929,0.23833474639741528,1.6029747108660786
15e154a1,6068,6.11677182498391,2,677,0.11156888595912987,True,-1338.8800442503618,-1337.2726561760458,-581.4682151483137,-580.7701353773612,0.22064601915793702,0.22038112329862322,1.607388074316077
1619e2ca,4443,1.6325176422272003,0,0,0.0,False,-909.0978652295504,-907.4902801588217,-394.8161863792198,-394.1180210538123,0.2046135190703467,0.20425169483655678,1.6075850707286463
16e4a047,4131,1.9802637206727833,0,0,0.0,False,-879.83318632056,-878.2257493677494,-382.1066978143748,-381.40859681576177,0.21298310005339144,0.21259398435433294,1.6074369528106445
173ed841,4883,21.113139352175384,1,3558,0.7286504198238788,True,-1101.972064640292,-1100.3644325954133,-478.5803868848123,-477.8822011587906,0.22567521291015605,0.22534598250981228,1.6076320448787556
1770d7c6,7240,10.621502099011064,1,1317,0.1819060773480663,True,-1666.2453669105562,-1664.6364171363443,-723.6411683461137,-722.9424103375139,0.2301443876948282,0.22992215706303099,1.608949774211851
177622d7,3154,4.95365251124907,1,262,0.08306911857958148,True,-669.5047748801712,-667.8996413890216,-290.7622293383372,-290.06512872041276,0.21227164707678225,0.2117627271366587,1.6051334911496724
18d24f7b,4558,5.685432186575362,0,0,0.0,False,-1049.7852383160414,-1048.1771913715256,-455.9159361841469,-455.21757026950235,0.2303170772961916,0.22996428068703942,1.6080469445157632
19137a89,6267,7.2329624277202695,2,1416,0.22594542843465773,True,-1555.5616269883328,-1553.9545805433647,-675.5718308614775,-674.8738994582656,0.24821471628982492,0.2479582863480716,1.6070464449680912
1944513c,4722,1.6418461827505293,0,0,0.0,False,-997.5910364258148,-995.9831604905897,-433.2482823158772,-432.5499906696239,0.2112645142790798,0.21092400688068397,1.6078759352250245
197f8a5a,6310,19.629299650434955,2,4704,0.7454833597464342,True,-1399.7450027955483,-1398.135784599544,-607.9015307857584,-607.2026562030554,0.2218296359422422,0.221574609286774,1.609218196004349
19871e7f,5293,11.033533714391924,1,3461,0.6538824863026639,True,-1109.9577063074255,-1108.3518277249648,-482.04850699530505,-481.35108278833576,0.20970294848052626,0.20939955180898637,1.6058785824607185
198a5607,6251,2.9370818103808247,0,0,0.0,False,-1365.2670053688323,-1363.6579823178872,-592.9279267562611,-592.2291369239805,0.21840777561491478,0.21815037311116417,1.6090230509450976
19fb4f7b,5620,7.238800035146937,1,1005,0.17882562277580072,True,-1267.5488507732412,-1265.9411946503094,-550.4894714336269,-549.7912752506397,0.2255425001375874,0.22525644032923656,1.6076561229317576
1a518997,4606,0.551826641540878,0,0,0.0,False,-1034.9574334630015,-1033.3488742857364,-449.4763023577334,-448.7777139832324,0.22469766249739503,0.22434843123876172,1.6085591772650787
1a68190b,4474,13.060903343649686,1,2155,0.4816718819848011,True,-1012.0557705188638,-1010.4487709986763,-439.53023651468624,-438.83232549064763,0.2262082634150344,0.225849077111908,1.6069995201875145
1a730ac2,4605,1.5604051438917963,0,0,0.0,False,-1059.030360156274,-1057.4238241474686,-459.93104158388314,-459.2333318602801,0.22997401957790964,0.22962515182355453,1.6065360088052785
1aaf1da0,4804,5.994103596270754,2,357,0.07431307243963364,True,-1036.6116047852825,-1035.00309443854,-450.19469983512266,-449.49613266744814,0.21578093355230693,0.2154461062528185,1.6085103467423778
1b08ed48,5618,2.160276862826877,0,0,0.0,False,-1244.1633041768046,-1242.5569888419247,-540.3332575905032,-539.6356437043684,0.221460182302742,0.22117425931682533,1.6063153348798096
1b1c5372,4261,25.069918087397483,1,2159,0.506688570758038,True,-936.525592017004,-934.9290075161641,-406.7278967741609,-406.0345089355539,0.2197900943480413,0.21941539721102185,1.5965845008398674
1b1eba53,4655,18.45271596902519,1,4263,0.9157894736842105,True,-1162.1019582543286,-1160.4947411141372,-504.694467878818,-503.99646234361256,0.2496459631051189,0.24930069626512077,1.6072171401913238
1b6ba517,6597,10.765365792983497,1,1023,0.1550704865848113,True,-1421.7052875732982,-1420.0986806441842,-617.4387612857591,-616.7410207618574,0.2155078501702741,0.21526431417980663,1.6066069291139229
1b82b665,3806,12.94131078957287,1,2028,0.5328428796636889,True,-811.0219034210855,-809.4184866831168,-352.22233735844947,-351.52598231695833,0.21309035822939715,0.21266907164559035,1.6034167379687005
1bcb2fcf,4524,7.818548426612383,1,590,0.1304155614500442,True,-984.2766827609672,-982.6681723009734,-427.4659319891256,-426.7673647722666,0.21756779017704847,0.21721223967749193,1.608510459993795
1beca81d,5036,7.14270188903448,4,1357,0.2694598888006354,True,-1073.6900142474465,-1072.0815281276482,-466.29764846228977,-465.59909181624346,0.21320294166946913,0.21288354410795238,1.6084861197982718
1d3fbf02,2694,17.10199074533982,1,2078,0.771343726800297,True,-581.6361744009804,-580.1719977412711,-252.6013810176632,-251.9654971738199,0.21590058441016347,0.21535708899082073,1.4641766597093238
1d78281a,4949,12.69344914529677,1,2175,0.43948272378258235,True,-1164.0104778647303,-1162.4026751085403,-505.5233274142196,-504.8250675492174,0.23520114727515262,0.23487627300637307,1.6078027561900399
1e30dedf,4071,12.204052173152947,1,634,0.15573569147629576,True,-842.7003890183986,-841.0946587786549,-365.98012884841415,-365.28276906586825,0.20700083247811313,0.20660640107557232,1.605730239743707
1e5e3573,5480,5.6011359766662725,1,467,0.08521897810218979,True,-1191.605775744434,-1189.9975581208598,-517.5078130098514,-516.8093729702335,0.21744630944241494,0.2171528390731496,1.6082176235740917
1f9afacb,5328,2.7942498073500666,0,0,0.0,False,-1121.8781380800897,-1120.272529394893,-487.2254847360773,-486.5281777440004,0.21056271360362044,0.21026136062216458,1.6056086851967848
1fdbba44,4911,13.478658888762977,3,3057,0.6224801466096518,True,-1156.1951448108343,-1154.5857801387997,-502.12917139467646,-501.4302331982418,0.23542967721662275,0.2351019711135817,1.6093646720346442
1fee2b62,4641,14.118279771193716,1,2532,0.5455720749838396,True,-1005.4498287701556,-1003.8425865823837,-436.66131246544796,-435.9632960522165,0.21664508269126387,0.2162987689253143,1.6072421877719307
20096916,5133,2.5695718061667243,0,0,0.0,False,-1122.010530064686,-1120.402336967217,-487.2829818444357,-486.58455245637003,0.21858767388752892,0.21827436917343015,1.608193097468984
200d233d,3926,7.651503359510212,1,497,0.12659195109526236,True,-914.5012267863176,-912.8930336322112,-397.16283648705195,-396.464407074389,0.2329345967361991,0.2325249703597074,1.6081931541064023
201661b5,5955,5.477121007033927,1,555,0.09319899244332494,True,-1333.314121726332,-1331.7049035303276,-579.0509657094265,-578.3520911267235,0.22389825721684833,0.22362802746101218,1.609218196004349
203721ab,5730,2.4293501122946717,0,0,0.0,False,-1310.4358692953172,-1308.8266510993126,-569.1150669230472,-568.4161923403441,0.2286973593883625,0.22841651851645944,1.6092181960045764
20402d71,6372,5.825136660358722,2,783,0.1228813559322034,True,-1478.2186678025691,-1476.6105479085213,-641.9822104730318,-641.283812876808,0.23198660825526823,0.23173423539054006,1.6081198940478316
2043abc5,6958,28.364589789367546,1,6666,0.958033917792469,True,-1506.221093099181,-1504.614749959941,-654.1435092592584,-653.4458832978434,0.2164732815606756,0.21624241879274805,1.6063431392399252
204cc64b,4805,4.2993500749063225,0,0,0.0,False,-1027.7517557410554,-1026.2251173318343,-446.34691628471904,-445.6839056477328,0.21389214479522484,0.21357442608362837,1.52663840922105
206b6193,6535,9.621649296649833,1,2705,0.4139250191277735,True,-1491.1680391529417,-1489.5589917987531,-647.6060509946146,-646.9072506075696,0.22818179635087096,0.22793557640378778,1.609047354188533
2075c696,3188,2.9596542389944522,0,0,0.0,False,-716.019251474058,-714.4136411158519,-310.9632098516802,-310.26590213302455,0.22459825955898935,0.22409461766494726,1.6056103582061496
22c5f93f,5172,6.711168008987562,2,1094,0.21152358855375097,True,-1115.7538269601955,-1114.1485844882031,-484.56573021124854,-483.86858226354553,0.2157296649188313,0.21541929321117617,1.6052424719923692
230eaaa3,4690,4.247930507316385,1,324,0.06908315565031983,True,-1030.734589157791,-1029.1253465411683,-447.64234437804396,-446.9434591896011,0.2197728335091239,0.21942971141602735,1.6092426166228506
2364716c,4316,4.475461094100625,0,0,0.0,False,-915.4555806898334,-913.8478747391305,-397.5773071211317,-396.8790892982184,0.21210740979838585,0.21173491073659187,1.6077059507028935
23b9beb0,7340,1.185296530892005,0,0,0.0,False,-1602.4753390287228,-1600.8669262786082,-695.9461971262169,-695.2476723442193,0.2183208908758478,0.21810176107337986,1.6084127501146668
24d8997e,3442,0.7262961721783977,0,0,0.0,False,-858.6767338475908,-857.0686628621144,-372.9185672487159,-372.22019089321475,0.2494702887413105,0.24900309786813316,1.6080709854763882
25050f63,6124,3.3851938659405056,0,0,0.0,False,-1467.058293647411,-1465.4496124654074,-637.135321561471,-636.4366802009853,0.23955883305803574,0.23929614834510246,1.6086811820034654
25939962,4319,3.587417146732708,0,0,0.0,False,-958.7184294881026,-957.1089915756685,-416.36612362563477,-415.6671536212987,0.22197694593380474,0.22160430460191444,1.6094379124341458
25fd32b3,2885,0.9931505339149881,0,0,0.0,False,-680.0138519186944,-678.4049998717841,-295.326263506064,-294.62754793989205,0.23570670777077796,0.23514904674931858,1.6088520469103287
261785ee,3646,6.9376741843043135,1,776,0.21283598464070214,True,-851.4392810077086,-849.831770809744,-369.77538141732003,-369.0772486087408,0.2335269558441329,0.23308605891655074,1.6075101979646433
264feceb,5665,1.726910199646518,0,0,0.0,False,-1347.9309134126277,-1346.3217928573758,-585.3989576819141,-584.7001255040511,0.23794014358563595,0.23765609759176978,1.6091205552518204
26623a50,5735,9.021677141345622,1,2244,0.39128160418483,True,-1253.1868823564807,-1251.5774932674035,-544.2521478009592,-543.5531990003376,0.21851558541525384,0.21823495959327,1.60938908907724
26d3a96a,4721,4.776352273749008,0,0,0.0,False,-906.3673178602152,-904.7599788256126,-393.6303247241421,-392.93226625086646,0.19198629905956685,0.19164583326109141,1.6073390346025462
272abef3,4135,5.398987873322884,1,221,0.05344619105199516,True,-997.3505844136804,-995.7432195572534,-433.1438553338447,-432.44578564629325,0.24119723927779455,0.24080851742617979,1.6073648564270115
27300fd5,5467,11.369410635291855,4,2204,0.4031461496250229,True,-1352.7068316896475,-1351.0995167973747,-587.4731126356447,-586.7750646472497,0.24743128437710765,0.24713728128724616,1.607314892272825
276b012a,4837,19.026848663775738,3,3543,0.7324788091792434,True,-1077.616526047817,-1076.007088135383,-468.0029108703187,-467.3039408659827,0.22278613315026194,0.22245339841541925,1.6094379124340321
27c3155b,4958,7.742701418451653,1,1330,0.2682533279548205,True,-1111.5752677602338,-1109.96665967143,-482.75100500839915,-482.0523953918867,0.2241983194353033,0.223873872462975,1.6086080888037486
27ebb9b9,5766,3.2235532836725795,1,168,0.029136316337148804,True,-1284.182627270866,-1282.573189358432,-557.7134287797575,-557.0144587754215,0.2227163765644929,0.22243725101603054,1.6094379124340321
283269ac,2626,1.7040170609035203,0,0,0.0,False,-540.7450934103688,-539.1438844641334,-234.8426101843816,-234.14721397465746,0.20591968522862483,0.20530993315465856,1.6012089462353742
28473855,4290,2.0922765450642524,0,0,0.0,False,-955.3338659130102,-953.7247209377374,-414.8962263413214,-414.19738355797807,0.2226885468328695,0.22231345476404135,1.609144975272784
28f4eda9,5266,2.1062399938849246,0,0,0.0,False,-1191.908733431914,-1190.3012478784403,-517.6393858617741,-516.9412637561613,0.22634043551688454,0.22603517810072926,1.6074855534736798
29b24409,5587,2.7249193084575745,0,0,0.0,False,-1188.361939707385,-1186.7563325347078,-516.0990329187622,-515.4017265835641,0.2127012600156408,0.21241387731066902,1.6056071726773098
29de15c8,3431,11.376492163950335,1,1327,0.3867677062081026,True,-801.7711904375079,-800.1628997308794,-348.2048037560109,-347.5063319768259,0.2336844040913751,0.2332156513351441,1.6082907066285088
2ab29395,1852,2.409087013117503,0,0,0.0,False,-380.4443174579699,-378.95699625712086,-165.2248677434453,-164.57893235309882,0.20542349754749994,0.20462040834617756,1.48732120084901
2ac7cb6b,4990,4.113173723502282,0,0,0.0,False,-1182.7862015912172,-1181.1772518944717,-513.6775206223728,-512.9787626474164,0.2370313029240916,0.2367088681151246,1.6089496967454124
2acc78d4,4266,2.9912583691446706,0,0,0.0,False,-938.6739983850316,-937.0646581246754,-407.6609378046811,-406.96201021010364,0.22003609901196242,0.2196588509434307,1.609340260356248
2b034622,5203,8.980678973082087,2,1910,0.36709590620795696,True,-1144.7264023777911,-1143.1196001327937,-497.14835984163614,-496.450534493124,0.22001276232515687,0.21970394006011795,1.606802244997425
2b06ad65,4256,1.9345430991951154,0,0,0.0,False,-949.9436404197388,-948.3368378680105,-412.5552811533794,-411.8574556716557,0.22320104333170554,0.22282350513816038,1.606802551728265
2b547943,3480,3.554667795356418,0,0,0.0,False,-732.0968481612024,-730.5021584499636,-317.945621375173,-317.2530564332341,0.21037265751758688,0.2099144133476907,1.5946897112387433
2be5c96a,4210,8.742228096593745,2,1179,0.2800475059382423,True,-910.3476487849904,-908.739052947293,-395.3589604809208,-394.6603561849963,0.2162345959109241,0.21585250663831188,1.6085958376974077
2bff06cf,7624,14.217687451151157,2,4367,0.5727964323189927,True,-1630.1274620814995,-1628.518512366866,-707.9553615809475,-707.2566035982223,0.2138152494860309,0.21360421201034444,1.6089497146335816
2c0c4a4e,4790,1.3662482768966488,0,0,0.0,False,-1061.0272888079526,-1059.423557472759,-460.79829667806166,-460.1018050087318,0.2215088285611592,0.221174020349219,1.6037313351935154
2cee0cba,5500,1.896973571076711,0,0,0.0,False,-1220.4789046618575,-1218.8704673879934,-530.0472535739697,-529.3487181414429,0.22190525539306502,0.22161281225236243,1.6084372738641832
2d0c268a,4550,5.917720152810325,1,414,0.090989010989011,True,-989.0423738502702,-987.4423315860198,-429.53564533166536,-428.84075580548944,0.21737195029676268,0.2170202926562681,1.600042264250419
2d179ded,7008,2.001560921961236,0,0,0.0,False,-1504.0710487314664,-1502.4636851409841,-653.2097568545128,-652.5116877167541,0.21462201037834852,0.2143926491354144,1.6073635904822368
2d196986,6474,12.564957649039645,2,2630,0.40624034599938214,True,-1605.1998597696804,-1603.5912517136474,-697.1294414498458,-696.4308318475655,0.24794560700798277,0.24769713495731346,1.608608056033063
2d2d0c6b,5045,2.6530384815786645,0,0,0.0,False,-1101.950592139828,-1100.3432772445317,-478.5710614963481,-477.87301350664,0.21842429973039204,0.21810570411189925,1.6073148952962129
2d35f86d,4896,19.161176362610526,1,2531,0.516952614379085,True,-1061.0779256179403,-1059.476166628185,-460.82028796522053,-460.12465287463084,0.21672343252000414,0.21639627586359986,1.6017589897553535
2d9f6cb9,7338,1.8785274880984797,0,0,0.0,False,-1709.8040158160456,-1708.1954564451771,-742.5584492049288,-741.859860746347,0.23300681600109643,0.23278760649293773,1.6085593708685337
2ddad940,5331,8.71239506323065,2,1879,0.35246670418308007,True,-1146.6279632531853,-1145.0185497536215,-497.97419723682293,-497.2752378348618,0.215086843604049,0.21478494649289467,1.6094134995637432
2e29e833,5428,4.576879372034505,0,0,0.0,False,-1164.767116337082,-1163.1630657967835,-505.85193132755757,-505.15530102921207,0.214584951425402,0.214289437324389,1.6040505402984309
2e43c2ea,5698,2.585972473582339,0,0,0.0,False,-1292.8843138665484,-1291.2753397813656,-561.4925232515138,-560.7937546847936,0.22690142398500324,0.2266190487506784,1.6089740851828083
2e63d9de,4699,26.088271541906693,1,3428,0.7295169184932965,True,-1080.531948115116,-1078.9236572565392,-469.2690625865656,-468.5705907413903,0.22994933988404254,0.22960707751788448,1.6082908585767655
2ee0235b,5556,3.1271837522085124,0,0,0.0,False,-1270.7337570967188,-1269.124392424684,-551.8726586752921,-551.1737204788574,0.22871377917507538,0.22842411670710655,1.6093646720348715
2f19d536,3088,3.0660602765592904,0,0,0.0,False,-641.8064816909141,-640.202442968621,-278.7330134481044,-278.03638828225337,0.2078388865579385,0.20731944396652233,1.6040387222931258
2f8e53c3,2594,4.660590331239038,1,273,0.10524286815728605,True,-544.1379596214565,-542.5412924654869,-236.316113257693,-235.62268952241922,0.2097679104169069,0.20915238722647914,1.5966671559696124
2fa01aa6,2174,3.210360227901671,0,0,0.0,False,-568.7665629876839,-567.1572349359978,-247.0121797966294,-246.31325750421004,0.2616221540881711,0.2608818927948472,1.6093280516860204
2fd68f7b,4730,5.945231277678433,1,211,0.04460887949260042,True,-1062.1505398989862,-1060.5422004017837,-461.28611842868935,-460.58762546002725,0.22455613951352774,0.22421611002151876,1.6083394972024507
2fe023be,4221,0.840219299160765,0,0,0.0,False,-978.6247275665036,-977.0154361312917,-425.0113190362056,-424.3124126461189,0.23184665424461112,0.2314653959088585,1.6092914352118441
30d75030,3404,3.7112256867375173,0,0,0.0,False,-780.307598617852,-778.7017964305977,-338.8832842669106,-338.1858932379579,0.22923254953520916,0.22876080976222024,1.6058021872543122
310c71a5,5245,2.8794639614420103,0,0,0.0,False,-1179.577455422423,-1177.9687742314832,-512.2839798674373,-511.58533850307055,0.22489560637224462,0.22458889880485855,1.608681190939933
32fe84c9,6408,3.6201834612556922,0,0,0.0,False,-1540.1788218909342,-1538.5703359916129,-668.891163491484,-668.1926069411895,0.2403525002950896,0.24010148813851637,1.6084858993212947
33c40295,4169,10.84190552676806,3,1574,0.37754857279923243,True,-977.2316484873348,-975.6232355346912,-424.40631247926774,-423.7077876093129,0.2344043292126013,0.23401852615367982,1.6084129526436755
3407f5bf,3638,24.098206071385967,1,1685,0.46316657504123143,True,-820.0500834286001,-818.4419512642274,-356.1432261173423,-355.4448231921841,0.22541233739103908,0.22497029996267934,1.6081321643727051
3417285d,5449,1.3742992483861034,0,0,0.0,False,-1302.4364152083726,-1300.8276607925295,-565.6409481548487,-564.9422749893106,0.23902301618799277,0.23872777771931172,1.6087544158431228
347242c8,3595,9.888616810949575,1,1699,0.47260083449235046,True,-760.3662282222217,-758.764130646717,-330.2228571424995,-329.52707500598723,0.21150660033997823,0.21106095428281418,1.602097575504672
353e5502,6062,26.489692563334426,1,4309,0.7108215110524579,True,-1449.6454545746994,-1448.0360166622654,-629.573021637923,-628.874051633587,0.23913649861014508,0.23887100241871748,1.6094379124340321
357c12f9,4079,0.8225192825410622,0,0,0.0,False,-907.3628452196403,-905.7547496573956,-394.0626767629241,-393.36428973386813,0.22244737563609718,0.22205313794003323,1.6080955622447846
3584a6eb,4494,3.0137222756078335,0,0,0.0,False,-1017.7347849948832,-1016.12654296802,-441.99660116427015,-441.2981505264386,0.22646523920669406,0.2261073749372541,1.608242026863195
35b30c7f,9579,2.598983460243768,0,0,0.0,False,-2060.5153137718,-2058.906071167097,-894.8704306482401,-894.171545464974,0.21510755963793712,0.21493956270666006,1.609242604703013
35b3ef6a,3904,12.263885228613772,1,2356,0.6034836065573771,True,-886.3318689112228,-884.7314027395314,-384.9290398031404,-384.233966176302,0.22703172871701405,0.22662177324270785,1.600466171691437
