cause_bucket,episodes,wells,episode_sse_fraction,full_top5_episode_fraction,full_top5_episode_sse_fraction,available_topk_paths_median,path_score_gap_rank2_median,path_score_gap_max_available_median,topk_mean_tvt_span_ft_median,topk_mean_tvt_span_ft_p90,topk_row_tvt_span_mean_ft_pooled,topk_row_tvt_span_p90_ft_episode_median,topk_row_tvt_span_max_ft_p90,topk_pairwise_rmse_max_ft_median,topk_pairwise_rmse_max_ft_p90,topk_alt_mean_separation_gt1_episode_fraction,topk_alt_mean_separation_gt5_episode_fraction,topk_alt_mean_separation_gt10_episode_fraction,topk_all_mean_errors_same_sign_fraction,topk_all_mean_errors_same_sign_sse_fraction,topk_any_episode_mean_error_within5_fraction,topk_any_episode_mean_error_within5_sse_fraction,topk_any_mean_error_opposite_sign_fraction,topk_any_mean_error_opposite_sign_sse_fraction,topk_any_episode_rmse_better_than_posterior_mean_fraction,topk_any_episode_rmse_better_than_posterior_mean_sse_fraction,posterior_mean_episode_rmse_ft_pooled,top1_episode_rmse_ft_pooled,topk_best_episode_rmse_ft_pooled,topk_rowwise_oracle_rmse_ft_pooled,topk_truth_bracket_row_fraction_pooled,topk_truth_within5_row_fraction_pooled,topk_mean_span_vs_rmse_spearman,topk_mean_span_vs_viterbi_gain_spearman,rank2_score_gap_vs_topk_mean_span_spearman
candidate_gr_with_opposed_prior,44,34,0.04529172193512498,0.5227272727272727,0.5246334112238265,5.0,0.0009765625,0.00250244140625,0.0,0.0015555329115159117,0.00043038023325175717,0.0,0.3500000000003638,0.0,0.023778258668391835,0.0,0.0,0.0,0.8181818181818182,0.9180179669136834,0.22727272727272727,0.23048310889034065,0.18181818181818182,0.08198203308631664,0.5227272727272727,0.6876940146967353,20.777544383867973,17.63332796777938,17.63317318729033,17.63316002062736,0.0,0.29125598017176785,0.2036806344937793,0.19467264574466867,-0.017118842259509232
neither_prior_nor_observed_gr,62,56,0.09162580864989919,0.6935483870967742,0.8380244675699756,5.0,0.000732421875,0.0020751953125,0.0,0.0008742152591366903,0.0006890881751600263,0.0,0.3500000000003638,0.0,0.017492019657038862,0.0,0.0,0.0,0.7580645161290323,0.9196370347349363,0.16129032258064516,0.14819391328452675,0.24193548387096775,0.08036296526506387,0.5483870967741935,0.7590681368139887,22.174776243135078,19.741600701044618,19.74146959636638,19.741458148471445,0.00016226566134074706,0.1716770696985104,0.19417260806821063,0.16943449342631944,0.10386596906169954
opposed_prior_gr_ambiguous,51,44,0.009874138617949233,0.7450980392156863,0.5591544820864255,5.0,0.00140380859375,0.00341796875,0.0,0.0,0.002544962289695232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019607843137255,0.957025167382272,0.13725490196078433,0.12209782409857586,0.09803921568627451,0.04297483261772795,0.49019607843137253,0.37164529396582324,13.76448580447601,21.172102814301148,21.16990248555423,21.16990248555423,0.0,0.16959969058209243,-0.06347169732271576,0.11413259335093844,0.1524916905493844
prior_aligned_gr_ambiguous,129,110,0.08243173648122946,0.7054263565891473,0.7868766051958549,5.0,0.00128173828125,0.0030517578125,0.0,0.0009237669037247546,0.013569566368665213,0.0,0.3500000000003638,0.0,0.018950234577131058,0.007751937984496124,0.0,0.0,0.813953488372093,0.7191040473097573,0.2713178294573643,0.16886724875500833,0.18604651162790697,0.2808959526902429,0.6046511627906976,0.8337076611449523,20.407387070292543,17.137647692480062,17.133007569286914,17.1329961987878,2.0367843249078355e-05,0.23952583660916146,0.32234997324650716,0.2131628637349284,0.037696437076468324
prior_and_wrong_gr_reinforce,136,124,0.28886636243143893,0.6911764705882353,0.7639805244495187,5.0,0.000732421875,0.002197265625,0.0,0.001182289483040222,0.0009222943988235808,0.0,0.3500000000003638,0.0,0.02094778391666885,0.0,0.0,0.0,0.7132352941176471,0.6184542148768956,0.19852941176470587,0.18982262956334994,0.2867647058823529,0.3815457851231044,0.6544117647058824,0.828925603595542,25.99118013272054,18.878394731470486,18.877311646549522,18.877294278166186,5.1854016800701443e-05,0.2597179141486042,0.33761053979462785,0.1642953199831335,0.028445034308512758
prior_persists_against_truth_gr,216,184,0.4819102318843581,0.6944444444444444,0.7968463283654353,5.0,0.001220703125,0.00311279296875,0.0,0.0010397237574579776,0.0010327514455487415,0.0,0.3500000000003638,0.0,0.019074677306461847,0.0,0.0,0.0,0.7546296296296297,0.7788847116758835,0.2222222222222222,0.2213715850590936,0.24537037037037038,0.22111528832411642,0.6388888888888888,0.8628580449383915,27.037463986755547,21.399455057471673,21.39936590137557,21.399358123876695,0.0002018107932081495,0.23729891541987347,0.29738494593245696,0.2145339948256698,-0.03418946783566639
