name,rows,rmse,mae,bias_pred_minus_true,error_std,within_5,within_10,within_25,stage,well_id,fold
final_post_u,4428,5.308291083089579,4.206821044109405,-1.4130763121522774,5.116753810654023,0.6775067750677507,0.9175700090334237,1.0,final_post_u,0dc835f3,4
geometry_tvt_geop,5609,4.627363948362797,3.6786538022254187,0.5816908421846594,4.59065712885707,0.5933321447673382,0.9787840969869852,1.0,geometry_tvt_geop,10a1281a,4
geometry_plus_gr_pre_u,5609,4.52869836668832,3.690338291055161,-2.616590411658149,3.6962905072605015,0.7896238188625423,0.9545373506863969,1.0,geometry_plus_gr_pre_u,10a1281a,4
final_post_u,5609,5.403687026255357,4.309460111669312,-2.702592273638054,4.679297861879745,0.7015510786236405,0.9101444107684079,1.0,final_post_u,10a1281a,4
geometry_tvt_geop,5414,9.60063032786934,8.768175564609349,8.656641074506814,4.151465765192583,0.18692279275951237,0.6148873291466568,1.0,geometry_tvt_geop,10b89021,4
geometry_plus_gr_pre_u,5414,7.37346961042158,6.73201442601459,6.590276778728114,3.307008629496987,0.25267824159586255,0.9516069449575175,1.0,geometry_plus_gr_pre_u,10b89021,4
final_post_u,5414,7.545078530507957,6.920420426319289,6.759329670010488,3.3525620715578124,0.1976357591429627,0.8782785371259697,1.0,final_post_u,10b89021,4
geometry_tvt_geop,6510,7.943876192588013,7.012319079614064,6.968749682140392,3.813357684617952,0.28110599078341014,0.7881720430107527,1.0,geometry_tvt_geop,125be846,4
geometry_plus_gr_pre_u,6510,11.471050609564724,10.498574763443541,10.480346707304758,4.66340379785855,0.21827956989247313,0.2857142857142857,1.0,geometry_plus_gr_pre_u,125be846,4
final_post_u,6510,11.346550868163646,10.47648661321057,10.4216490682117,4.487031012024255,0.14531490015360984,0.3139784946236559,1.0,final_post_u,125be846,4
geometry_tvt_geop,5551,8.749417801440828,6.572502819909321,6.171416879671309,6.202090418679633,0.48495766528553413,0.7685101783462439,1.0,geometry_tvt_geop,1295a25b,4
