well_id,fold,k16_segment,rows,error_sum,error_sq_sum,x_sum,x_sq_sum,x_error_sum,start_error,end_error,mean_error,mean_corrected_sse,start_corrected_sse,affine_corrected_sse,error_slope_per_row
35b30c7f,3,14,599.0,8776.138432408748,128791.51709908899,5199320.0,45148007700.0,76132896.14684275,14.68001976882988,13.527039768721806,14.65131624776085,209.53749174026598,210.03100312119932,101.51355548404925,-0.0024559017797329006
35b30c7f,3,15,599.0,5342.820217163286,53989.13882993152,5558121.0,51591714859.0,49241398.895881526,13.514893926329025,2.920196009792562,8.919566305781778,6333.499643072195,18982.60417123066,81.31962046233457,-0.018683865482415234
367456ce,3,0,348.0,-50.40202170465818,49.2251324935222,60378.0,13987570.0,-12747.01250628975,-0.0661802393115067,-1.2983912248437264,-0.14483339570304074,41.925236539738194,44.078075555340384,37.36425751569207,-0.0011396003859158806
367456ce,3,1,348.0,-445.1833037036158,625.8087297688119,181482.0,98154850.0,-227436.04834555628,-1.3163239792029344,-1.5539492143398093,-1.2792623669644132,56.30248293988711,56.78048289928495,49.94000208668721,0.0013459743831282307
367456ce,3,2,348.0,84.19571542242011,190.66199543608633,302586.0,266610514.0,72214.23148705249,-1.5592082091880002,-0.5865508519582363,0.24194171098396583,170.29153998926694,1299.2526201468138,170.01023973620468,-0.0002830144510050274
367456ce,3,3,348.0,-405.3987137222757,515.2997687520345,423690.0,519354562.0,-505839.8702636397,-0.5915565334689745,-1.734198449543328,-1.164938832535275,43.03506447710447,157.44607126423412,0.18817285867604738,-0.003492876342301121
367456ce,3,4,348.0,-768.9380780418178,1721.4397582840406,544794.0,856386994.0,-1212612.9053037476,-1.7332836396035418,-2.6048063776215717,-2.2095921782810857,22.400195460349096,101.35089421831276,0.14735559387703745,-0.0025171915867803754
367456ce,3,5,348.0,-1012.9035024826771,2956.4289593054295,665898.0,1277707810.0,-1938508.787360507,-2.6130494238095707,-2.7650775798520044,-2.9106422485134402,8.229231312111096,39.04862959381035,8.200449060617146,-9.05286266447768e-05
367456ce,3,6,348.0,-129.00818550713302,706.6314571823845,787002.0,1783317010.0,-248308.14144964563,-2.7501560014443385,0.5581938652703684,-0.3707131767446351,658.8064229069739,2629.09478120016,121.39844073889844,0.012370168247984877
367456ce,3,7,348.0,-80.62217205611341,76.20759232593684,908106.0,2373214594.0,-220948.95510762112,0.5653393647535268,-0.1579303151065687,-0.23167290820722244,57.52961925971398,278.5891592707348,25.74487277423394,-0.0030083816162170206
367456ce,3,8,348.0,95.36239657720944,458.5781708304278,1029210.0,3047400562.0,260229.25725983927,-0.1391249582902674,-2.1743707124551293,0.2740298752218662,432.44602519551694,491.84855212166167,297.06415726162567,-0.006208744684208011
367456ce,3,9,348.0,-204.52492792393787,1441.3547025898056,1150314.0,3805874914.0,-611952.6589989943,-2.1771674255523976,3.977723985086413,-0.5877153101262582,1321.152271146438,2200.324864623393,151.04951431059658,0.018253054539661556
367456ce,3,10,348.0,1786.6609008597152,9670.019341209436,1271418.0,4648637650.0,6497247.502235223,4.028794310945159,4.357239425135049,5.134083048447457,497.1538967817087,922.2926880325085,235.425385157344,-0.00863274808697968
367456ce,3,11,348.0,609.0243351485369,1423.5425990702365,1392522.0,5575688770.0,2402494.3987560924,4.315650061535052,0.3143733642700681,1.7500699285877497,357.70742434863473,2648.3135180123513,18.472889297850315,-0.009828190805028046
367456ce,3,12,348.0,-116.59538885920483,150.4203059124532,1513626.0,6587028274.0,-524585.1856040399,0.3211395660673588,-0.8804404438924394,-0.335044220859784,111.35569469627737,261.19654715094134,24.61672897673573,-0.004969705685393631
367456ce,3,13,348.0,-368.9780685325386,438.67808518411414,1634730.0,7682656162.0,-1741881.2045784465,-0.8745130500501546,-2.0087037567227526,-1.0602818061279844,47.4573522588189,59.46684295449592,26.365087171565197,-0.002450671840996656
367456ce,3,14,348.0,-1078.6046371254524,3431.2996027197796,1755834.0,8862572434.0,-5454657.632482732,-2.0113961209444824,-3.147914474036952,-3.099438612429461,88.23074286768542,500.20583208802555,43.32688837700954,-0.003575735293513852
367456ce,3,15,349.0,-1135.8987031161087,3700.8844460358164,1882506.0,10157779714.0,-6130565.753151616,-3.149490015972333,-3.5233980994362355,-3.2547240776965864,3.8475871794912564,7.7124856831883335,0.333583158495399,-0.0009959909504498946
3690a146,3,0,254.0,366.7924398732539,546.9336975582225,32131.0,5430139.0,49015.32292537999,1.540091995066177,2.0586457868521397,1.4440647239104485,17.26167414021245,19.60386828883884,12.249933009407652,0.0019157451253148361
3690a146,3,1,255.0,794.9403893865019,2541.871565401214,97155.0,38397815.0,310212.9267953863,2.0654824011762685,2.76530089370317,3.117413291711772,63.713829409201026,345.88627201721965,24.71648349238555,0.005312527818962083
3690a146,3,2,254.0,625.9749418719148,1684.51168802098,161417.0,103946071.0,408318.577834624,2.7376491989507485,3.1635397079717222,2.4644682750862787,141.81630277866861,160.77176833818385,60.90365651416984,0.007697534010601566
3690a146,3,3,255.0,697.660865646083,1932.6277461637037,226950.0,203367260.0,615799.0625297609,3.145997998923121,1.905980803141574,2.7359249633179727,23.879967912558868,66.7607410178166,4.914832401874868,-0.0037047735462403817
3690a146,3,4,254.0,278.90631753991875,346.1091129835721,290703.0,334075151.0,319921.70963574434,1.896723405450757,1.637126685352996,1.0980563682673967,39.854254858855654,201.87299007480044,39.48152979067222,0.0005224415573066267
3690a146,3,5,255.0,118.97393251166613,97.48762317847284,356745.0,500468015.0,162348.43719067448,1.6345992303467938,0.5283208636883501,0.4665644412222201,41.9786168361572,389.8764603305055,29.836139649405634,-0.0029644036541414264
3690a146,3,6,254.0,253.73887551669395,275.16300248819414,419989.0,695817379.0,422783.0930664933,0.5370353633061313,0.7081864438969205,0.9989719508531258,21.684983006003932,75.8848773783027,14.064570085067992,0.0023622870342475586
3690a146,3,7,255.0,-94.56731564965594,102.00221180553079,486540.0,929700080.0,-189900.47938174024,0.6891582516964263,-1.0928217895125272,-0.3708522182339449,66.93171302442624,353.45537309673784,2.082582547991038,-0.006850712947398034
3690a146,3,8,255.0,-384.8295915504714,590.0649742908022,551565.0,1194416855.0,-835221.6658899942,-1.0977686476999224,-1.3087625212301646,-1.5091356531391034,9.304917299027124,52.45673465584696,3.4871952095676066,-0.0020519188327384184
3690a146,3,9,254.0,-207.2496841438824,172.7906639763248,614045.0,1485819355.0,-499284.5413438302,-1.2902637987772323,-0.7340923978463252,-0.8159436383617418,3.6866026466435926,60.83142474909414,1.4654994623104938,0.0012753452861213937
3690a146,3,10,255.0,-147.99795873800576,99.78834818018848,681360.0,1821975680.0,-391843.89198659034,-0.7377827750278811,0.0519620016639237,-0.5803841519137481,13.892678413065113,20.210131685412478,4.478633025776695,0.002610188282596853
3690a146,3,11,254.0,43.46703632023491,43.69236904949396,743331.0,2176723739.0,122165.3515551556,0.0640902942941465,-0.6331058855776064,0.17113006425289334,36.25385233112931,39.164060468745966,17.645487937323374,-0.0036914544583199734
3690a146,3,12,255.0,-372.6740402847063,601.3432555217935,811155.0,2581665815.0,-1194326.4075625814,-0.6409748528549244,-2.270373514815219,-1.461466824645907,56.69250923894299,228.36031356117388,0.005709822882401738,-0.0064050815025262576
3690a146,3,13,254.0,-643.1861896793125,1636.5218530313905,872617.0,2999241271.0,-2208638.2473237664,-2.2670351688539085,-2.2391651823581924,-2.5322290932256397,7.827071164490462,25.690336815504907,7.05333170634882,0.0007527327060081267
3690a146,3,14,255.0,-583.7209538113984,1350.228993950967,940950.0,3473487260.0,-2157518.7284555077,-2.239614741325568,-2.782938980661129,-2.289101779652543,14.032319760814971,14.656806336220825,4.713278558132576,-0.0025969842023559476
3690a146,3,15,255.0,-708.7769650472728,1971.1505235059017,1005975.0,3969953135.0,-2795076.165993103,-2.7907075180046377,-2.720385132182855,-2.7795175099893052,1.0925384799290896,1.1244686311720216,0.2962211542786445,0.000759148562983771
37344c2a,3,0,324.0,23.88584263696248,126.44298676731728,52326.0,11284974.0,-13658.738312147172,1.5840301745956822,-0.5542681346723839,0.07372173653383482,124.68208096954649,863.7363122677313,16.430263629453037,-0.00618006117788772
37344c2a,3,1,325.0,-525.4336485424501,1360.5681395669935,157950.0,79624350.0,-290253.27720890957,-0.5577319431467913,-3.727849576238441,-1.6167189185921542,511.08961950351363,875.5619791064618,85.49116030844249,-0.012197411083942053
37344c2a,3,2,325.0,-767.9914511533952,2099.11077201067,263575.0,216619975.0,-594881.7724831575,-3.7168365813158735,-0.24853736327168,-2.363050618933524,284.30809802698445,879.9474384086234,11.040783440624068,0.009773755755596152
