name,rows,rmse,mae,bias_pred_minus_true,error_std,within_5,within_10,within_25,increment_rows,increment_rmse,increment_mae,increment_bias
geometry_tvt_geop,3783989,10.077950290784381,6.917945315931533,-0.48103241793331275,10.066463623160727,0.5112036530761586,0.7705601152646057,0.9732612859075436,3783216,0.03601693441433214,0.0118812298947911,-4.471141931474418e-06
geometry_plus_gr_pre_u,3783989,9.500816404575934,6.1821917793473995,-0.29332947682524807,9.496287178233638,0.5810508434353271,0.8005459318195692,0.9768807467463568,3783216,0.036431793585304996,0.012482596942268399,3.693216823544727e-05
final_post_u,3783989,9.427109596582214,6.148527797393763,-0.2996190050669165,9.422347042949287,0.5820339329739066,0.8077095361535142,0.9767446469849674,3783216,0.03568667781285847,0.011499237530866251,-4.162855525986058e-05
