episode_id,well,decoder_rows,posterior_mean_error_recomputed_ft,marginal_map_mean_error_ft,viterbi_mean_error_ft
ab112491:000,ab112491,4275,-33.562433567251624,-29.115047953112747,-29.35010058469172
807f0298:001,807f0298,735,-32.62064489795934,-25.869768707391984,-12.908340135948459
b8c49c1a:000,b8c49c1a,3269,-32.932699602324995,-33.63620679099699,-3.0986264911794152
a6b8ac67:000,a6b8ac67,4916,-32.08767809194483,-32.80994507722145,-4.219231082073947
ad2133a8:001,ad2133a8,1010,-32.05088267326744,-32.5804455444921,4.02712871297178
c1d046f4:000,c1d046f4,1526,32.41020150720823,46.615111402511,9.569927916234343
47222616:001,47222616,2066,-32.72557938044545,-32.916844143184434,-24.03334946747512
d2f3b1ab:000,d2f3b1ab,1835,31.604539509536664,31.912130790321168,3.588452316176017
e7818f7a:001,e7818f7a,3595,31.6583386648121,31.93732962461285,1.0351043116460636
9896fc0b:001,9896fc0b,1050,30.661564761904668,35.6910761905905,26.01407619058009
939d9c34:002,939d9c34,472,-31.02390042372899,-26.837012711774403,-17.676207627019423
e730c32b:000,e730c32b,4001,-31.237762184454027,-31.164991252101192,-14.344521369553547
55efee7f:001,55efee7f,1103,-30.858316863100807,-31.097388939177968,-9.666473254659294
368131f9:001,368131f9,2964,-30.88599139676128,-30.249385964814167,-24.7074831308001
4c3df468:000,4c3df468,3413,29.15204321711092,31.036624670537062,-28.432200410098993
028d7b28:000,028d7b28,4839,29.297103223806428,29.872300062127923,-10.369960735598863
a2e8e7f6:000,a2e8e7f6,2550,-30.700953921568757,-26.29186274501526,-5.8780784312685155
54753541:000,54753541,2024,-27.619927371541618,-27.753310276593837,-10.12309782598308
353e5502:000,353e5502,4309,-31.032109886284704,-31.39745184490226,1.842638663371172
529e88ca:000,529e88ca,2099,-29.733632444021094,-25.186927108050703,-19.991786564931658
1e30dedf:000,1e30dedf,634,-28.462216876971734,-30.117839116657247,7.465205047417848
8612b37f:001,8612b37f,2439,-29.357793152931684,-29.54893808928098,-25.971303812934813
9c350a6a:000,9c350a6a,4394,28.348977924442273,29.310302685634948,-18.966995903401173
2e63d9de:000,2e63d9de,3428,28.6530972870477,29.313404317510916,-0.24822053666192795
c8d9680c:000,c8d9680c,5026,-29.74711659371283,-26.994050935012297,-47.22246319130071
89f1085d:001,89f1085d,4016,-29.009676045816878,-28.554967629435982,28.97340637460751
14fee784:000,14fee784,965,-29.097588082901684,-28.638932642400317,-11.569450777097769
