cause_bucket,observed_emission_evidence_class,current_prior_sign_matches_actual,episodes,wells,episode_sse_fraction,current_prior_vs_actual_spearman,current_prior_sign_match_fraction,current_prior_sign_match_sse_fraction_within_group,position_effect_vs_actual_spearman,position_effect_sign_match_fraction,actual_abs_better_than_prior_fraction,viterbi_recoverable_fraction,viterbi_recoverable_sse_fraction_within_group,viterbi_mean_error_sign_matches_actual_fraction,viterbi_abs_mean_error_better_fraction,viterbi_abs_mean_error_better_sse_fraction_within_group,viterbi_abs_mean_error_within5_fraction,all_row_emission_truth_strong_sse_fraction_within_group,all_row_emission_candidate_strong_sse_fraction_within_group,imputed_emission_truth_strong_sse_fraction_within_group,imputed_emission_candidate_strong_sse_fraction_within_group,affine_observed_truth_strong_sse_fraction_within_group,affine_observed_candidate_strong_sse_fraction_within_group,pre128_error_slope_abs_median_ft_per_row,episode_error_slope_abs_median_ft_per_row,pre128_error_change_abs_median_ft,pre128_slope_sign_matches_actual_fraction,current_prior_abs_error_median_ft,actual_abs_error_median_ft,actual_to_current_prior_abs_ratio_median
candidate_gr_with_opposed_prior,candidate_strong,False,44,34,0.04529172193512498,-0.7037350246652573,0.0,0.0,0.6556730091613813,1.0,0.6818181818181818,0.5227272727272727,0.6876940146967353,0.8181818181818182,0.5227272727272727,0.6876940146967353,0.22727272727272727,0.0,1.0,0.0,0.6995605253278688,0.14111837472760946,0.8118467369272673,0.0279419927955036,0.00180096283388595,3.582499999999527,0.9090909090909091,23.539295340260296,12.74508058032982,0.6604443231528405
prior_and_wrong_gr_reinforce,candidate_strong,True,136,124,0.28886636243143893,0.8115834168217164,1.0,1.0,-0.7665712513715948,0.09558823529411764,0.8308823529411765,0.6544117647058824,0.828925603595542,0.7132352941176471,0.6544117647058824,0.828925603595542,0.19852941176470587,0.0,0.9961109190319343,0.0022685486752797783,0.704052640237747,0.03484521496522499,0.92036396330579,0.0273576797404331,0.00306498402708505,3.523500000000239,0.9558823529411765,45.284679201779994,15.800658585295208,0.4075961443790277
opposed_prior_gr_ambiguous,near_tie,False,51,44,0.009874138617949233,-0.7631674208144795,0.0,0.0,0.8116742081447963,0.9803921568627451,0.6862745098039216,0.49019607843137253,0.37164529396582324,0.9019607843137255,0.49019607843137253,0.37164529396582324,0.13725490196078433,0.3662415139018919,0.14355367425142476,0.3353891950353897,0.06617901375546918,0.31075017319585985,0.16185676383480513,0.0186603558185298,0.0022135070859804,2.4149999999990523,0.8823529411764706,22.66206782295257,11.498463333333202,0.6139852059076525
prior_aligned_gr_ambiguous,near_tie,True,129,110,0.08243173648122946,0.7724563953488374,1.0,1.0,-0.7223501788908767,0.09302325581395349,0.8837209302325582,0.5968992248062015,0.8330574374129045,0.813953488372093,0.6046511627906976,0.8368895016234601,0.2713178294573643,0.1317725192653713,0.3827959030180199,0.09814514446528683,0.2798514220959495,0.22972131264814202,0.2619023178473838,0.02875590551181,0.0021196081833287,3.592000000000553,0.9534883720930233,39.0391771319136,12.536808346213226,0.35487826651992344
neither_prior_nor_observed_gr,truth_strong,False,62,56,0.09162580864989919,-0.6961043539573418,0.0,0.0,0.7264234091309714,0.9838709677419355,0.6129032258064516,0.5483870967741935,0.7590681368139887,0.7580645161290323,0.5645161290322581,0.7767274961402533,0.16129032258064516,1.0,0.0,0.8848092978028984,0.0,0.9123073782017386,0.04698584951585166,0.0199408819355419,0.0018377026367803499,2.5847499999999846,0.9032258064516129,19.467128121070743,13.998139470404809,0.8598203984800017
prior_persists_against_truth_gr,truth_strong,True,216,184,0.4819102318843581,0.8174317388871025,1.0,1.0,-0.7366639278867335,0.125,0.8611111111111112,0.6388888888888888,0.8628580449383915,0.7546296296296297,0.6342592592592593,0.8405334228710307,0.2222222222222222,0.9987010081769426,0.0,0.9215510128693605,0.0004007761004078613,0.900371345202992,0.08217619593182951,0.02473458672862105,0.003539599173642,3.152499999999235,0.9444444444444444,43.78197358012527,15.213974303308078,0.42176612100766875
