members,best_member_rmse,full_oof_weights_diagnostic,full_oof_rmse_diagnostic,crossfit_rmse,crossfit_delta_vs_best_member,crossfit_folds_beating_best_parent,crossfit_fold_weights
hmm_lgb_exp148|exp226_k16|exact_hmm,8.3277284922205,"[0.5114303111831354, 0.3067424865559377, 0.18182720226092683]",7.645636309054729,7.6951358409470565,-0.632592651273443,5,"[[0.5511114798177242, 0.2676359462370811, 0.18125257394519478], [0.4965356193611441, 0.34454386011370963, 0.15892052052514624], [0.48594064754602945, 0.3055353395620067, 0.20852401289196387], [0.4927538447629882, 0.3358158233197755, 0.17143033191723633], [0.5347033765898106, 0.2775705502382057, 0.18772607317198375]]"
hmm_exp218_shrink_a050|exp226_k16|exact_hmm,8.33685425907129,"[0.5104991726551372, 0.30510623299548856, 0.18439459434937427]",7.66114390686318,7.707358016864771,-0.6294962422065185,5,"[[0.5508679716182023, 0.2663183952592718, 0.18281363312252583], [0.49606132407199377, 0.34203368645016763, 0.16190498947783857], [0.4881579952935847, 0.30198620960529055, 0.20985579510112473], [0.4905517242258215, 0.334490713822193, 0.17495756195198553], [0.5293950582583902, 0.2790479307291081, 0.19155701101250183]]"
hmm_lgb_exp148|exp226_k16|hmm_peer_atlas,8.3277284922205,"[0.5162249553279395, 0.30175699716479654, 0.1820180475072639]",7.672640911623678,7.718508020317791,-0.6092204719027086,5,"[[0.5551904640148877, 0.26082386943527436, 0.183985666549838], [0.49123502368167715, 0.33804594293026125, 0.1707190333880616], [0.49257285207211565, 0.2993500548701673, 0.20807709305771713], [0.5008932419655434, 0.3345931302202245, 0.16451362781423198], [0.544845252729344, 0.27270310400466335, 0.1824516432659925]]"
hmm_lgb_exp148|exp226_k16|selfgr_hmm_a070,8.3277284922205,"[0.5084412757942243, 0.306215257601622, 0.18534346660415382]",7.6810158766663195,7.727201477153059,-0.6005270150674402,5,"[[0.5409931063407856, 0.26853076944828264, 0.19047612421093182], [0.4792438182180304, 0.33911222818096853, 0.18164395360100108], [0.4803138452077228, 0.30409743794019206, 0.21558871685208508], [0.4973638881539179, 0.33681522876473774, 0.16582088308134424], [0.5501931696222128, 0.27864761307905167, 0.1711592172987356]]"
hmm_exp218_shrink_a050|exp226_k16|hmm_peer_atlas,8.33685425907129,"[0.515224033494141, 0.29986058183844605, 0.18491538466741292]",7.687927639146787,7.729972902557617,-0.6068813565136724,5,"[[0.5549208398476851, 0.2592921708695052, 0.1857869892828098], [0.4907446349841053, 0.3351585031130426, 0.17409686190285206], [0.4947564603675765, 0.2957835276484826, 0.2094600119839409], [0.49844889540199594, 0.33295934555387996, 0.1685917590441241], [0.5393840201794255, 0.27390311658903577, 0.18671286323153866]]"
hmm_exp218_shrink_a050|exp226_k16|selfgr_hmm_a070,8.33685425907129,"[0.5070485441447602, 0.3048314504305129, 0.1881200054247269]",7.6973424732827285,7.739626841824926,-0.5972274172463639,5,"[[0.540427934866583, 0.26721441317829986, 0.1923576519551172], [0.47833689792207296, 0.3367371207287406, 0.18492598134918645], [0.48216216294428005, 0.3009168487173869, 0.21692098833833315], [0.4944549109445843, 0.3360480694880697, 0.16949701956734606], [0.5444169442071898, 0.2803026921958611, 0.17528036359694904]]"
hmm_exp218_residual_scale|exp226_k16|exact_hmm,8.427220066306026,"[0.4945758780601207, 0.3120639811092225, 0.19336014083065678]",7.719767423029018,7.767180420262744,-0.6600396460432814,5,"[[0.5358755401454722, 0.273869219622812, 0.19025524023171578], [0.4787205917751972, 0.3498691331039095, 0.17141027512089335], [0.4756366678531232, 0.305456910883505, 0.2189064212633718], [0.47328876495822825, 0.3441329458148048, 0.18257828922696687], [0.5116252387510313, 0.28539067931353596, 0.2029840819354327]]"
hmm_exp218_residual_scale|exp226_k16|hmm_peer_atlas,8.427220066306026,"[0.4990757362735603, 0.3058536718603613, 0.19507059186607845]",7.745329308407857,7.788916526746299,-0.6383035395597263,5,"[[0.5398640957948306, 0.2657810206541361, 0.19435488355103325], [0.4735034212200737, 0.34227280711087127, 0.18422377166905504], [0.48203482413145127, 0.2981140596384552, 0.21985111623009354], [0.4808039968297229, 0.34174504870373407, 0.177450954466543], [0.520965632976095, 0.2792335476915021, 0.19980081933240287]]"
hmm_exp218_residual_scale|exp226_k16|selfgr_hmm_a070,8.427220066306026,"[0.48986232197702595, 0.3105769798142678, 0.19956069820870626]",7.75201208082973,7.794503072522757,-0.6327169937832684,5,"[[0.5241501065330529, 0.27373185337246697, 0.2021180400944801], [0.46017181002794244, 0.34356522139744033, 0.1962629685746173], [0.4685473953996601, 0.3027395188919627, 0.2287130857083772], [0.4759618949195651, 0.3442633834936568, 0.17977472158677815], [0.5246212738039104, 0.2858215527964749, 0.18955717339961464]]"
hmm_lgb_exp148|exp226_k16|selfgr_hmm_a150,8.3277284922205,"[0.559136158139456, 0.3069597752545648, 0.13390406660597923]",7.797421771311436,7.845717577694331,-0.4820109145261684,5,"[[0.5939242303955508, 0.2686468932418576, 0.13742887636259166], [0.5284331852917766, 0.3397736461684167, 0.13179316853980666], [0.5418967977700846, 0.30525023936560375, 0.15285296286431158], [0.5200860316470088, 0.34103854730188415, 0.1388754210511069], [0.6196311719003846, 0.2750833654893478, 0.10528546261026754]]"
hmm_exp218_shrink_a050|exp226_k16|selfgr_hmm_a150,8.33685425907129,"[0.5584790386139924, 0.3058296219965537, 0.13569133938945388]",7.818111088327033,7.863458101891583,-0.47339615717970673,5,"[[0.5935982302879448, 0.267157280244315, 0.13924448946774026], [0.5282288482352647, 0.3374009694001676, 0.13437018236456771], [0.5447256421744355, 0.30250678240958906, 0.1527675754159753], [0.5173106667207371, 0.3411769406343366, 0.14151239264492615], [0.6157127722538189, 0.2767611503244345, 0.10752607742174657]]"
hmm_exp218_residual_scale|exp226_k16|selfgr_hmm_a150,8.427220066306026,"[0.5407190842114206, 0.3103486725305786, 0.14893224325800086]",7.879618262706836,7.923453398897813,-0.5037666674082129,5,"[[0.5775299675889712, 0.27263838135988444, 0.14983165105114443], [0.5098064331184917, 0.3427888786084873, 0.14740468827302103], [0.5303597629885923, 0.30272892828603026, 0.16691130872537743], [0.49779965894455236, 0.3485018397807947, 0.15369850127465304], [0.5946783879538864, 0.2809685838496662, 0.12435302819644733]]"
hmm_lgb_exp148|hmm_exp218_shrink_a050|exp226_k16,8.3277284922205,"[0.47661299969664367, 0.1909929106230468, 0.33239408968030953]",7.90281770302353,7.946351145905673,-0.3813773463148262,4,"[[0.4401400514068398, 0.26601760557425724, 0.29384234301890294], [0.4857121594144577, 0.1462990749827095, 0.3679887656028328], [0.4031680847482821, 0.25707955475616, 0.33975236049555785], [0.5099027880591831, 0.12123349176127463, 0.3688637201795423], [0.5610341166525648, 0.1506622736815219, 0.2883036096659133]]"
hmm_lgb_exp148|hmm_exp218_residual_scale|exp226_k16,8.3277284922205,"[0.5697805391652626, 0.09981594559173575, 0.3304035152430017]",7.903850388706368,7.946799028132959,-0.3809294640875409,4,"[[0.5654943720036053, 0.14423425448552243, 0.29027137351087234], [0.5665644425566713, 0.06608778152597819, 0.3673477759173505], [0.5394356009155351, 0.1226478382985732, 0.3379165607858918], [0.5673924587843654, 0.06496606013551368, 0.367641481080121], [0.6137961137982771, 0.10122076030900164, 0.2849831258927213]]"
hmm_lgb_exp148|exp226_k16|pf_mix_e02,8.3277284922205,"[0.6626587985879439, 0.33734120141205615, 1.855552976023364e-18]",7.907149867396875,7.9471589999982815,-0.38056949222221803,4,"[[0.6999222619336886, 0.30007773806631144, 0.0], [0.6281034321897746, 0.37189656781022534, 1.6180953420960347e-17], [0.6535165104074111, 0.3464834895925889, 0.0], [0.627842935807347, 0.372157064192653, 0.0], [0.7077891084965974, 0.2922108915034026, 1.2258113203253207e-17]]"
hmm_lgb_exp148|exp226_k16|pf_temp_t2,8.3277284922205,"[0.6626587985879435, 0.3373412014120565, 0.0]",7.907149867396875,7.9471589999982815,-0.38056949222221803,4,"[[0.6999222619336888, 0.30007773806631116, 1.2520641352755237e-17], [0.6281034321897746, 0.3718965678102254, 2.201457580252767e-17], [0.6535165104074108, 0.34648348959258923, 0.0], [0.6278429358073468, 0.37215706419265315, 1.117584010839814e-18], [0.707789108496598, 0.292210891503402, 0.0]]"
hmm_lgb_exp148|exp226_k16|pf_temp_t4,8.3277284922205,"[0.6626587985879439, 0.3373412014120561, 1.4433675066786673e-18]",7.907149867396875,7.9471589999982815,-0.38056949222221803,4,"[[0.6999222619336884, 0.3000777380663116, 0.0], [0.6281034321897743, 0.37189656781022573, 0.0], [0.6535165104074108, 0.34648348959258923, 5.034787145246738e-18], [0.6278429358073464, 0.3721570641926536, 1.6641510420349516e-17], [0.7077891084965977, 0.2922108915034023, 7.55130273352581e-18]]"
hmm_lgb_exp148|exp226_k16|pf_mix_e05,8.3277284922205,"[0.6626587985879436, 0.33734120141205637, 1.4736960448314822e-17]",7.907149867396875,7.9471589999982815,-0.38056949222221803,4,"[[0.6999222619336881, 0.3000777380663119, 1.0115550723699478e-17], [0.6281034321897748, 0.3718965678102252, 9.959065671661336e-18], [0.6535165104074108, 0.34648348959258923, 8.193748268160345e-18], [0.6278429358073463, 0.37215706419265365, 0.0], [0.7077891084965975, 0.29221089150340246, 4.018992892358189e-17]]"
hmm_lgb_exp148|exp226_k16|sc15,8.3277284922205,"[0.6626587985879434, 0.3373412014120566, 0.0]",7.907149867396875,7.947168984579213,-0.3805595076412862,4,"[[0.6999235860151629, 0.3000730671519326, 3.3468329044745356e-06], [0.6281034321897746, 0.3718965678102254, 0.0], [0.6535165104074107, 0.3464834895925893, 0.0], [0.6278429358073467, 0.3721570641926533, 0.0], [0.7077891084965984, 0.29221089150340174, 9.120246737136e-18]]"
hmm_lgb_exp148|exp226_k16|sc8,8.3277284922205,"[0.6626587985879432, 0.3373412014120568, 1.5426794710941463e-18]",7.907149867396875,7.9474322009225595,-0.38029629129793996,4,"[[0.6999564168377365, 0.29996481651878293, 7.876664348065487e-05], [0.6281034321897746, 0.3718965678102254, 0.0], [0.6535165104074109, 0.3464834895925892, 0.0], [0.6278429358073467, 0.3721570641926532, 1.764074605269674e-19], [0.7077891084965974, 0.29221089150340257, 0.0]]"
hmm_lgb_exp148|exp226_k16|pf_medoid_k8_m1,8.3277284922205,"[0.6626587985879433, 0.3373412014120567, 4.747828503208984e-18]",7.907149867396875,7.947665281144964,-0.38006321107553553,4,"[[0.6999222619336886, 0.3000777380663114, 0.0], [0.6281034321897748, 0.3718965678102251, 0.0], [0.65145223465715, 0.3467330629026691, 0.0018147024401810384], [0.6278429358073462, 0.37215706419265376, 0.0], [0.7077891084965977, 0.29221089150340224, 4.2954206202478176e-18]]"
hmm_lgb_exp148|exp226_k16|exp192_likpf,8.3277284922205,"[0.5919362749085048, 0.34282482795249775, 0.0652388971389975]",7.888524483688665,7.9484457109388895,-0.37928278128160997,5,"[[0.6143838647594584, 0.3045298519855231, 0.08108628325501852], [0.5836200214659805, 0.37562565931949743, 0.0407543192145221], [0.5570501245729698, 0.3526688179680315, 0.09028105745899867], [0.5454868950901388, 0.37979173028190755, 0.07472137462795363], [0.667396368765959, 0.29602150967326213, 0.03658212156077895]]"
hmm_lgb_exp148|exp226_k16|pf_medoid_k8_m0,8.3277284922205,"[0.6109421500117918, 0.34424559363586055, 0.04481225635234768]",7.896092066243686,7.950700456779259,-0.3770280354412403,4,"[[0.6338557408308493, 0.30834531158892176, 0.057798947580228875], [0.6100289849219284, 0.374496647950527, 0.01547436712754461], [0.580688706718203, 0.35472361814422526, 0.06458767513757176], [0.5812418659078273, 0.37902467233093684, 0.03973346176123578], [0.6589618855046869, 0.29894560479034377, 0.04209250970496941]]"
hmm_lgb_exp148|exp226_k16|pf_medoid_k8_m2,8.3277284922205,"[0.6597031848959566, 0.33764598443729965, 0.0026508306667437625]",7.907101537230391,7.952197518565878,-0.3755309736546213,4,"[[0.6836339876762477, 0.30136778245453344, 0.014998229869218881], [0.628103432189775, 0.3718965678102249, 0.0], [0.6384820739620636, 0.3479341289154342, 0.013583797122502251], [0.6269144494707067, 0.37229839230964484, 0.0007871582196484319], [0.6981699358840705, 0.2928427657135761, 0.008987298402353404]]"
hmm_lgb_exp148|exp226_k16|likpf_mean,8.3277284922205,"[0.6527259408283036, 0.3384242079550946, 0.008849851216601786]",7.906851201120333,7.955219522934621,-0.37250896928587807,4,"[[0.6734303807194507, 0.3024583558387589, 0.024111263441790293], [0.6281034321897744, 0.37189656781022556, 0.0], [0.6187035191699433, 0.3498805736024407, 0.03141590722761612], [0.6134674245168675, 0.37411858470748854, 0.012413990775644012], [0.6932289643883996, 0.2936938441557419, 0.013077191455858549]]"
hmm_exp218_shrink_a050|exp226_k16|pf_temp_t2,8.33685425907129,"[0.6646584252488422, 0.3353415747511577, 0.0]",7.93030107479677,7.967511062694161,-0.36934319637712854,4,"[[0.7014446351836295, 0.2985553648163704, 4.868235741521498e-18], [0.6310858350020799, 0.36891416499792007, 5.0076655686703686e-17], [0.6581419492823649, 0.34185805071763503, 1.758251455627997e-17], [0.6285112859158636, 0.37148871408413636, 0.0], [0.7070520480786593, 0.29294795192134065, 3.946961802504254e-17]]"
hmm_exp218_shrink_a050|exp226_k16|sc15,8.33685425907129,"[0.6646584252488419, 0.33534157475115806, 0.0]",7.930301074796771,7.967511062694161,-0.36934319637712854,4,"[[0.7014446351836297, 0.29855536481637035, 3.0040995353570916e-18], [0.6310858350020803, 0.36891416499791974, 0.0], [0.6581419492823656, 0.3418580507176344, 8.817498864344851e-19], [0.6285112859158641, 0.37148871408413586, 0.0], [0.7070520480786591, 0.29294795192134093, 0.0]]"
hmm_exp218_shrink_a050|exp226_k16|pf_medoid_k8_m1,8.33685425907129,"[0.664658425248843, 0.335341574751157, 1.4872378902480498e-17]",7.930301074796771,7.967511062694162,-0.36934319637712765,4,"[[0.7014446351836294, 0.2985553648163705, 6.2293165916771805e-18], [0.63108583500208, 0.36891416499791996, 0.0], [0.658141949282365, 0.3418580507176349, 1.2995783541828531e-17], [0.6285112859158634, 0.37148871408413664, 0.0], [0.7070520480786592, 0.2929479519213408, 8.692917311775804e-18]]"
hmm_exp218_shrink_a050|exp226_k16|pf_mix_e02,8.33685425907129,"[0.6646584252488421, 0.33534157475115783, 1.1555391286694521e-17]",7.93030107479677,7.967511062694162,-0.36934319637712765,4,"[[0.7014446351836292, 0.2985553648163708, 0.0], [0.6310858350020799, 0.3689141649979201, 4.419510352327353e-17], [0.6581419492823648, 0.34185805071763514, 6.949381165162028e-18], [0.6285112859158636, 0.3714887140841364, 6.324004918757424e-18], [0.7070520480786587, 0.2929479519213412, 8.134597118229597e-18]]"
hmm_exp218_shrink_a050|exp226_k16|pf_mix_e05,8.33685425907129,"[0.6646584252488419, 0.33534157475115806, 4.841082190656859e-18]",7.930301074796771,7.967511062694162,-0.36934319637712765,4,"[[0.7014446351836298, 0.29855536481637024, 0.0], [0.6310858350020799, 0.36891416499792007, 2.1352430060395728e-17], [0.6581419492823645, 0.3418580507176355, 2.3401562630373585e-17], [0.6285112859158629, 0.3714887140841371, 1.1798051454174468e-17], [0.7070520480786594, 0.29294795192134054, 0.0]]"
hmm_exp218_shrink_a050|exp226_k16|sc8,8.33685425907129,"[0.6646584252488423, 0.33534157475115767, 3.4606878745266506e-19]",7.930301074796771,7.967511062694162,-0.36934319637712765,4,"[[0.7014446351836293, 0.2985553648163707, 0.0], [0.6310858350020798, 0.3689141649979201, 1.2110266292997317e-18], [0.6581419492823648, 0.3418580507176352, 0.0], [0.6285112859158634, 0.37148871408413664, 0.0], [0.7070520480786593, 0.2929479519213407, 8.922527624344294e-18]]"
hmm_exp218_shrink_a050|exp226_k16|pf_temp_t4,8.33685425907129,"[0.6646584252488421, 0.3353415747511579, 0.0]",7.930301074796771,7.967511062694163,-0.36934319637712676,4,"[[0.70144463518363, 0.2985553648163701, 0.0], [0.6310858350020802, 0.36891416499791985, 9.170814705407852e-18], [0.658141949282365, 0.3418580507176349, 0.0], [0.6285112859158636, 0.37148871408413636, 8.013421517671597e-18], [0.7070520480786597, 0.29294795192134027, 0.0]]"
hmm_exp218_shrink_a050|exp226_k16|exp192_likpf,8.33685425907129,"[0.59330084623115, 0.34220617793746744, 0.06449297583138272]",7.912543161993348,7.96779137052209,-0.3690628885491991,5,"[[0.6177008342290744, 0.30445158059812855, 0.07784758517279702], [0.5859645909434811, 0.3736080846524302, 0.04042732440408875], [0.5629786848609492, 0.34997252048519084, 0.08704879465386005], [0.5411421961049272, 0.3810002702468917, 0.07785753364818093], [0.6652984037565424, 0.29761581302156775, 0.0370857832218899]]"
hmm_exp218_shrink_a050|hmm_exp218_residual_scale|exp226_k16,8.33685425907129,"[0.6252018142627441, 0.04126198022142333, 0.3335362055158325]",7.9299350776865465,7.968215129699738,-0.36863912937155163,4,"[[0.6374087104729708, 0.06702696420446182, 0.2955643253225674], [0.6183681347655002, 0.013274147686830764, 0.36835771754766894], [0.619974727502669, 0.03993075196409106, 0.3400945205332399], [0.606057021736254, 0.023442639327276815, 0.37050033893646916], [0.6434253546455916, 0.0666954638075717, 0.2898791815468367]]"
hmm_exp218_shrink_a050|exp226_k16|pf_medoid_k8_m0,8.33685425907129,"[0.6129669199933088, 0.34314600047167637, 0.043887079535014896]",7.9199298117522625,7.968785399993624,-0.36806885907766596,4,"[[0.6373378636728082, 0.3076043436170506, 0.05505779271014121], [0.6115579399139175, 0.37204264585222435, 0.016399414233858243], [0.5880444945581178, 0.3513123100137272, 0.060643195428155], [0.5786471341327725, 0.37962047166393886, 0.04173239420328873], [0.6572524059153275, 0.3006972447675966, 0.04205034931707595]]"
hmm_exp218_shrink_a050|exp226_k16|pf_medoid_k8_m2,8.33685425907129,"[0.6632478626876046, 0.3355127373188777, 0.0012393999935176902]",7.9302906939064295,7.9714869250581355,-0.365367334013154,4,"[[0.6882262032329138, 0.299837082515211, 0.011936714251875168], [0.6310858350020804, 0.3689141649979196, 0.0], [0.6453912284508627, 0.34331842428692694, 0.011290347262210391], [0.6261027991459981, 0.3718926324472744, 0.0020045684067275344], [0.6976249506682946, 0.2937427946772077, 0.008632254654497728]]"
hmm_exp218_shrink_a050|exp226_k16|likpf_mean,8.33685425907129,"[0.6573576830897119, 0.3362702167771099, 0.0063721001331782596]",7.930150827641922,7.97396165789604,-0.3628926011752496,4,"[[0.6804988009485832, 0.30080408953514676, 0.01869710951627004], [0.6310858350020807, 0.36891416499791924, 0.0], [0.6281142886049352, 0.3453804100348035, 0.026505301360261194], [0.6113169542159815, 0.37411161048317876, 0.014571435300839698], [0.6930475514344163, 0.2946288390255016, 0.012323609540082131]]"
hmm_lgb_exp148|exp226_k16|exp192_pf_ancc,8.3277284922205,"[0.6232401592099532, 0.33501398788094644, 0.041745852909100455]",7.892257182836756,7.985725991297564,-0.34200250092293505,4,"[[0.6292872373349598, 0.2941215216726898, 0.07659124099235053], [0.6090214873582244, 0.3703496328706365, 0.02062887977113913], [0.5950491665655445, 0.342371674832998, 0.06257915860145752], [0.5881564185802732, 0.3703501994189046, 0.041493382000822115], [0.7035589471923671, 0.2921510913716019, 0.0042899614360309675]]"
hmm_lgb_exp148|hmm_exp218_residual_scale|exact_hmm,8.3277284922205,"[0.5230861323079391, 0.2747347202461337, 0.20217914744592716]",7.97557462787366,7.996987486791325,-0.3307410054291742,4,"[[0.5386432204735325, 0.26404680236400674, 0.19730997716246076], [0.5285653622672031, 0.2863562750510883, 0.18507836268170874], [0.4550081264649999, 0.31094120979461326, 0.23405066374038688], [0.5404967413421016, 0.2607241541708, 0.19877910448709846], [0.551861961950765, 0.25316048901786015, 0.19497754903137496]]"
hmm_exp218_shrink_a050|exp226_k16|exp192_pf_ancc,8.33685425907129,"[0.62577257665304, 0.3340314763880102, 0.0401959469589499]",7.916692359504944,8.004281566752057,-0.33257269231923203,5,"[[0.6315252822157946, 0.29438736720781866, 0.07408735057638667], [0.6133260049646365, 0.368012920797522, 0.018661074237841524], [0.600566768017309, 0.3394010478696448, 0.060032184113046186], [0.5878535406434761, 0.37058326992918866, 0.04156318942733537], [0.7032200783933168, 0.2929734581968593, 0.00380646340982389]]"
hmm_lgb_exp148|hmm_exp218_shrink_a050|exact_hmm,8.3277284922205,"[0.4225068310984502, 0.3732801053376474, 0.20421306356390242]",7.984854140808058,8.006713801272081,-0.3210146909484184,4,"[[0.42276442276873, 0.3776340234225782, 0.1996015538086918], [0.40144727424134136, 0.4111651433461091, 0.18738758241254938], [0.33969962868801695, 0.4247122494064307, 0.23558812190555237], [0.43037374565161096, 0.36850517068088645, 0.20112108366750267], [0.5189401569902443, 0.2844698433086103, 0.19658999970114535]]"
hmm_lgb_exp148|hmm_exp218_residual_scale|hmm_peer_atlas,8.3277284922205,"[0.514976917683239, 0.2762968586571713, 0.2087262236595897]",7.987634951746806,8.006910941053038,-0.3208175511674618,4,"[[0.5292711338823498, 0.26475103852560805, 0.20597782759204225], [0.5124449531809758, 0.2841839390128382, 0.20337110780618595], [0.44849540842330377, 0.31037888662093815, 0.24112570495575816], [0.5361180845203809, 0.2660033162558697, 0.19787859922374945], [0.5485444901263441, 0.25644999945105684, 0.19500551042259912]]"
hmm_exp218_shrink_a050|hmm_exp218_residual_scale|exact_hmm,8.33685425907129,"[0.5777702420568348, 0.21632944081258568, 0.20590031713057952]",7.995887401854762,8.014979943963779,-0.32187431510751097,4,"[[0.6033966599795145, 0.1958128963170127, 0.20079044370347277], [0.5954562234610908, 0.21588580988080155, 0.1886579666581076], [0.5198539164577609, 0.2436893712912076, 0.23645671225103138], [0.6004406904301602, 0.19631914327345112, 0.20324016629638864], [0.5669784513984559, 0.23303434183290125, 0.19998720676864276]]"
hmm_lgb_exp148|hmm_exp218_shrink_a050|hmm_peer_atlas,8.3277284922205,"[0.4178176266035447, 0.37139141411376614, 0.21079095928268907]",7.9973687881955735,8.017220643149786,-0.3105078490707136,4,"[[0.4169027033803158, 0.37475834718069795, 0.20833894943898615], [0.38363397183597747, 0.4106517317066686, 0.20571429645735395], [0.34241505992189775, 0.41498056114493054, 0.24260437893317172], [0.42876601265784536, 0.3709068493552459, 0.20032713798690865], [0.519034904135989, 0.2843433447039919, 0.1966217511600191]]"
hmm_lgb_exp148|likpf_mean|exact_hmm,8.3277284922205,"[0.7933395516405729, 3.946495907847236e-17, 0.20666044835942707]",8.00152347153571,8.021251112896902,-0.30647737932359753,4,"[[0.7978464396660812, 0.0, 0.2021535603339187], [0.810011689430841, 0.0, 0.18998831056915902], [0.7610785569137615, 4.2934406030425976e-17, 0.23892144308623847], [0.7972180273166424, 0.0, 0.20278197268335768], [0.8012613873661236, 0.0, 0.19873861263387624]]"
hmm_lgb_exp148|exp192_likpf|exact_hmm,8.3277284922205,"[0.7933395516405729, 0.0, 0.20666044835942707]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660814, 1.3633842319005218e-17, 0.20215356033391862], [0.8100116894308411, 0.0, 0.1899883105691589], [0.7610785569137615, 3.697298814765021e-18, 0.2389214430862385], [0.7972180273166426, 0.0, 0.20278197268335738], [0.8012613873661236, 1.7107524435695107e-17, 0.19873861263387638]]"
hmm_lgb_exp148|exact_hmm|pf_medoid_k8_m0,8.3277284922205,"[0.7933395516405725, 0.2066604483594275, 2.190822588207612e-17]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660812, 0.2021535603339189, 3.4234848062511086e-18], [0.8100116894308411, 0.18998831056915882, 0.0], [0.7610785569137617, 0.2389214430862383, 2.793209988703602e-18], [0.7972180273166428, 0.20278197268335724, 4.3779179037279814e-18], [0.8012613873661236, 0.1987386126338764, 3.4481959458570397e-18]]"
hmm_lgb_exp148|exact_hmm|pf_medoid_k8_m1,8.3277284922205,"[0.7933395516405727, 0.20666044835942737, 0.0]",8.001523471535712,8.021251112896904,-0.30647737932359576,4,"[[0.797846439666081, 0.202153560333919, 1.1282572750627324e-17], [0.8100116894308411, 0.189988310569159, 0.0], [0.7610785569137614, 0.23892144308623867, 1.3034729435103827e-18], [0.7972180273166425, 0.2027819726833574, 6.250103831969664e-17], [0.8012613873661235, 0.19873861263387646, 1.0722490980052291e-17]]"
hmm_lgb_exp148|exact_hmm|pf_mix_e02,8.3277284922205,"[0.7933395516405729, 0.20666044835942712, 0.0]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660812, 0.20215356033391882, 1.2373316385638752e-19], [0.810011689430841, 0.18998831056915894, 0.0], [0.7610785569137613, 0.23892144308623872, 0.0], [0.7972180273166426, 0.20278197268335743, 1.0984685029127551e-17], [0.8012613873661236, 0.19873861263387635, 4.347896303848603e-18]]"
hmm_lgb_exp148|exact_hmm|pf_medoid_k8_m2,8.3277284922205,"[0.7933395516405728, 0.20666044835942718, 1.5849904763473326e-17]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.797846439666081, 0.2021535603339189, 4.610774028825943e-18], [0.8100116894308411, 0.18998831056915882, 6.736808828005169e-18], [0.7610785569137614, 0.23892144308623864, 1.6012430056762277e-17], [0.7972180273166426, 0.20278197268335746, 0.0], [0.8012613873661235, 0.1987386126338765, 0.0]]"
hmm_lgb_exp148|exact_hmm|pf_temp_t2,8.3277284922205,"[0.7933395516405727, 0.20666044835942718, 0.0]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660813, 0.20215356033391874, 2.1876910965921604e-17], [0.810011689430841, 0.189988310569159, 4.399311245301252e-17], [0.7610785569137614, 0.23892144308623858, 0.0], [0.7972180273166422, 0.2027819726833578, 2.090765992617252e-17], [0.8012613873661234, 0.19873861263387657, 9.645633488585946e-18]]"
hmm_lgb_exp148|exact_hmm|pf_temp_t4,8.3277284922205,"[0.7933395516405726, 0.20666044835942737, 2.867982106426631e-17]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660812, 0.20215356033391885, 6.197941707515166e-18], [0.8100116894308411, 0.18998831056915882, 2.3022770749144787e-17], [0.7610785569137614, 0.23892144308623864, 0.0], [0.7972180273166426, 0.2027819726833574, 0.0], [0.8012613873661238, 0.19873861263387615, 1.8090933700523205e-17]]"
hmm_lgb_exp148|exact_hmm|pf_mix_e05,8.3277284922205,"[0.7933395516405727, 0.20666044835942726, 2.2442714930955563e-18]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.797846439666081, 0.20215356033391896, 8.009108080073897e-18], [0.8100116894308412, 0.18998831056915877, 2.347301510865529e-17], [0.7610785569137613, 0.2389214430862387, 0.0], [0.7972180273166426, 0.2027819726833574, 1.5505334328250645e-17], [0.8012613873661237, 0.1987386126338763, 0.0]]"
hmm_lgb_exp148|exact_hmm|sc8,8.3277284922205,"[0.793339551640573, 0.20666044835942685, 2.473410791046591e-17]",8.00152347153571,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660809, 0.20215356033391912, 0.0], [0.8100116894308412, 0.18998831056915877, 2.0531987232855434e-18], [0.761078556913762, 0.23892144308623803, 0.0], [0.7972180273166424, 0.2027819726833576, 3.2929619827191423e-18], [0.8012613873661231, 0.19873861263387693, 0.0]]"
hmm_lgb_exp148|exact_hmm|sc15,8.3277284922205,"[0.7933395516405727, 0.2066604483594272, 5.753473472593132e-17]",8.001523471535712,8.021251112896904,-0.30647737932359576,4,"[[0.7978464396660814, 0.20215356033391862, 3.459041336148136e-19], [0.8100116894308413, 0.1899883105691587, 2.4017262717822584e-18], [0.7610785569137613, 0.2389214430862387, 2.062353492942311e-18], [0.7972180273166429, 0.20278197268335718, 9.305956681654185e-18], [0.8012613873661237, 0.19873861263387627, 7.285141409561145e-18]]"
