members,best_member_rmse,full_oof_weights_diagnostic,full_oof_rmse_diagnostic,crossfit_rmse,crossfit_delta_vs_best_member,crossfit_folds_beating_best_parent,crossfit_fold_weights
exp192_likpf|pf_medoid_k8_m1|pf_temp_t4,11.544811567971532,"[0.7162080997119912, 0.023253154316107933, 0.26053874597190096]",11.227512735036855,11.27788268208588,-0.2669288858856529,5,"[[0.7180171673525909, 0.005779417008893462, 0.2762034156385155], [0.7596361611992692, 0.0, 0.24036383880073084], [0.749540016689588, 2.1480755542369057e-18, 0.25045998331041197], [0.7121834480186323, 0.014000489145291268, 0.2738160628360764], [0.6048619792657646, 0.13332307847957586, 0.2618149422546596]]"
exp192_likpf|pf_medoid_k8_m1|pf_mix_e05,11.544811567971532,"[0.7169085092599496, 0.02318001560554342, 0.259911475134507]",11.226911976643333,11.278269483599503,-0.26654208437202875,5,"[[0.7185040389589743, 0.0052162503277724415, 0.2762797107132533], [0.760546813571927, 0.0, 0.239453186428073], [0.7503118049649883, 0.0, 0.24968819503501166], [0.7136206470758777, 0.012594663661144725, 0.2737846892629776], [0.6052733569556351, 0.134095746309322, 0.26063089673504286]]"
selfgr_hmm_a070|selfgr_hmm_a150|hmm_peer_atlas,11.349942882774709,"[0.15021907440897686, 0.4288082538996267, 0.42097267169139646]",11.185893171717051,11.289312048352992,-0.06063083442171724,1,"[[0.2547455671847105, 0.36555674197655685, 0.3796976908387327], [0.21117849438955727, 0.4556945912789917, 0.333126914331451], [0.2901785846769088, 0.3293673654271956, 0.3804540498958956], [3.903127820947816e-17, 0.5990334603669614, 0.4009665396330386], [0.010383287920362826, 0.3852369388463207, 0.6043797732333165]]"
selfgr_hmm_a070|selfgr_hmm_a150|sc15,11.349942882774709,"[0.6751381846753275, 0.3248618153246725, 0.0]",11.286016505863397,11.325514991644479,-0.02442789113023025,2,"[[0.7193425365684105, 0.28065746343158954, 1.4481691218473215e-17], [0.6273191440543966, 0.37268085594560335, 2.7760943553642784e-18], [0.7591696402988365, 0.24083035970116337, 0.0], [0.5110323570621562, 0.4889676429378437, 5.0442525839213476e-20], [0.7081755823697183, 0.29182441763028166, 0.0]]"
selfgr_hmm_a070|selfgr_hmm_a150|sc8,11.349942882774709,"[0.6751381846753214, 0.32486181532467867, 0.0]",11.2860165058634,11.32551499164448,-0.024427891130228474,2,"[[0.7193425365684103, 0.28065746343158965, 0.0], [0.6273191440543957, 0.37268085594560424, 2.329315682373292e-18], [0.759169640298832, 0.24083035970116784, 0.0], [0.5110323570621442, 0.4889676429378558, 0.0], [0.7081755823697158, 0.2918244176302842, 0.0]]"
likpf_mean|pf_mix_e02|exp192_pf_ancc,11.594897672217703,"[0.6319728294818574, 0.18591455541074553, 0.182112615107397]",11.230518039745085,11.327613395300762,-0.267284276916941,4,"[[0.5823920343224878, 0.17554446869601678, 0.24206349698149549], [0.6461493117793751, 0.1845209347418596, 0.16932975347876542], [0.606278825681809, 0.19231382059024313, 0.20140735372794788], [0.6143577409621778, 0.19392689992884907, 0.19171535910897314], [0.7187805064703893, 0.1875229174047574, 0.09369657612485338]]"
likpf_mean|pf_temp_t2|exp192_pf_ancc,11.594897672217703,"[0.6342064836391078, 0.1842569701288479, 0.18153654623204432]",11.232937159887506,11.329598108735885,-0.26529956348181827,4,"[[0.586574365124698, 0.1713213962649985, 0.24210423861030358], [0.6471342480359282, 0.18499151891131457, 0.16787423305275717], [0.6087756369341913, 0.19080058949474657, 0.20042377357106214], [0.6188946529617992, 0.1889611532999313, 0.19214419373826958], [0.7183348114721121, 0.18888828364581967, 0.09277690488206826]]"
likpf_mean|pf_temp_t4|exp192_pf_ancc,11.594897672217703,"[0.636620075172417, 0.18075801446206047, 0.1826219103655225]",11.238965168534468,11.335649252095275,-0.25924842012242877,4,"[[0.5885758196598335, 0.1687912476544013, 0.24263293268576527], [0.6510378130964769, 0.17890317124025734, 0.17005901566326578], [0.6115671531485901, 0.1870430533469645, 0.20138979350444539], [0.6178015845772784, 0.1895945976307073, 0.19260381779201433], [0.7224960346751637, 0.18338801928865617, 0.09411594603618022]]"
likpf_mean|pf_mix_e05|exp192_pf_ancc,11.594897672217703,"[0.637736470899767, 0.17984928513215, 0.18241424396808295]",11.23950623868816,11.336325799090108,-0.258571873127595,4,"[[0.5884537988965728, 0.16912963143429233, 0.24241656966913488], [0.6525920942766302, 0.177618987528438, 0.16978891819493183], [0.6123574797226506, 0.18616432487113935, 0.20147819540621], [0.6194517380176447, 0.18854311123277911, 0.1920051507495761], [0.7239843151459977, 0.18200284112231993, 0.09401284373168242]]"
exp192_likpf|likpf_mean|pf_temp_t2,11.544811567971532,"[0.6053894117297614, 0.14646060949565162, 0.24814997877458703]",11.210390430255583,11.349092541337352,-0.19571902663417973,3,"[[0.5796779497054939, 0.16592801008311794, 0.2543940402113882], [0.7419186567293946, 0.014138178025004113, 0.2439431652456014], [0.7467609085401752, 0.0, 0.25323909145982476], [0.64154411878974, 0.0955377153289497, 0.26291816588131034], [0.2529912224705435, 0.527880950101816, 0.21912782742764056]]"
selfgr_hmm_a070|sc8|sc15,11.349942882774709,"[1.0, 0.0, 0.0]",11.349942882774709,11.349942882774709,0.0,0,"[[1.0, 0.0, 2.3888533598567386e-18], [1.0, 0.0, 0.0], [1.0, 0.0, 2.0349129206535728e-17], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0]]"
exp192_likpf|likpf_mean|pf_mix_e02,11.544811567971532,"[0.604917880852728, 0.1462314445367165, 0.2488506746105555]",11.209538458473899,11.35044379773732,-0.19436777023421214,3,"[[0.5789684533597871, 0.16441928838096145, 0.2566122582592515], [0.7417387553048862, 0.015608343948268358, 0.2426529007468454], [0.7460612986208405, 0.0, 0.2539387013791595], [0.640444803589159, 0.09315304283915903, 0.26640215357168195], [0.25199770848896175, 0.5303036340570197, 0.21769865745401845]]"
selfgr_hmm_a070|hmm_peer_atlas|exact_hmm,11.349942882774709,"[0.6863122846320792, 0.3136877153679209, 3.18502562452202e-17]",11.29113172897683,11.355874524276468,0.005931641501758733,3,"[[0.6922437365795299, 0.30775626342047013, 0.0], [0.8108895532909669, 0.189110446709033, 0.0], [0.6927560967999514, 0.3072439032000486, 0.0], [0.7411231835002638, 0.2588768164997361, 2.7622556264946204e-17], [0.47443609367835515, 0.5255639063216448, 2.3803671841456233e-17]]"
selfgr_hmm_a070|hmm_peer_atlas|sc15,11.349942882774709,"[0.6863122846320819, 0.31368771536791806, 6.7109114051167005e-19]",11.291131728976827,11.355874524276468,0.005931641501758733,3,"[[0.6922437365795359, 0.3077562634204641, 0.0], [0.8108895532909628, 0.18911044670903718, 0.0], [0.6927560967999509, 0.30724390320004913, 2.257918490625484e-19], [0.7411231835002602, 0.25887681649973987, 2.405282460060991e-19], [0.4744360936783574, 0.5255639063216427, 0.0]]"
selfgr_hmm_a070|hmm_peer_atlas|sc8,11.349942882774709,"[0.6863122846320864, 0.3136877153679136, 1.0307987406585674e-18]",11.291131728976827,11.35587452427647,0.0059316415017605095,3,"[[0.6922437365795294, 0.3077562634204705, 2.3281486842448317e-18], [0.8108895532909707, 0.18911044670902932, 0.0], [0.6927560967999535, 0.30724390320004646, 4.520631982272788e-18], [0.7411231835002592, 0.2588768164997408, 1.0724858344821504e-17], [0.4744360936783494, 0.5255639063216506, 0.0]]"
exp192_likpf|likpf_mean|pf_mix_e05,11.544811567971532,"[0.604161799669725, 0.1515700246744068, 0.24426817565586817]",11.218864628477409,11.360748175002557,-0.18406339296897478,3,"[[0.5782523543267374, 0.16903448728955953, 0.2527131583837032], [0.7406497426623078, 0.022152991792705405, 0.23719726554498688], [0.7503118049649884, 0.0, 0.2496881950350116], [0.6399789363745413, 0.0974896034145242, 0.26253146021093443], [0.25150579331102796, 0.535591915550845, 0.21290229113812725]]"
exp192_likpf|likpf_mean|pf_temp_t4,11.544811567971532,"[0.6029858794142448, 0.15222451259791756, 0.24478960798783775]",11.21939123812665,11.361024252943576,-0.1837873150279563,3,"[[0.576798588072275, 0.17084885357970533, 0.25235255834801956], [0.7403057189986109, 0.021532273834308953, 0.2381620071670802], [0.749540016689588, 6.938893903907228e-18, 0.250459983310412], [0.6389493974134902, 0.09847376898634448, 0.26257683360016537], [0.2502838420825277, 0.5356185180780578, 0.21409763983941454]]"
exp192_likpf|pf_medoid_k8_m0|exp192_pf_ancc,11.544811567971532,"[0.6437327889085807, 0.14538577966774455, 0.21088143142367477]",11.317585062072515,11.365183929262699,-0.17962763870883336,4,"[[0.5799736268438558, 0.15403156925603148, 0.2659948039001127], [0.6669096590282451, 0.14838763121878557, 0.18470270975296937], [0.651292189798997, 0.1358512473947157, 0.2128565628062873], [0.6640929072518891, 0.11883023451950128, 0.21707685822860973], [0.662825971683176, 0.16862780478095943, 0.16854622353586451]]"
selfgr_hmm_a150|exact_hmm|sc15,11.559583960382007,"[0.612371114520922, 0.38762888547907803, 8.376263199905905e-18]",11.29931640210822,11.367213595602635,-0.19237036477937153,3,"[[0.6316258827631311, 0.3683741172368688, 0.0], [0.660309598133033, 0.339690401866967, 1.060233414785754e-17], [0.5748879827311448, 0.4251120172688551, 3.390085364320261e-18], [0.6898001832421382, 0.3101998167578618, 1.998835905768328e-17], [0.5024476393939679, 0.4975523606060321, 9.125923076998722e-19]]"
selfgr_hmm_a150|exact_hmm|sc8,11.559583960382007,"[0.612371114520917, 0.387628885479083, 0.0]",11.29931640210822,11.367213595602637,-0.19237036477936975,3,"[[0.631625882763136, 0.368374117236864, 1.0359732834900478e-17], [0.6603095981330317, 0.33969040186696836, 1.1091040377498987e-18], [0.574887982731145, 0.4251120172688549, 6.404387305473226e-18], [0.6898001832421401, 0.3101998167578599, 0.0], [0.5024476393939638, 0.4975523606060362, 0.0]]"
likpf_mean|pf_medoid_k8_m1|pf_temp_t2,11.594897672217703,"[0.7647376879872283, 1.4907779871675686e-19, 0.2352623120127717]",11.373635772600748,11.378723262888382,-0.2161744093293212,5,"[[0.7626572440586884, 2.0450763478507827e-17, 0.23734275594131166], [0.768765572992727, 0.0, 0.23123442700727304], [0.7538825283798722, 0.0, 0.2461174716201277], [0.7529770187261885, 0.0, 0.24702298127381153], [0.7852599252882467, 0.0, 0.21474007471175327]]"
likpf_mean|pf_medoid_k8_m2|pf_temp_t2,11.594897672217703,"[0.7647376879872283, 6.938893903907228e-18, 0.23526231201277165]",11.373635772600746,11.378723262888382,-0.2161744093293212,5,"[[0.7626572440586876, 1.734723475976807e-18, 0.2373427559413124], [0.7687655729927275, 0.0, 0.23123442700727248], [0.7538825283798722, 8.673617379884035e-18, 0.2461174716201278], [0.7529770187261885, 0.0, 0.24702298127381153], [0.7852599252882458, 0.0, 0.21474007471175416]]"
likpf_mean|pf_temp_t2|sc8,11.594897672217703,"[0.7647376879872279, 0.2352623120127721, 0.0]",11.373635772600746,11.378723262888382,-0.2161744093293212,5,"[[0.7626572440586876, 0.23734275594131224, 2.1014162229420162e-17], [0.7687655729927275, 0.23123442700727243, 0.0], [0.7538825283798725, 0.2461174716201274, 0.0], [0.7529770187261886, 0.24702298127381128, 5.881825938843942e-19], [0.7852599252882466, 0.21474007471175327, 0.0]]"
likpf_mean|pf_temp_t2|sc15,11.594897672217703,"[0.7647376879872287, 0.23526231201277115, 0.0]",11.373635772600746,11.378723262888382,-0.2161744093293212,5,"[[0.7626572440586871, 0.23734275594131282, 0.0], [0.7687655729927276, 0.23123442700727231, 0.0], [0.753882528379873, 0.24611747162012687, 8.851327073914901e-19], [0.7529770187261885, 0.24702298127381153, 1.662492818427386e-18], [0.7852599252882471, 0.21474007471175294, 5.048488855380439e-19]]"
likpf_mean|pf_mix_e02|pf_temp_t4,11.594897672217703,"[0.7638944762575959, 0.236105523742404, 1.1785229638587682e-16]",11.372558871739898,11.379117062428321,-0.21578060978938218,5,"[[0.760028255292957, 0.23997174470704288, 0.0], [0.7700777056236454, 0.2299222943763545, 0.0], [0.7533444760822527, 0.2466555239177473, 6.637300660688413e-18], [0.7489586967393248, 0.2510413032606752, 0.0], [0.7865964610625813, 0.21340353893741865, 1.1267148403180816e-17]]"
likpf_mean|pf_mix_e02|pf_medoid_k8_m2,11.594897672217703,"[0.7638944762575957, 0.2361055237424042, 1.574709905596309e-17]",11.372558871739894,11.379117062498656,-0.21578060971904733,5,"[[0.7600282530331428, 0.23997174696685705, 0.0], [0.7700777056236443, 0.22992229437635567, 1.2975202832273105e-18], [0.7533444760822522, 0.24665552391774787, 9.92010310109764e-19], [0.7489586967393255, 0.25104130326067453, 1.9547935134908336e-19], [0.7865964610625812, 0.2134035389374187, 0.0]]"
likpf_mean|pf_mix_e02|pf_mix_e05,11.594897672217703,"[0.7638944762575952, 0.2361055237424047, 1.416956068142501e-16]",11.372558871739898,11.379117062498656,-0.21578060971904733,5,"[[0.7600282530331427, 0.23997174696685727, 5.721523903625528e-18], [0.7700777056236455, 0.22992229437635436, 0.0], [0.7533444760822523, 0.2466555239177474, 1.709467300116146e-16], [0.7489586967393257, 0.25104130326067414, 1.5823998195542852e-16], [0.7865964610625809, 0.2134035389374192, 0.0]]"
likpf_mean|pf_mix_e02|sc8,11.594897672217703,"[0.7638944762575954, 0.23610552374240457, 0.0]",11.372558871739896,11.379117062498656,-0.21578060971904733,5,"[[0.7600282530331428, 0.23997174696685705, 7.050876618822431e-19], [0.7700777056236449, 0.2299222943763551, 6.840245588211715e-19], [0.7533444760822512, 0.24665552391774886, 0.0], [0.7489586967393244, 0.25104130326067564, 2.366215012142735e-18], [0.7865964610625816, 0.21340353893741842, 0.0]]"
likpf_mean|pf_mix_e02|sc15,11.594897672217703,"[0.7638944762575955, 0.23610552374240437, 1.3894719411567862e-18]",11.372558871739894,11.379117062498656,-0.21578060971904733,5,"[[0.7600282530331423, 0.23997174696685764, 0.0], [0.7700777056236441, 0.22992229437635595, 4.2259905199439703e-19], [0.7533444760822524, 0.24665552391774753, 1.2973985049050057e-18], [0.7489586967393255, 0.2510413032606746, 0.0], [0.7865964610625821, 0.21340353893741792, 2.470940545960017e-19]]"
likpf_mean|pf_medoid_k8_m1|pf_mix_e02,11.594897672217703,"[0.7638944762575951, 0.0, 0.23610552374240495]",11.372558871739898,11.379117062498658,-0.21578060971904556,5,"[[0.7600282530331429, 0.0, 0.23997174696685708], [0.7700777056236447, 0.0, 0.22992229437635525], [0.7533444760822515, 8.660911885675221e-19, 0.24665552391774856], [0.7489586967393254, 2.656295322589486e-18, 0.2510413032606746], [0.7865964610625814, 0.0, 0.2134035389374186]]"
likpf_mean|pf_temp_t2|pf_temp_t4,11.594897672217703,"[0.7647376879872291, 0.2352623120127708, 0.0]",11.373635772600746,11.380958760681308,-0.21393891153639544,5,"[[0.7626572440586882, 0.23734275594131188, 0.0], [0.7687655729927273, 0.23123442700727279, 0.0], [0.7538825283798725, 0.24611747162012754, 6.218299549192096e-17], [0.7523160973701513, 0.16851605718791374, 0.07916784544193495], [0.7852599252882464, 0.21474007471175346, 6.578629032756453e-17]]"
likpf_mean|pf_temp_t2|pf_mix_e05,11.594897672217703,"[0.7647376879872283, 0.23526231201277165, 0.0]",11.373635772600746,11.381324513501783,-0.21357315871592064,5,"[[0.7626572440586876, 0.23734275594131238, 1.1329089474871357e-17], [0.7687655729927267, 0.23123442700727326, 0.0], [0.753882528379873, 0.2461174716201271, 0.0], [0.7523080116596979, 0.1595928722249483, 0.08809911611535384], [0.7852599252882463, 0.21474007471175366, 6.128263272776782e-17]]"
likpf_mean|pf_mix_e02|pf_temp_t2,11.594897672217703,"[0.763569252671916, 0.1668088210475146, 0.06962192628056946]",11.37233103923185,11.386051880409262,-0.2088457918084412,5,"[[0.7600282530331426, 0.23997174696685736, 0.0], [0.7687655765237641, 3.469446951953614e-18, 0.2312344234762359], [0.7529607156462501, 0.09934376896319783, 0.14769551539055198], [0.7489586967393254, 0.2510413032606747, 0.0], [0.7852599252882468, 0.0, 0.21474007471175321]]"
selfgr_hmm_a070|exact_hmm|sc8,11.349942882774709,"[0.9747489770529764, 0.025251022947023694, 1.339891184391908e-17]",11.349537545807701,11.386882878279698,0.03693999550498894,1,"[[0.9999999999999998, 1.6653345369377346e-16, 0.0], [0.9999999999999998, 1.3877787807814454e-16, 4.6161729749740105e-18], [0.9161618507776403, 0.08383814922235969, 0.0], [0.9683851873563841, 0.0316148126436158, 0.0], [0.8091627208932657, 0.19083727910673426, 1.9703517436540123e-18]]"
selfgr_hmm_a070|exact_hmm|sc15,11.349942882774709,"[0.9747489770529688, 0.025251022947031146, 2.4559231188256324e-19]",11.3495375458077,11.386882878279698,0.03693999550498894,0,"[[1.0, 2.7755575615628914e-17, 9.61438086158986e-20], [1.0, 2.7755575615628914e-17, 1.3722703540855414e-18], [0.9161618507776425, 0.0838381492223575, 0.0], [0.9683851873563784, 0.03161481264362162, 8.93458797136992e-18], [0.8091627208932662, 0.19083727910673381, 1.8724178622477502e-17]]"
likpf_mean|pf_medoid_k8_m1|pf_temp_t4,11.594897672217703,"[0.76768983905689, 1.734723475976807e-18, 0.23231016094310997]",11.381266425812194,11.387789943504966,-0.20710772871273697,5,"[[0.7640521230486741, 3.469446951953614e-18, 0.23594787695132588], [0.7744423533330855, 9.486769009248164e-18, 0.22555764666691444], [0.7569161288903318, 0.0, 0.2430838711096682], [0.7525641701505803, 0.0, 0.24743582984941964], [0.7900707875988523, 1.1763593571467723e-17, 0.20992921240114765]]"
likpf_mean|pf_medoid_k8_m2|pf_temp_t4,11.594897672217703,"[0.7676898390568907, 1.951563910473908e-18, 0.2323101609431093]",11.381266425812194,11.387789943504966,-0.20710772871273697,5,"[[0.7640521230486743, 0.0, 0.23594787695132566], [0.7744423533330853, 1.3444106938820255e-17, 0.22555764666691466], [0.7569161288903318, 2.168404344971009e-19, 0.24308387110966817], [0.7525641701505796, 1.1600963245594897e-17, 0.2474358298494203], [0.7900707875988521, 0.0, 0.2099292124011479]]"
likpf_mean|pf_temp_t4|sc8,11.594897672217703,"[0.7676898390568899, 0.23231016094311002, 5.760298156421661e-19]",11.381266425812193,11.387789943504966,-0.20710772871273697,5,"[[0.7640521230486746, 0.23594787695132532, 0.0], [0.7744423533330852, 0.22555764666691475, 3.4179578605358438e-18], [0.756916128890332, 0.243083871109668, 2.3958017627693973e-18], [0.7525641701505793, 0.24743582984942056, 0.0], [0.7900707875988519, 0.2099292124011481, 1.3611533864399591e-18]]"
likpf_mean|pf_temp_t4|sc15,11.594897672217703,"[0.7676898390568898, 0.23231016094311005, 0.0]",11.381266425812191,11.387789943504966,-0.20710772871273697,5,"[[0.764052123048674, 0.2359478769513259, 0.0], [0.7744423533330861, 0.2255576466669139, 1.3510061691692815e-18], [0.7569161288903322, 0.2430838711096678, 0.0], [0.752564170150579, 0.247435829849421, 2.722831329663793e-18], [0.7900707875988521, 0.20992921240114792, 2.405899119268216e-19]]"
likpf_mean|pf_temp_t4|pf_mix_e05,11.594897672217703,"[0.767398894147311, 0.12002577518721406, 0.11257533066547476]",11.380668089435813,11.388146834589483,-0.20675083762822055,5,"[[0.7636022395353678, 0.04387889608849189, 0.19251886437614024], [0.7741993740714935, 0.14068183915646268, 0.08511878677204372], [0.756724123370495, 0.13421897901593138, 0.10905689761357357], [0.7520653743759942, 0.1211189127826238, 0.12681571284138204], [0.7899619475708376, 0.15725607490124152, 0.052781977527920874]]"
likpf_mean|pf_mix_e05|sc8,11.594897672217703,"[0.7685003645576416, 0.23149963544235827, 0.0]",11.381343746736219,11.38820229444849,-0.2066953777692131,5,"[[0.7640517687322164, 0.2359482312677837, 4.034111202308465e-18], [0.7754895210551206, 0.22451047894487935, 0.0], [0.7580894631719882, 0.24191053682801164, 3.3991565858008323e-18], [0.7529147542856555, 0.24708524571434443, 3.3437143237095064e-18], [0.7914217676328815, 0.20857823236711848, 1.0536511528069476e-17]]"
likpf_mean|pf_medoid_k8_m1|pf_mix_e05,11.594897672217703,"[0.7685003645576424, 0.0, 0.2314996354423576]",11.381343746736222,11.388202294448492,-0.20669537776921132,5,"[[0.7640517687322159, 0.0, 0.2359482312677841], [0.7754895210551181, 1.2143064331837647e-17, 0.22451047894488174], [0.7580894631719879, 0.0, 0.24191053682801206], [0.7529147542856539, 2.049184457644966e-18, 0.24708524571434604], [0.7914217676328816, 0.0, 0.20857823236711837]]"
likpf_mean|pf_medoid_k8_m2|pf_mix_e05,11.594897672217703,"[0.7685003645576424, 5.854691731421724e-18, 0.2314996354423576]",11.381343746736222,11.388202294448492,-0.20669537776921132,5,"[[0.764051768732216, 1.734723475976807e-18, 0.23594823126778408], [0.7754895210551197, 1.3010426069826053e-17, 0.22451047894488027], [0.7580894631719876, 0.0, 0.2419105368280124], [0.752914754285654, 6.071532165918825e-17, 0.24708524571434592], [0.7914217676328813, 0.0, 0.20857823236711873]]"
likpf_mean|pf_mix_e05|sc15,11.594897672217703,"[0.7685003645576424, 0.23149963544235766, 2.753556679799841e-18]",11.381343746736222,11.388202294448492,-0.20669537776921132,5,"[[0.7640517687322161, 0.23594823126778375, 2.564523953093296e-19], [0.7754895210551196, 0.2245104789448804, 1.1357534136123293e-18], [0.7580894631719878, 0.24191053682801222, 4.27565021287001e-19], [0.7529147542856547, 0.24708524571434526, 0.0], [0.7914217676328831, 0.20857823236711695, 3.3582925362216515e-19]]"
exp192_likpf|exp192_pf_ancc|sc8,11.544811567971532,"[0.7880617274139127, 0.21193827258608733, 2.220696697448349e-18]",11.348162274825881,11.391580449015873,-0.15323111895565944,4,"[[0.731889994626906, 0.268110005373094, 1.2626582623089736e-18], [0.8112291289760459, 0.1887708710239541, 2.4316346363288596e-18], [0.7889721950775098, 0.21102780492249013, 0.0], [0.7826295269820297, 0.21737047301797024, 0.0], [0.8301795946004004, 0.16982040539959967, 0.0]]"
exp192_likpf|exp192_pf_ancc|sc15,11.544811567971532,"[0.788061727413913, 0.211938272586087, 1.521907034091902e-19]",11.348162274825881,11.391580449015873,-0.15323111895565944,4,"[[0.7318899946269052, 0.2681100053730948, 2.3728531865761464e-19], [0.811229128976047, 0.1887708710239529, 0.0], [0.7889721950775086, 0.2110278049224913, 0.0], [0.7826295269820289, 0.21737047301797102, 0.0], [0.8301795946003999, 0.16982040539960008, 1.682372156219089e-19]]"
likpf_mean|pf_medoid_k8_m0|pf_temp_t2,11.594897672217703,"[0.6669214406819062, 0.09273196743451792, 0.24034659188357593]",11.364745813735897,11.396961107792876,-0.1979365644248272,5,"[[0.6549772474928957, 0.09980171190923416, 0.24522104059787017], [0.5879882131863099, 0.17248671233889198, 0.23952507447479818], [0.6205879327698668, 0.1278158458290518, 0.25159622140108145], [0.712944689038442, 0.03850093919268039, 0.24855437176887757], [0.7561448377479625, 0.027299376971409946, 0.21655578528062758]]"
likpf_mean|pf_medoid_k8_m0|pf_mix_e02,11.594897672217703,"[0.6700418354096357, 0.08928457872097209, 0.2406735858693922]",11.364304357546011,11.398062973459066,-0.19683469875863757,5,"[[0.6572395016107924, 0.09575103491837039, 0.24700946347083738], [0.5920109502764428, 0.17021041034453016, 0.23777863937902716], [0.6254368991820458, 0.12315442719302205, 0.25140867362493213], [0.7134191694268655, 0.03432801355545187, 0.2522528170176827], [0.7601381467453117, 0.02486716574004076, 0.2149946875146476]]"
likpf_mean|pf_medoid_k8_m0|pf_mix_e05,11.594897672217703,"[0.6739101901188251, 0.08984877580321411, 0.23624103407796082]",11.372996384974085,11.407146080567276,-0.18775159165042687,5,"[[0.6600106093167414, 0.09666909813091557, 0.24332029255234305], [0.5979568974571758, 0.16961753321148829, 0.23242556933133582], [0.6274818451889279, 0.1254265882190462, 0.2470915665920259], [0.7174090315217585, 0.034277152119555114, 0.24831381635868638], [0.7646465560535476, 0.025123453992737344, 0.21022998995371509]]"
likpf_mean|pf_medoid_k8_m0|pf_temp_t4,11.594897672217703,"[0.6737533845029025, 0.08926657283228957, 0.23698004266480793]",11.373024754971839,11.40728077275784,-0.18761689945986326,5,"[[0.66142737932632, 0.09542824654262766, 0.2431443741310524], [0.5959234384711329, 0.17041671638329878, 0.2336598451455683], [0.6272026729000852, 0.1246413006218235, 0.24815602647809124], [0.7170745457931083, 0.034260165066797216, 0.24866528914009456], [0.7648014257385817, 0.023748934496836124, 0.21144963976458225]]"
selfgr_hmm_a070|selfgr_hmm_a150|exact_hmm,11.349942882774709,"[0.41314076472398986, 0.4020503862844508, 0.18480884899155933]",11.267786225764876,11.414964272962639,0.06502139018792974,1,"[[0.5520943073769088, 0.3326744162169252, 0.11523127640616596], [0.6273191440543956, 0.37268085594560435, 0.0], [0.4780929991342744, 0.3230184196343636, 0.19888858123136194], [1.734723475976807e-18, 0.68980018324214, 0.31019981675785996], [0.22051782004840487, 0.40691088341702447, 0.37257129653457055]]"
exp192_likpf|pf_medoid_k8_m2|exp192_pf_ancc,11.544811567971532,"[0.7521507966200642, 0.0365920134385216, 0.21125718994141424]",11.344949614261473,11.423724407513328,-0.12108716045820422,4,"[[0.6663470803186285, 0.06710969857260067, 0.26654322110877077], [0.8112291289760476, 0.0, 0.18877087102395235], [0.7882415045154987, 0.0007436704901126529, 0.21101482499438873], [0.7446018282249195, 0.03817199281026357, 0.2172261789648169], [0.7344312653144003, 0.10009795732612878, 0.16547077735947094]]"
exp192_likpf|pf_medoid_k8_m1|exp192_pf_ancc,11.544811567971532,"[0.7484744745219717, 0.04206480962781428, 0.20946071585021403]",11.345261817028684,11.436067942883144,-0.10874362508838864,4,"[[0.7124702375772066, 0.021104357449767786, 0.2664254049730257], [0.8112291289760475, 0.0, 0.18877087102395249], [0.7889721950775095, 0.0, 0.21102780492249046], [0.7127782595394557, 0.07368575895729466, 0.21353598150324954], [0.6957911103402309, 0.14442755905487872, 0.15978133060489041]]"
likpf_mean|pf_medoid_k8_m1|exp192_pf_ancc,11.594897672217703,"[0.7726529373831125, 0.0, 0.22734706261688756]",11.361269709917948,11.444058628324294,-0.1508390438934093,4,"[[0.7202145267083215, 0.0, 0.2797854732916784], [0.7835654820845773, 0.0, 0.21643451791542254], [0.7533404081042792, 0.0, 0.24665959189572087], [0.7605294095423492, 0.0, 0.2394705904576507], [0.8559837453266935, 0.0, 0.14401625467330645]]"
likpf_mean|exp192_pf_ancc|sc8,11.594897672217703,"[0.7726529373831128, 0.2273470626168872, 0.0]",11.361269709917948,11.444058628324294,-0.1508390438934093,4,"[[0.7202145267083215, 0.2797854732916785, 1.3773233327815205e-18], [0.7835654820845787, 0.21643451791542134, 0.0], [0.7533404081042787, 0.24665959189572126, 0.0], [0.7605294095423494, 0.2394705904576506, 0.0], [0.8559837453266931, 0.144016254673307, 4.772733989709816e-18]]"
likpf_mean|pf_medoid_k8_m2|exp192_pf_ancc,11.594897672217703,"[0.7726529373831125, 0.0, 0.22734706261688753]",11.361269709917948,11.444058628324296,-0.15083904389340752,4,"[[0.720214526708321, 0.0, 0.27978547329167897], [0.7835654820845783, 1.3010426069826053e-17, 0.21643451791542165], [0.7533404081042794, 0.0, 0.24665959189572048], [0.7605294095423493, 1.0083080204115191e-17, 0.23947059045765073], [0.8559837453266937, 1.0625181290357943e-17, 0.14401625467330625]]"
likpf_mean|exp192_pf_ancc|sc15,11.594897672217703,"[0.7726529373831139, 0.2273470626168861, 0.0]",11.361269709917948,11.444058628324296,-0.15083904389340752,4,"[[0.7202145267083211, 0.2797854732916789, 7.438043104614367e-18], [0.7835654820845783, 0.21643451791542165, 0.0], [0.7533404081042774, 0.2466595918957226, 1.704063791785119e-17], [0.7605294095423479, 0.23947059045765212, 0.0], [0.8559837453266942, 0.14401625467330578, 6.416994186194829e-19]]"
