candidate_a,candidate_b,layer_a,layer_b,family_a,family_b,rmse_a,rmse_b,better_single_rmse,residual_cosine,equal_50_rmse,equal_50_delta_vs_better,full_oof_opt_weight_b,full_oof_opt_rmse_diagnostic,grid05_weight_b_diagnostic,grid05_rmse_diagnostic,crossfit_weight_b_mean,crossfit_weight_b_std,crossfit_weight_b_min,crossfit_weight_b_max,crossfit_rmse,crossfit_delta_vs_better,crossfit_folds_beating_better_parent,crossfit_fold_weights_b
selfgr_hmm_a150,exp192_beam_sm5,candidate_path,candidate_path,hmm_selfgr,pf_hard_window,11.559583960382007,16.15293029030483,11.559583960382007,0.4740468454805181,11.9537680908496,0.39418413046759326,0.20738814113660034,11.147592798424771,0.2,11.148125313741563,0.20721969022253459,0.010361325548567855,0.1888263139524522,0.22059784212575967,11.157086020049213,-0.4024979403327933,5,"[0.22059784212575967, 0.2112082109976743, 0.1888263139524522, 0.20896971872474918, 0.20649636531203763]"
hmm_peer_atlas,exp237_viterbi,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.545093285823208,8.545093285823208,0.5713848278405056,8.942364147521143,0.397270861697935,0.8239850354437117,8.373138722649177,0.8,8.37636386071769,0.8238789247778758,0.02587201034585113,0.7946162596172208,0.8591428111964856,8.406654065531514,-0.1384392202916942,3,"[0.8159743035107635, 0.8591428111964856, 0.8005132972580737, 0.849147952306835, 0.7946162596172208]"
tvt_densew,exact_hmm,candidate_path,candidate_path,dense,hmm,20.102567340486292,11.938287416925935,11.938287416925935,0.12954742819112694,12.337100079185646,0.39881266225971146,0.7699839369801801,10.811633588620655,0.75,10.82057724807037,0.7663366382118989,0.02830205831601179,0.7110302028971189,0.7912993451798942,10.959190608814497,-0.9790968081114375,5,"[0.7796584695387963, 0.7110302028971189, 0.7912993451798942, 0.7742350839722204, 0.7754600894714648]"
selfgr_hmm_a070,exp259_error_row,candidate_path,model_output,hmm_selfgr,selector_output,11.349942882774709,8.532211478197349,8.532211478197349,0.6064271198411223,8.931304183923638,0.3990927057262894,0.8328064496179096,8.393203083067796,0.8500000000000001,8.394685179169837,0.8334448099797628,0.03074803580920604,0.7992862323111065,0.8711357780046467,8.435462833657278,-0.09674864454007093,3,"[0.8092596787964149, 0.8711357780046467, 0.7992862323111065, 0.8696710125301419, 0.8178713482565042]"
hmm_peer_atlas,exp237_row_selector,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.545227678368821,8.545227678368821,0.5736623198177158,8.948713889368909,0.40348621100008764,0.8255322304810081,8.377133169930577,0.8500000000000001,8.380471742909867,0.8254257447319908,0.02673005469688738,0.794363556804957,0.8613624169826435,8.412717886401941,-0.13250979196688029,3,"[0.8180772960506243, 0.8613624169826435, 0.8015717400691379, 0.8517537137525908, 0.794363556804957]"
beam_vloose,pf_temp_t2,candidate_path,candidate_path,beam,robust_pf,17.221170979266972,13.52988710902271,13.52988710902271,0.6373024774634203,13.93386312105307,0.4039760120303608,0.8107452639836774,13.285934538393148,0.8,13.286728139196994,0.8105628753688674,0.030863410901463766,0.7593212574239131,0.8425478690405402,13.34463824260929,-0.18524886641341887,4,"[0.8425478690405402, 0.8420094753364639, 0.8095087718356627, 0.799427003207757, 0.7593212574239131]"
pf_z,exp106_pf_z_ms_scale_12,candidate_path,candidate_path,pf,pf_z_multiseed,17.78817117151714,16.21320819557553,16.21320819557553,0.9113109334233263,16.620299003800906,0.4070908082253766,0.9991979623999973,16.213207131543744,1.0,16.21320819557553,0.9891265109398587,0.015420732934648303,0.9605230009627119,1.0,16.218484013680424,0.00527581810489508,0,"[0.9605230009627119, 1.0, 1.0, 0.9851095537365814, 1.0]"
selfgr_hmm_a070,exp251_probability_row,candidate_path,model_output,hmm_selfgr,selector_output,11.349942882774709,8.479603434023124,8.479603434023124,0.6000600880731798,8.891401204659061,0.41179777063593725,0.833938028398463,8.339877197362554,0.8500000000000001,8.341195223136726,0.834357778514127,0.026614889390990232,0.8079544637213079,0.8675756413538821,8.372199259215174,-0.10740417480795017,2,"[0.8141523544665654, 0.8659859590612384, 0.8079544637213079, 0.8675756413538821, 0.816120473967641]"
exp192_likpf,exp237_viterbi,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.545093285823208,8.545093285823208,0.5809519868919228,8.957187808732197,0.41209452290898874,0.8286733478028182,8.386156396507086,0.8500000000000001,8.388642114901433,0.8290523524601486,0.01736462442792751,0.8077562524394906,0.8584649294519242,8.400905503551936,-0.14418778227127227,4,"[0.8077562524394906, 0.8584649294519242, 0.8205943019282306, 0.8215605551079377, 0.8368857233731599]"
formation_ancc_last50,formation_astnl_weighted,candidate_path,candidate_path,formation,formation,58.49913520350892,57.012768049597334,57.012768049597334,0.9771454455478966,57.425061779744915,0.4122937301475815,1.0,57.012768049597334,1.0,57.012768049597334,0.9799661146946523,0.04006777061069529,0.8998305734732618,1.0,57.05196704804922,0.039198998451887235,0,"[0.8998305734732618, 1.0, 1.0, 1.0, 1.0]"
exp192_likpf,exp237_row_selector,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.545227678368821,8.545227678368821,0.5812623655969087,8.9580995880764,0.4128719097075795,0.8288787358227802,8.38678381887171,0.8500000000000001,8.389220099465147,0.8292606840316731,0.0172796570079347,0.808641695666625,0.859111188223161,8.401367477134494,-0.14386020123432708,4,"[0.808641695666625, 0.859111188223161, 0.8203019529704199, 0.8221801796870151, 0.8360684036111449]"
formation_astnu_weighted,formation_astnl_weighted,candidate_path,candidate_path,formation,formation,58.32768802551824,57.012768049597334,57.012768049597334,0.983473828306664,57.431497861416574,0.4187298118192402,1.0,57.012768049597334,1.0,57.012768049597334,0.9899504545054224,0.02009909098915501,0.9497522725271125,1.0,57.034481278440595,0.02171322884326088,0,"[1.0, 1.0, 1.0, 1.0, 0.9497522725271125]"
formation_astnu_full,formation_egfdl_full,candidate_path,candidate_path,formation,formation,49.14309655937084,45.995128506910376,45.995128506910376,0.9040187953015336,46.41492478841558,0.41979628150520654,0.8374098023348208,45.867411733728694,0.8500000000000001,45.868178609305836,0.833623690160253,0.05318864794778398,0.7298956588134802,0.8780395668560627,45.985095389858834,-0.010033117051541751,4,"[0.8459251617293442, 0.8659765849831659, 0.8780395668560627, 0.8482814784192111, 0.7298956588134802]"
selfgr_hmm_a070,exp251_error_viterbi,candidate_path,model_output,hmm_selfgr,selector_output,11.349942882774709,8.502212004569888,8.502212004569888,0.6085988786109046,8.924235740602782,0.42202373603289445,0.837918730237193,8.371983237206047,0.8500000000000001,8.372712379424401,0.8386939326450957,0.03305677494225852,0.8036294328006967,0.8790826133317858,8.420658201250934,-0.08155380331895401,2,"[0.8117811462460247, 0.8790826133317858, 0.8036294328006967, 0.878173206699933, 0.8208032641470377]"
formation_astnu_last50,formation_astnl_last50,candidate_path,candidate_path,formation,formation,59.00243007417994,57.68573650799582,57.68573650799582,0.9839377239828345,58.109356257982924,0.42361974998710394,1.0,57.68573650799582,1.0,57.68573650799582,0.9930318190241607,0.013936361951678754,0.9651590951208031,1.0,57.700520563797035,0.01478405580121489,0,"[1.0, 1.0, 1.0, 1.0, 0.9651590951208031]"
selfgr_hmm_a150,hmm_lgb_exp148,candidate_path,candidate_path,hmm_selfgr,hmm_ml,11.559583960382007,8.3277284922205,8.3277284922205,0.5390271218594858,8.757197291958125,0.4294687997376254,0.8239690863287784,8.141086224068559,0.8,8.144585609187958,0.8244592190712838,0.02387250025966876,0.7946328919315535,0.8669163131949527,8.171670039805605,-0.1560584524148947,4,"[0.8284902526664693, 0.8150772050741764, 0.7946328919315535, 0.8171794324892676, 0.8669163131949527]"
selfgr_hmm_a150,hmm_exp218_shrink_a050,candidate_path,candidate_path,hmm_selfgr,hmm_ml,11.559583960382007,8.33685425907129,8.33685425907129,0.5415864908363939,8.768025924222378,0.43117166515108885,0.8246916706429895,8.152823246389518,0.8,8.156514404959875,0.8251948982482679,0.022907504376882798,0.798142789488819,0.8668655608695469,8.180759765839898,-0.15609449323139124,4,"[0.8277819709544819, 0.815960288213589, 0.798142789488819, 0.8172238817149027, 0.8668655608695469]"
tvt_dense,pf_medoid_k8_m4,candidate_path,candidate_path,dense,pf_medoid,23.47039625126426,13.92265944517539,13.92265944517539,0.12191657277593328,14.355986422413274,0.4333269772378845,0.7684262938330367,12.576871446900734,0.75,12.58584480105885,0.766617803287237,0.025403034182329205,0.7170912309168557,0.7865921669490512,12.72287372408741,-1.199785721087979,4,"[0.7784557238121379, 0.7170912309168557, 0.7692427812785457, 0.7817071134795944, 0.7865921669490512]"
hmm_peer_atlas,exp259_probability_row,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.55605266725529,8.55605266725529,0.5880127195627358,8.9928849310226,0.4368322637673092,0.8345651940767788,8.409817603863894,0.8500000000000001,8.41110149000574,0.8346352567697599,0.03137745282637072,0.7935912213511338,0.876617969551859,8.457141369575057,-0.09891129768023355,4,"[0.8247656076513717, 0.876617969551859, 0.8132330928563853, 0.8649683924380499, 0.7935912213511338]"
pf_z,exp103_xy_likpf_scale_8,candidate_path,candidate_path,pf,xy_likpf,17.78817117151714,13.961015173264387,13.961015173264387,0.6411047369518245,14.402726030692442,0.4417108574280544,0.8149472261473122,13.722391987387326,0.8,13.723962268935036,0.8148460932266858,0.02732308702416119,0.7870696650537581,0.8616278669554523,13.770258481061816,-0.1907566922025712,3,"[0.7870696650537581, 0.8247706540354627, 0.8616278669554523, 0.8116887582510183, 0.7890735218377378]"
formation_ancc_full,formation_astnu_full,candidate_path,candidate_path,formation,formation,47.25117120218997,49.14309655937084,47.25117120218997,0.9584266481563788,47.69376920809723,0.4425980059072572,0.0363103659306521,47.248427549650906,0.05,47.248817547628555,0.0665442867889359,0.0841203969769902,0.0,0.22608529576198885,47.397278809160596,0.14610760697062375,1,"[0.0, 0.03432172054711282, 0.0, 0.07231441763557778, 0.22608529576198885]"
hmm_peer_atlas,exp251_error_row,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.548425417721944,8.548425417721944,0.5892192943509532,8.992946526688566,0.44452110896662234,0.8362690821352496,8.405505833431272,0.8500000000000001,8.406519464405,0.8364191234875932,0.03371772375705041,0.802861175150127,0.8791729937888766,8.46009835097974,-0.08832706674220425,2,"[0.8166565994788715, 0.8791729937888766, 0.8079088507138202, 0.8754959983062702, 0.802861175150127]"
exp192_likpf,pf_medoid_k8_m4,candidate_path,candidate_path,pf_hard_window,pf_medoid,11.544811567971532,13.92265944517539,11.544811567971532,0.7719322858187136,11.992449593393495,0.44763802542196274,0.11658149263474449,11.498232994554707,0.1,11.49917713180824,0.11835720022459055,0.05321834968960172,0.06686751035707122,0.20408244124512814,11.583105972232456,0.0382944042609239,3,"[0.08619117642327331, 0.07779925316971266, 0.06686751035707122, 0.15684561992776735, 0.20408244124512814]"
beam_sm5,selfgr_hmm_a150,candidate_path,candidate_path,beam,hmm_selfgr,16.31354225385345,11.559583960382007,11.559583960382007,0.4699286610949934,12.010327139961172,0.450743179579165,0.7977440356713296,11.158909999563818,0.8,11.158960742977586,0.7975587133348822,0.012449017147903233,0.7858347357314742,0.8205235729815924,11.172841910601363,-0.3867420497806435,5,"[0.7858347357314742, 0.7968300726976358, 0.8205235729815924, 0.7975116800489446, 0.7870935052147634]"
beam_loose,likpf_mean,candidate_path,candidate_path,beam,pf,16.314849584612546,11.594897672217703,11.594897672217703,0.4759425057960374,12.048683700666869,0.4537860284491657,0.79864740050128,11.202676909832602,0.8,11.202694918892053,0.7986933387675298,0.010812241539123116,0.785800574258383,0.8175958894036454,11.21293253967917,-0.38196513253853404,5,"[0.7953009623670603, 0.8175958894036454, 0.7925857067438711, 0.8021835610646887, 0.785800574258383]"
beam_loose,selfgr_hmm_a150,candidate_path,candidate_path,beam,hmm_selfgr,16.314849584612546,11.559583960382007,11.559583960382007,0.47137336013966213,12.01658865210826,0.4570046917262527,0.7985327775367084,11.163023466079562,0.8,11.163044872226372,0.7982451408514558,0.013465189277801347,0.7841240910072695,0.819537982972371,11.179278845058334,-0.3803051153236723,5,"[0.7841240910072695, 0.8070646760002591, 0.819537982972371, 0.7951546764460877, 0.7853442778312915]"
formation_astnu_full,formation_egfdu_full,candidate_path,candidate_path,formation,formation,49.14309655937084,46.153480910196016,46.153480910196016,0.9137611344153532,46.61071933784456,0.45723842764854083,0.8560015967543593,46.06350730171696,0.8500000000000001,46.06366374488732,0.8527793971155612,0.05306207453439485,0.7498793509866607,0.8939535868848087,46.16914294030781,0.015662030111791125,4,"[0.8621814338196411, 0.8919200593318709, 0.8939535868848087, 0.865962554554824, 0.7498793509866607]"
selfgr_hmm_a150,pf_medoid_k8_m7,candidate_path,candidate_path,hmm_selfgr,pf_medoid,11.559583960382007,17.04335315378974,11.559583960382007,0.3896983797958845,12.017195983007362,0.45761202262535505,0.21012157411166157,11.030820802566124,0.2,11.032077056611234,0.2101426778901762,0.011603137656182351,0.19205502584704628,0.22364569512720528,11.045583064974316,-0.5140008954076905,5,"[0.20736782847111507, 0.20579469949578671, 0.19205502584704628, 0.22185014050972773, 0.22364569512720528]"
hmm_peer_atlas,exp259_error_row,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.532211478197349,8.532211478197349,0.5912384626834032,8.99156534424116,0.459353866043811,0.8395083999127613,8.395368970818154,0.8500000000000001,8.395958505989855,0.8396636371006115,0.032942258452461626,0.8042148224719667,0.8846201836594995,8.44714986057993,-0.08506161761741815,2,"[0.8236092845247508, 0.8846201836594995, 0.812366691740015, 0.8735072031068257, 0.8042148224719667]"
exp226_k16,pf_medoid_k8_m5,candidate_path,candidate_path,geometry,pf_medoid,9.42710967407494,14.482404087953581,9.42710967407494,0.33879438019012953,9.888373590929797,0.46126391685485757,0.20677104796950735,8.94755243660712,0.2,8.948080450163355,0.20693721855825106,0.014110945334295941,0.184953335728041,0.2286996744838002,8.96804380504897,-0.45906586902597013,5,"[0.201977534937305, 0.184953335728041, 0.208945586491061, 0.2101099611510481, 0.2286996744838002]"
selfgr_hmm_a070,exp259_error_viterbi,candidate_path,model_output,hmm_selfgr,selector_output,11.349942882774709,8.42712555102057,8.42712555102057,0.6077105034344137,8.889453020486542,0.46232746946597203,0.8457809848133063,8.308338092664165,0.8500000000000001,8.308427630824733,0.8464609276334969,0.031006793561750786,0.8124298321236534,0.8863812139642956,8.351384995594914,-0.07574055542565539,2,"[0.8224641292591851, 0.8863812139642956, 0.8124298321236534, 0.8811620748856848, 0.8298673879346651]"
exact_hmm,exp237_viterbi,candidate_path,model_output,hmm,selector_output,11.938287416925935,8.545093285823208,8.545093285823208,0.5343409123230947,9.007796593626713,0.46270330780350477,0.8262457743243183,8.354800542254097,0.8500000000000001,8.358396856776697,0.826685812963448,0.02907633841402713,0.7957154645559019,0.8746363623617176,8.402247824863084,-0.14284546096012463,3,"[0.8214950329181879, 0.8746363623617176, 0.7999067759614561, 0.8416754290199766, 0.7957154645559019]"
hmm_peer_atlas,exp251_probability_row,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.479603434023124,8.479603434023124,0.5834072015399517,8.947648623619086,0.4680451895959621,0.8393470433255878,8.339512251547303,0.8500000000000001,8.340133392287004,0.839313879404035,0.028686092771638996,0.8046526034993502,0.8779891718477675,8.379734279153999,-0.09986915486912551,4,"[0.8268747750709583, 0.8779891718477675, 0.8187569367219059, 0.8682959098801933, 0.8046526034993502]"
exact_hmm,exp237_row_selector,candidate_path,model_output,hmm,selector_output,11.938287416925935,8.545227678368821,8.545227678368821,0.5369116298674073,9.015127769292675,0.4699000909238542,0.8278475096554336,8.359397959860607,0.8500000000000001,8.362508626175782,0.8283008792833891,0.029890813581330875,0.795716804024331,0.8771074401962725,8.409268612686102,-0.13595906568271943,3,"[0.8235102889197174, 0.8771074401962725, 0.8009607846823814, 0.8442090785942431, 0.795716804024331]"
beam_sm5,likpf_mean,candidate_path,candidate_path,beam,pf,16.31354225385345,11.594897672217703,11.594897672217703,0.4803792528617065,12.065493008558375,0.4705953363406721,0.8008790013150987,11.214488056448864,0.8,11.214495595217372,0.8008840419913842,0.00835643423761793,0.7882104686700071,0.8105875256130771,11.220527548176037,-0.3743701240416666,5,"[0.8010758415452534, 0.8105875256130771, 0.7955472419421044, 0.808999132186479, 0.7882104686700071]"
tvt_dense,pf_medoid_k8_m2,candidate_path,candidate_path,dense,pf_medoid,23.47039625126426,13.527396469240058,13.527396469240058,0.0787264171402617,13.99857299957162,0.4711765303315616,0.7689652793999497,12.103224603172135,0.75,12.113381761829968,0.7672243970268483,0.024521326424652514,0.720713390469674,0.7878863199676284,12.249096449965087,-1.2783000192749707,4,"[0.7867260418138247, 0.720713390469674, 0.7675848160394004, 0.7732114168437146, 0.7878863199676284]"
exp192_likpf,pf_medoid_k8_m2,candidate_path,candidate_path,pf_hard_window,pf_medoid,11.544811567971532,13.527396469240058,11.544811567971532,0.8381499927323052,12.021470190388232,0.4766586224167,0.04382533320771752,11.540278605785833,0.05,11.54036860573994,0.04787190268078047,0.04308507358915117,0.0,0.11470395107169194,11.581678291583414,0.03686672361188137,2,"[0.07710506044217787, 0.0, 0.007845698062756144, 0.039704803827276376, 0.11470395107169194]"
formation_astnu_weighted,formation_buda_weighted,candidate_path,candidate_path,formation,formation,58.32768802551824,56.255511162754,56.255511162754,0.9611294526673941,56.732312807130214,0.4768016443762164,0.9576965299982259,56.251385316992476,0.9500000000000001,56.251521890459976,0.9532615291960278,0.0520498997204944,0.8556452030780966,1.0,56.30703328159875,0.05152211884475122,2,"[0.9450865326582505, 1.0, 0.9861104769357684, 0.9794654333080235, 0.8556452030780966]"
hmm_peer_atlas,exp251_error_viterbi,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.502212004569888,8.502212004569888,0.5921161829123212,8.981149981960016,0.4789379773901281,0.8433930689523342,8.371898130157788,0.8500000000000001,8.372131868055668,0.8435756404054316,0.034451981875692234,0.8080508986892845,0.8899256957184599,8.42854321082695,-0.07366879374293767,2,"[0.8244916579518746, 0.8899256957184599, 0.815100840261866, 0.8803091094056732, 0.8080508986892845]"
formation_egfdu_last50,formation_buda_weighted,candidate_path,candidate_path,formation,formation,57.51325388933979,56.255511162754,56.255511162754,0.9894923809831884,56.73477419615201,0.4792630333980128,1.0,56.255511162754,1.0,56.255511162754,1.0,0.0,1.0,1.0,56.255511162754,0.0,0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
exp192_likpf,exp251_error_row,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.548425417721944,8.548425417721944,0.6068497764000367,9.029648558632305,0.48122314091036067,0.84770319966947,8.43015141942854,0.8500000000000001,8.4301785082069,0.8482026834080711,0.021154790562247564,0.8220932043701951,0.8843295088387702,8.450632353236603,-0.09779306448534086,4,"[0.8220932043701951, 0.8843295088387702, 0.834718985803189, 0.8555463630409563, 0.844325354987245]"
formation_astnu_last50,formation_buda_last50,candidate_path,candidate_path,formation,formation,59.00243007417994,56.92484298207386,56.92484298207386,0.9617721613273588,57.4071873631116,0.48234438103774124,0.9612050792176777,56.921391132585406,0.9500000000000001,56.92167910046208,0.9557222987950114,0.05185423068280397,0.8584678870265325,1.0,56.97724885096173,0.0524058688878668,2,"[0.9464382720972365, 1.0, 0.9875519213898933, 0.9861534134613942, 0.8584678870265325]"
likpf_mean,exp237_row_selector,candidate_path,model_output,pf,selector_output,11.594897672217703,8.545227678368821,8.545227678368821,0.6011004292499846,9.03573295414314,0.49050527577431957,0.8476097540631281,8.424324694532402,0.8500000000000001,8.424354652502153,0.8477672051076975,0.020239928037626146,0.8267957643141833,0.8864447992406564,8.443554061257476,-0.10167361711134504,4,"[0.8267957643141833, 0.8864447992406564, 0.8425838880867131, 0.8434081969860452, 0.8396033769108895]"
likpf_mean,exp237_viterbi,candidate_path,model_output,pf,selector_output,11.594897672217703,8.545093285823208,8.545093285823208,0.6012286088045405,9.036026641166874,0.49093335534366567,0.8477243906505112,8.424407049738523,0.8500000000000001,8.424434194841039,0.8478971330381103,0.020218180123833404,0.8262574451101631,0.8863296771282199,8.443597803591725,-0.10149548223148308,4,"[0.8262574451101631, 0.8863296771282199, 0.8431022546601814, 0.8432343523309516, 0.840561935961036]"
formation_egfdl_last50,formation_buda_weighted,candidate_path,candidate_path,formation,formation,57.501868292131036,56.255511162754,56.255511162754,0.9907613357119683,56.74718269111544,0.4916715283614437,1.0,56.255511162754,1.0,56.255511162754,1.0,0.0,1.0,1.0,56.255511162754,0.0,0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
pf_z,exp103_xy_likpf_scale_12,candidate_path,candidate_path,pf,xy_likpf,17.78817117151714,13.91627054554864,13.91627054554864,0.6470940024062505,14.408776773672137,0.49250622812349754,0.8235339540838131,13.702368724121461,0.8,13.706202245257428,0.8234352066547983,0.02762904494042909,0.7959546888219087,0.8705911098686876,13.750565851469995,-0.16570469407864508,3,"[0.7967381583022703, 0.8340375220170057, 0.8705911098686876, 0.8198545542641188, 0.7959546888219087]"
exp226_k16,pf_temp_t4,candidate_path,candidate_path,geometry,robust_pf,9.42710967407494,13.532730350229121,9.42710967407494,0.4785181775358806,9.925959069455153,0.4988493953802138,0.18560032158415726,9.149115579139918,0.2,9.150814181622081,0.18569548250327533,0.01242219864062794,0.16147319401607854,0.19501084966190527,9.160526974894696,-0.266582699180244,5,"[0.19501084966190527, 0.16147319401607854, 0.1944351264286833, 0.18762570470324982, 0.18993253770645965]"
formation_astnl_last50,formation_buda_weighted,candidate_path,candidate_path,formation,formation,57.68573650799582,56.255511162754,56.255511162754,0.9849161410119235,56.75541699814359,0.49990583538959044,1.0,56.255511162754,1.0,56.255511162754,1.0,0.0,1.0,1.0,56.255511162754,0.0,0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
exp226_k16,pf_mix_e02,candidate_path,candidate_path,geometry,mixture_pf,9.42710967407494,13.519962656874812,9.42710967407494,0.48126499145143276,9.928975876805772,0.5018662027308327,0.18479608888210944,9.153291480801313,0.2,9.155172488488974,0.18488113430522626,0.01248104763073189,0.16057360845392335,0.19403087458728435,9.164736387141163,-0.2623732869337765,5,"[0.19343710513463713, 0.16057360845392335, 0.19403087458728435, 0.18602419856235194, 0.19033988478793445]"
exp226_k16,pf_temp_t2,candidate_path,candidate_path,geometry,robust_pf,9.42710967407494,13.52988710902271,9.42710967407494,0.48126687251940065,9.933494298150881,0.5063846240759418,0.18427218030650416,9.154534947898437,0.2,9.156549939094065,0.18434327273741227,0.011929947036444583,0.16119966263687294,0.1935741456543864,9.165001525848199,-0.26210814822674067,5,"[0.19187412347330468, 0.16119966263687294, 0.1935741456543864, 0.184916533012058, 0.1901518989104392]"
exact_hmm,exp259_probability_row,candidate_path,model_output,hmm,selector_output,11.938287416925935,8.55605266725529,8.55605266725529,0.5533008726306139,9.065899761104582,0.5098470938492916,0.8374869473576599,8.396058773794914,0.8500000000000001,8.397016291963874,0.838237376468439,0.03472455907767312,0.7952677489000972,0.8950226240697102,8.460752036942889,-0.09530063031240132,3,"[0.8305630634209938, 0.8950226240697102, 0.8141873417801133, 0.8561461041712805, 0.7952677489000972]"
exp226_k16,pf_mix_e05,candidate_path,candidate_path,geometry,mixture_pf,9.42710967407494,13.55017306854338,9.42710967407494,0.4807008302775753,9.940900897074732,0.5137912229997923,0.1835125837581623,9.155872933011626,0.2,9.158094477454123,0.18361539545221878,0.012354930862337991,0.15959547906944857,0.19327401481504705,9.167137161019896,-0.2599725130550432,5,"[0.19327401481504705, 0.15959547906944857, 0.19217915204594446, 0.18532408005052886, 0.18770425128012502]"
exp192_likpf,exp259_error_row,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.532211478197349,8.532211478197349,0.6174605040211645,9.051580684229242,0.5193692060318931,0.8581558378378629,8.43206716148482,0.8500000000000001,8.432400206783145,0.8586761721978029,0.02108508261730265,0.8354491684941794,0.8974283811496572,8.451837995258485,-0.08037348293886382,4,"[0.8354491684941794, 0.8974283811496572, 0.8452842107211428, 0.857777104048556, 0.8574419965754789]"
exact_hmm,exp251_error_row,candidate_path,model_output,hmm,selector_output,11.938287416925935,8.548425417721944,8.548425417721944,0.5553518847447607,9.06848329253341,0.5200578748114655,0.8396046943918759,8.39315814585016,0.8500000000000001,8.393816338018748,0.8404398816242541,0.03593693096761531,0.8045417560906875,0.8974888436385179,8.462341114824113,-0.08608430289783087,2,"[0.8243996578793964, 0.8974888436385179, 0.8092165827030164, 0.8665525678096518, 0.8045417560906875]"
exp226_k16,exp103_xy_likpf_scale_12,candidate_path,candidate_path,geometry,xy_likpf,9.42710967407494,13.91627054554864,9.42710967407494,0.4321825795513448,9.94898522850928,0.5218755544343399,0.1902145835170636,9.096744533425914,0.2,9.09763467551268,0.19037058956010094,0.01723980912100362,0.15794173974427597,0.2092273859419659,9.121632099538898,-0.30547757453604163,5,"[0.19230746040222116, 0.15794173974427597, 0.19426388658967678, 0.1981124751223649, 0.2092273859419659]"
selfgr_hmm_a150,exp237_viterbi,candidate_path,model_output,hmm_selfgr,selector_output,11.559583960382007,8.545093285823208,8.545093285823208,0.6189932650861542,9.068187408609433,0.5230941227862242,0.8592190527633341,8.446698911374543,0.8500000000000001,8.447123302577372,0.8595785289812964,0.014849199794951471,0.8424796557884547,0.8796934620036578,8.456587261128206,-0.08850602469500224,4,"[0.8424796557884547, 0.8796934620036578, 0.8432111045749466, 0.8711781135871665, 0.8613303089522565]"
likpf_mean,pf_medoid_k8_m4,candidate_path,candidate_path,pf,pf_medoid,11.594897672217703,13.92265944517539,11.594897672217703,0.802765479113937,12.118847606200088,0.5239499339823848,0.07018645269443671,11.580210020785968,0.05,11.5814256981262,0.07189949391373676,0.041208610453959654,0.024281928501035298,0.13060307725986536,11.625594369129896,0.030696696912192678,3,"[0.024281928501035298, 0.04311557444691372, 0.050814494348021606, 0.11068239501284785, 0.13060307725986536]"
hmm_peer_atlas,exp259_error_viterbi,candidate_path,model_output,hmm_atlas,selector_output,11.569941914757122,8.42712555102057,8.42712555102057,0.5928699088106723,8.951134532086895,0.5240089810663253,0.8520106465257401,8.310317884941908,0.8500000000000001,8.310339598089222,0.852184314802664,0.033091355446801314,0.8163147481759553,0.8984888134281227,8.362663278071963,-0.06446227294860662,2,"[0.8364117967361856, 0.8984888134281227, 0.8250081804206578, 0.8846980352523985, 0.8163147481759553]"
exp192_likpf,exp251_error_viterbi,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.502212004569888,8.502212004569888,0.6141210394429127,9.029536913786258,0.5273249092163699,0.8587505278399786,8.401876633518578,0.8500000000000001,8.402264002060988,0.8593318103039846,0.02260901831053397,0.8347825428510348,0.900548098417112,8.424826697607271,-0.0773853069626167,4,"[0.8347825428510348, 0.900548098417112, 0.8457165199410511, 0.86347855240243, 0.852133337908295]"
selfgr_hmm_a150,exp237_row_selector,candidate_path,model_output,hmm_selfgr,selector_output,11.559583960382007,8.545227678368821,8.545227678368821,0.6209668093334643,9.073618381172329,0.5283907028035078,0.8608717560056617,8.449590714167384,0.8500000000000001,8.450177974052885,0.8612417634940451,0.015227622572318073,0.8441560407670917,0.8818119899160605,8.459928706584686,-0.0852989717841357,3,"[0.8446288292941152, 0.8818119899160605, 0.8441560407670917, 0.874216083401544, 0.861395874091414]"
exp192_likpf,exp251_probability_row,candidate_path,model_output,pf_hard_window,selector_output,11.544811567971532,8.479603434023124,8.479603434023124,0.6100675234371433,9.008773308085619,0.5291698740624948,0.8579338159095966,8.376943757680984,0.8500000000000001,8.377265884863181,0.858143177798248,0.01511127587934406,0.8402698515447615,0.8855790438599561,8.387397922019243,-0.09220551200388094,4,"[0.8402698515447615, 0.8855790438599561, 0.8498580857958806, 0.8572677371314029, 0.8577411706592395]"
