episode_id,well,rows,episode_sse_weight,observed_emission_evidence_class,viterbi_recovery_class,pre128_kernel_bias_sum_ft,pre128_true_minus_init_rate_median,exp209_mean_error_ft,exp355_mean_error_ft,exp209_rmse_ft,exp355_rmse_ft,rmse_gain_ft,exp355_sse_reduction_fraction,pre128_bias_sign_matches_exp209_error,pre128_bias_sign_matches_exp355_error,exp355_mu_adjustment_abs_mean
5f75f796:000,5f75f796,535,81755.10677025128,near_tie,not_better,-2.5393678854141,0.0100000000002182,-12.317367289719723,-9.70755044475181,12.36176701296027,9.758041399855346,2.603725613104924,0.37689074099738906,True,True,0.00930274626806295
5f75f796:001,5f75f796,1260,472657.7714422578,truth_strong,partial_recovery,-1.006051565229551,0.0100000000002182,-18.66710595238112,-13.788762949490286,19.368149509706996,14.15298419201306,5.215165317693936,0.46602640051917354,True,True,0.011789424576978649
5fb1c15f:000,5fb1c15f,2426,1837790.3803672672,near_tie,partial_recovery,-4.723433836965283,1.8189894035458565e-12,-27.0674841302557,-21.107746161444656,27.523432124236834,21.50609381137417,6.0173383128626625,0.3894546971787476,True,True,0.006643700814999901
5fffa282:000,5fffa282,3299,897487.3012312347,candidate_strong,partial_recovery,0.1462442009781262,-0.0099999999983992,16.32204228554093,16.263331839354127,16.493886374442518,16.448127594897592,0.04575877954492569,0.005540877935861888,True,True,0.00944692486831668
62569ae3:000,62569ae3,1670,715431.9194749895,candidate_strong,partial_recovery,0.7634297546970471,-0.0199999999986175,20.18662934131721,19.275713430296236,20.697882669273486,19.80256639492376,0.895316274349728,0.08464171921637209,True,True,0.005635632914884606
633774dc:000,633774dc,258,80180.81178625186,truth_strong,not_better,-3.333015854374052,0.0399999999990541,-17.31093992248081,-13.733129993175849,17.628906382892563,14.108867403505169,3.520038979387394,0.3594787228569044,True,True,0.001563826574965798
647f2a41:000,647f2a41,179,20109.20265750085,near_tie,large_recovery,-1.187274161749473,-0.0200000000004365,-10.594659217877316,-12.644133626092593,10.599146866031917,12.647273710737185,-2.0481268447052674,-0.4238099228454806,True,True,0.009751060179041801
653612bc:000,653612bc,4035,1570539.0203980252,truth_strong,large_recovery,0.3217372421510844,-1.8189894035458565e-12,-19.505479058240553,-19.41932705182904,19.72888748353035,19.632057702635855,0.09682978089449534,0.00979195200017735,False,False,0.005352934506922791
656a067b:000,656a067b,357,104194.27801125188,truth_strong,large_recovery,-3.697645101148997,-0.0099999999983992,-16.78217787114862,-5.529575850266397,17.08393171142385,5.694492423736355,11.389439287687496,0.8888948000206446,True,True,0.007953130681982322
65a5466a:000,65a5466a,1593,482014.0386342589,truth_strong,not_better,-3.2923483995911447,0.0099999999983992,-16.90761487758962,-14.501421513826932,17.39490077300994,15.028830570341324,2.3660702026686167,0.25354012907896173,True,True,0.0036941046973188577
65a5466a:001,65a5466a,298,43205.0964777492,candidate_strong,not_better,-3.9278242440157856,-0.0100000000020372,12.021001677852238,7.784910500626955,12.040911312161814,7.789779033823948,4.251132278337866,0.5814652117890287,False,False,0.021740746130728156
6767c111:000,6767c111,451,135743.80330375268,candidate_strong,not_better,-3.3620248523382763,-0.0199999999986175,-17.09438470066536,-17.65113931916693,17.34889168800452,17.890558421895808,-0.5416667338912866,-0.06341877020272624,True,True,0.0073324099677178275
67847288:000,67847288,908,110587.97556974564,near_tie,partial_recovery,1.251765173269724,-0.0200000000004365,11.011226321585688,11.189182606740538,11.035983174882233,11.204603958394875,-0.1686207835126421,-0.030791815201037798,True,True,0.006107603632218619
67847288:001,67847288,1979,313285.1953207432,truth_strong,not_better,-0.1017115012239174,-0.0300000000006548,12.440265032844732,18.99449504428351,12.581923463437114,19.36711338989322,-6.7851899264561055,-1.369385424203661,False,False,0.0039729977873244424
67847288:002,67847288,2512,694571.5791905116,truth_strong,partial_recovery,-1.5319533704523352,0.0300000000006548,-16.308151273885496,20.8886000712142,16.62833199202455,21.28129884622295,-4.6529668541984,-0.6379433879925067,True,False,0.013400698357140185
67a8da4a:000,67a8da4a,952,310554.5319925054,truth_strong,partial_recovery,0.0365610502438704,-0.0199999999986175,-17.278866596638807,-16.86422980383735,18.0613605160189,17.564682655809943,0.4966778602089583,0.05424272114621165,False,False,0.011470394450156159
684a6fc1:000,684a6fc1,280,39987.39787725129,truth_strong,not_better,-2.082681601678214,-0.0099999999983992,-11.895105357143049,-9.815408674047791,11.950403142818969,9.886402098172653,2.064001044646316,0.315597751844213,True,True,0.005932419834165825
684a6fc1:001,684a6fc1,844,294175.8112969947,truth_strong,large_recovery,3.2706258787358524,-0.0200000000004365,18.416270142179926,15.204217326866104,18.669481499265466,15.466924321179732,3.2025571780857334,0.31365352444986694,True,True,0.006947698351766509
699ea575:000,699ea575,1894,823799.9037285122,truth_strong,partial_recovery,-1.402147904628894,0.0099999999983992,-20.48395881731801,-14.487355782923881,20.855513196535643,14.828676855916637,6.026836340619006,0.4944512508001666,True,True,0.013994651291821838
69c1bdad:000,69c1bdad,1334,245217.94847975727,near_tie,partial_recovery,-1.1518587262526503,0.0100000000002182,-13.468542353823283,-13.538724834484787,13.558080637926803,13.620561263648955,-0.06248062572215218,-0.00923797316957109,True,True,0.010590921918124484
6a0ff78e:000,6a0ff78e,611,128032.1948687524,truth_strong,not_better,-2.1591880170408464,-0.0200000000004365,-14.340436170212914,-15.794126435293071,14.475680540735706,15.933312189023047,-1.4576316482873413,-0.21152993867811287,True,True,0.0037108576760238677
6d1d74e1:000,6d1d74e1,585,78477.85822750133,truth_strong,not_better,-4.030022515052221,0.0300000000006548,-11.562646153846256,-12.197970727595079,11.58232209033559,12.215646059945563,-0.6333239696099735,-0.11235037549226923,True,True,0.002659437085601212
6d1d74e1:001,6d1d74e1,1124,504631.2477429896,truth_strong,not_better,4.486310966054056,0.0099999999983992,20.949636120996225,-2.421249445457895,21.188680582441272,2.981618365638458,18.207062216802814,0.9801985824605287,True,False,0.01114196430345407
6d590e26:000,6d590e26,3141,751213.2835702337,truth_strong,large_recovery,3.0187606483836715,-1.8189894035458565e-12,15.257455428207415,28.99464033538531,15.464919412412753,30.021497332258015,-14.556577919845262,-2.768507427544215,True,True,0.01876518359026763
6dbe4b60:000,6dbe4b60,377,69337.47734149944,truth_strong,large_recovery,-0.0658098904400245,-0.0100000000002182,13.378458885941582,8.590117472353182,13.561675340499512,8.782007582452556,4.779667758046957,0.5806651774624101,False,False,0.004295093909479009
