well,rows,original_episode_rows,exp209_rmse_ft,exp355_rmse_ft,rmse_gain_ft,original_episode_exp209_rmse_ft,original_episode_exp355_rmse_ft,outside_exp209_rmse_ft,outside_exp355_rmse_ft
14fee784,4910,965,13.369241809249198,11.891248531489772,1.4779932777594258,29.901448316851543,26.286711127406978,1.9364822703380378,2.639098936537541
153552f5,4695,2940,12.395628482232988,7.2504008854243205,5.145227596808668,15.02779255927769,7.984680648511796,5.72099213487191,5.816185386959539
1550491d,4563,2092,17.715228477937515,17.982099478464328,-0.26687100052681245,25.83683602428076,26.2402419511404,3.7906102961315584,3.764934193656962
155887bb,5585,0,2.7027185987515514,2.218236313537282,0.4844822852142694,,,2.7027185987515514,2.218236313537282
1590af81,3799,971,7.129890734388088,18.282170336674778,-11.15227960228669,13.213519148522339,26.111921586709194,2.8881611668880165,14.659138823378292
15e154a1,6068,677,6.11677182498391,7.759358447837772,-1.6425866228538624,12.450900805357366,16.19647410216141,4.758725502572154,5.9013316729863154
1619e2ca,4443,0,1.6325176422272003,9.75647131753514,-8.123953675307941,,,1.6325176422272003,9.75647131753514
16e4a047,4131,0,1.9802637206727833,2.076434159214223,-0.0961704385414397,,,1.9802637206727833,2.076434159214223
173ed841,4883,3558,21.113139352175384,21.0730110226483,0.04012832952708578,24.598394142795307,24.55278309281485,4.23735624187602,4.2114708770010285
1770d7c6,7240,1317,10.621502099011064,9.827726719832846,0.7937753791782178,22.724517773346438,20.845421002524606,4.803875588717079,4.630380188437779
177622d7,3154,262,4.95365251124907,2.858296339797133,2.095356171451937,14.933021053151272,6.782991067593414,2.561164263949076,2.177575140107326
18d24f7b,4558,0,5.685432186575362,1.7016508260148115,3.9837813605605503,,,5.685432186575362,1.7016508260148115
19137a89,6267,1416,7.2329624277202695,7.31462734054733,-0.08166491282706012,12.621286427014585,12.725763770274865,4.592178904300853,4.674389233593875
1944513c,4722,0,1.6418461827505293,2.0743288497186114,-0.43248266696808213,,,1.6418461827505293,2.0743288497186114
197f8a5a,6310,4704,19.629299650434955,19.87301369361675,-0.24371404318179302,22.590358839090058,22.877582494246674,4.37478184309312,4.32585435371516
19871e7f,5293,3461,11.033533714391924,10.314489103055378,0.7190446113365461,13.230500806298174,12.671622234404587,4.58597445871051,2.0074244475692624
198a5607,6251,0,2.9370818103808247,4.110161537956779,-1.1730797275759546,,,2.9370818103808247,4.110161537956779
19fb4f7b,5620,1005,7.238800035146937,7.6230793626779505,-0.38427932753101324,14.167589863401538,14.807058216739508,4.4833884870168665,4.797988633986606
1a518997,4606,0,0.551826641540878,0.5646994653223367,-0.012872823781458709,,,0.551826641540878,0.5646994653223367
1a68190b,4474,2155,13.060903343649686,26.65002717035237,-13.589123826702684,17.878362812891382,26.53310130144099,5.663857103437953,26.758226018866285
1a730ac2,4605,0,1.5604051438917963,1.787093438195765,-0.22668829430396875,,,1.5604051438917963,1.787093438195765
1aaf1da0,4804,357,5.994103596270754,6.7400145645139045,-0.7459109682431508,10.780111426170327,1.8095872392815948,5.4299512239286605,6.9865446065771195
1b08ed48,5618,0,2.160276862826877,2.15835231096896,0.0019245518579169563,,,2.160276862826877,2.15835231096896
1b1c5372,4261,2159,25.069918087397483,20.48133104518525,4.588587042212232,34.88323626517267,28.375200745785712,4.920101224659288,4.833185145444559
1b1eba53,4655,4263,18.45271596902519,39.590894299108825,-21.138178330083637,19.225269024202518,41.28871658559439,4.893934033277049,8.607702796500114
1b6ba517,6597,1023,10.765365792983497,19.610114064767792,-8.844748271784296,26.452534575577985,23.330592717640982,2.9563338708536113,18.847697886646564
1b82b665,3806,2028,12.94131078957287,19.724095733684475,-6.782784944111604,17.27605282660106,25.821444624601995,4.251547815680983,8.502072075441994
1bcb2fcf,4524,590,7.818548426612383,8.638978675391044,-0.8204302487786617,16.969482798541762,18.360697325803727,5.206766600925746,5.938529840428387
1beca81d,5036,1357,7.14270188903448,7.378429337725925,-0.23572744869144557,12.279564281835677,12.541053342576806,3.770700723947638,4.063230519590229
1d3fbf02,2694,2078,17.10199074533982,10.130016725813705,6.9719740195261135,19.33320299231366,11.231614855042476,4.270903170387608,4.820286804284848
1d78281a,4949,2175,12.69344914529677,12.620951665178914,0.07249748011785506,18.80373101970414,18.707022572360643,3.1976354785464864,3.129693982596802
