candidate,anchor,segment_type,segment,rows,weight_sum,sse,anchor_sse,weighted_sse_share,rmse,anchor_rmse,delta_sse_vs_anchor,delta_rmse_vs_anchor,mae,anchor_mae,bias,anchor_bias,mean_abs_step_error,mean_abs_pred_step,mean_abs_true_step,worse_than_anchor
exp026,exp073,distance_bucket,000-100,300,300.0,267.2889058512064,169.5696661286037,0.0002880535191039693,0.943908374527963,0.7518192737810591,97.71923972260268,0.19208910074690388,0.732023528604453,0.6646705729167964,-0.6489596147440655,-0.3901153645834772,0.06224603696612174,0.05262115471598516,0.025521885521897526,True
exp026,exp073,distance_bucket,100-250,450,450.0,4610.7709166275745,842.147617651518,0.0049689633922036305,3.2009619792346364,1.36800553739256,3768.6232989760565,1.8329564418420765,2.9268333216541538,1.2072437500001332,-2.9268333216541538,-1.1827013888890523,0.13644964959742842,0.12916271444653427,0.02128888888888873,True
exp026,exp073,distance_bucket,1000+,11151,11151.0,894123.7680363527,257385.9001487386,0.9635846915425207,8.95451177585718,4.804359177919562,636737.8678876141,4.150152597937618,6.619730987538689,3.375490528455888,5.069954669593993,2.934072319046364,0.24202964366969795,0.23373127228120463,0.019092458075507586,True
exp026,exp073,distance_bucket,250-500,750,750.0,6496.712809250287,5360.730065188989,0.007001416618294461,2.9431757925185256,2.673507076279891,1135.982744061298,0.2696687162386344,2.373919879089869,1.9874925000000851,-2.3643456063655344,-1.9811430208334253,0.22348508341005316,0.22141528893063028,0.008106666666673845,True
exp026,exp073,distance_bucket,500-1000,1500,1500.0,22415.503509006958,8084.551820128191,0.024156874927877537,3.8657042057049114,2.321573004111392,14330.951688878766,1.5441312015935194,3.0793021786461456,1.79535320312503,-0.8644561721477184,-1.284582630208469,0.2992243508463883,0.2964575457186608,0.007773333333332024,True
exp026,exp073,tail_length_bucket,2500-5000,8137,8137.0,253367.99224500998,59344.9933079512,0.2730511450224971,5.580122293309025,2.700597644995682,194022.9989370588,2.8795246483133434,4.791780819576392,2.1468787060648404,2.3562079717494346,0.9025469018832474,0.2572390058301819,0.2511821177503632,0.016100799016595578,True
exp026,exp073,tail_length_bucket,5000+,6014,6014.0,674546.0519320786,212497.90600988473,0.726948854977503,10.590685963961109,5.944230140822078,462048.1459221938,4.646455823139031,7.110404879242291,4.173138159398854,5.4507638696964,3.5437038316842577,0.21662614306621913,0.2074622283445967,0.019427906203224175,True
exp027,exp073,distance_bucket,000-100,300,300.0,0.007829852013238641,169.5696661286037,0.02006435748460697,0.005108767631317309,0.7518192737810591,-169.56183627659047,-0.7467105061497418,0.003977593525432894,0.6646705729167964,-0.0005721818296478886,-0.3901153645834772,0.003670033670879347,0.025690235690343236,0.025521885521897526,False
exp027,exp073,distance_bucket,100-250,450,450.0,0.011038216169350155,842.147617651518,0.02828593884529913,0.004952713323545243,1.36800553739256,-842.1365794353486,-1.3630528240690147,0.003850486210916036,1.2072437500001332,-0.0005944040520423894,-1.1827013888890523,0.003955555556365451,0.021333333333394773,0.02128888888888873,False
exp027,exp073,distance_bucket,1000+,11151,11151.0,0.3078477352232115,257385.9001487386,0.7888740425619192,0.0052542541212827806,4.804359177919562,-257385.5923010034,-4.799104923798279,0.004199734529312881,3.375490528455888,-0.0012475380872022375,2.934072319046364,0.004537709623265815,0.019431441126560964,0.019092458075507586,False
exp027,exp073,distance_bucket,250-500,750,750.0,0.021757668915732803,5360.730065188989,0.05575503169394045,0.005386114111395809,2.673507076279891,-5360.7083075200735,-2.668120962168495,0.004143154657778117,1.9874925000000851,-0.0016521818297502856,-1.9811430208334253,0.004440000000734775,0.008546666667035121,0.008106666666673845,False
exp027,exp073,distance_bucket,500-1000,1500,1500.0,0.041763395180731425,8084.551820128191,0.10702062941423407,0.005276576868938891,2.321573004111392,-8084.51005673301,-2.3162964272424533,0.004125513201826834,1.79535320312503,-0.0007321818298150902,-1.284582630208469,0.004633333334011695,0.008580000000329165,0.007773333333332024,False
exp027,exp073,tail_length_bucket,2500-5000,8137,8137.0,0.23003096774940923,59344.9933079512,0.5894649811580766,0.005316930644147278,2.700597644995682,-59344.763276983445,-2.6952807143515347,0.0036706869519804227,2.1468787060648404,-0.0012715330236672576,0.9025469018832474,0.0045433312851203235,0.016508912108304154,0.016100799016595578,False
exp027,exp073,tail_length_bucket,5000+,6014,6014.0,0.16020589975285532,212497.90600988473,0.4105350188419233,0.005161281433074795,5.944230140822078,-212497.74580398496,-5.939068859389003,0.004852759005107941,4.173138159398854,-0.001054436063545139,3.5437038316842577,0.004455346749836607,0.019772160319650206,0.019427906203224175,False
exp054,exp073,distance_bucket,000-100,300,300.0,249.288352018639,169.5696661286037,0.00047382288245912134,0.9115707177150126,0.7518192737810591,79.71868589003529,0.15975144393395357,0.7045586393675876,0.6646705729167964,-0.6661734688807398,-0.3901153645834772,0.045863738469578606,0.03592885473303167,0.025521885521897526,True
exp054,exp073,distance_bucket,100-250,450,450.0,4595.5715610906245,842.147617651518,0.008734812300657818,3.1956816560583836,1.36800553739256,3753.4239434391066,1.8276761186658237,2.9863605729648164,1.2072437500001332,-2.9863605729648164,-1.1827013888890523,0.060959534902738394,0.055745747760928575,0.02128888888888873,True
exp054,exp073,distance_bucket,1000+,11151,11151.0,511114.76088076207,257385.9001487386,0.9714768753006956,6.770212554722261,4.804359177919562,253728.86073202346,1.9658533768026993,5.074397963035713,3.375490528455888,3.6587808869094327,2.934072319046364,0.21029303321893889,0.20338334785549242,0.019092458075507586,True
exp054,exp073,distance_bucket,250-500,750,750.0,3820.496436245451,5360.730065188989,0.007261625419671718,2.25698809219882,2.673507076279891,-1540.233628943538,-0.41651898408107124,2.1028516591806743,1.9874925000000851,-2.1028516591806743,-1.9811430208334253,0.20033608303914663,0.1994425032176902,0.008106666666673845,False
exp054,exp073,distance_bucket,500-1000,1500,1500.0,6341.269573413403,8084.551820128191,0.012052864096515863,2.0560916927370405,2.321573004111392,-1743.282246714788,-0.2654813113743515,1.623888248045417,1.79535320312503,-0.5518375118595334,-1.284582630208469,0.2430728005072706,0.24118208091303434,0.007773333333332024,False
exp054,exp073,tail_length_bucket,2500-5000,8137,8137.0,158413.50338607386,59344.9933079512,0.30109687110140293,4.412288906996538,2.700597644995682,99068.51007812266,1.7116912620008558,3.6369615155141277,2.1468787060648404,2.2683860029836436,0.9025469018832474,0.24287633488697058,0.2381325686520665,0.016100799016595578,True
exp054,exp073,tail_length_bucket,5000+,6014,6014.0,367707.8834174563,212497.90600988473,0.6989031288985971,7.819333898111294,5.944230140822078,155209.97740757157,1.8751037572892164,5.413843831089268,4.173138159398854,3.0582972153269012,3.5437038316842577,0.1538488629953176,0.14598881108980252,0.019427906203224175,True
exp063,exp073,distance_bucket,000-100,300,300.0,156.5543013291022,169.5696661286037,0.0005383653697037838,0.7223902484786234,0.7518192737810591,-13.015364799501498,-0.02942902530243563,0.6042998697918119,0.6646705729167964,-0.3950990885418105,-0.3901153645834772,0.03269610164144721,0.031180950126262628,0.025521885521897526,False
