candidate,anchor,segment_type,segment,rows,weight_sum,sse,anchor_sse,weighted_sse_share,rmse,anchor_rmse,delta_sse_vs_anchor,delta_rmse_vs_anchor,mae,anchor_mae,bias,anchor_bias,mean_abs_step_error,mean_abs_pred_step,mean_abs_true_step,worse_than_anchor,well_id,tail_rows,tail_length_bucket,tail_start_row,tail_end_row,tail_start_md,tail_end_md,max_abs_error,anchor_max_abs_error
exp063,exp073,well,00e12e8b,4301,4301.0,33667.27680535703,40016.37285115596,0.11577641604450964,2.797816799466196,3.0502408933328757,-6349.096045798928,-0.25242409386667974,2.2592254799029456,2.481400655370814,0.08535325178723924,0.2958273330328798,0.04507263808138728,0.043998001453488374,0.0221372093023257,False,00e12e8b,4301,2500-5000,2083,6383,12539.0,16839.0,6.951718750000509,6.960507812500509
exp063,exp073,well,000d7d20,3836,3836.0,18686.44898031672,19328.620456795237,0.06425972923344397,2.2071105692133424,2.244714592520776,-642.1714764785174,-0.03760402330743373,1.6953358702912467,1.7718059990875223,1.4994882669935006,1.582813029522828,0.03200502159386559,0.031231920224902215,0.009332464146024644,False,000d7d20,3836,2500-5000,1442,5277,12909.0,16744.0,5.855156249999709,6.183007812500364
exp069,exp073,well,00bbac68,6014,6014.0,1804057.6848801123,212497.90600988473,0.7719044749628666,17.319824942223974,5.944230140822078,1591559.7788702275,11.375594801401895,11.368767758043676,4.173138159398854,10.348432901355025,3.5437038316842577,0.03382604617079018,0.027638359076168302,0.019427906203224175,True,00bbac68,6014,5000+,1545,7558,13123.0,19136.0,40.7471874999992,14.119453124998472
exp069,exp073,well,00e12e8b,4301,4301.0,472627.5468388809,40016.37285115596,0.2022237545136469,10.482739512027576,3.0502408933328757,432611.17398772493,7.432498618694701,8.794108346895982,2.481400655370814,5.907600031242598,0.2958273330328798,0.03954717478198248,0.028489507630813954,0.0221372093023257,True,00e12e8b,4301,2500-5000,2083,6383,12539.0,16839.0,22.928320312499636,6.960507812500509
exp069,exp073,well,000d7d20,3836,3836.0,60466.24672903441,19328.620456795237,0.025871770523486427,3.9702440783886037,2.244714592520776,41137.62627223917,1.7255294858678276,3.043197554825914,1.7718059990875223,2.8211306842249915,1.582813029522828,0.018964685870285672,0.017378228895045634,0.009332464146024644,True,000d7d20,3836,2500-5000,1442,5277,12909.0,16744.0,9.581953124999927,6.183007812500364
exp070,exp073,well,00bbac68,6014,6014.0,142099.88718496723,212497.90600988473,0.5327506695637059,4.860882852519085,5.944230140822078,-70398.0188249175,-1.0833472883029929,3.1302595376413556,4.173138159398854,1.6640223722770413,3.5437038316842577,0.07356779711667613,0.07170515315774156,0.019427906203224175,False,00bbac68,6014,5000+,1545,7558,13123.0,19136.0,13.977226562499709,14.119453124998472
exp070,exp073,well,00e12e8b,4301,4301.0,87864.54745946417,40016.37285115596,0.32941543738884527,4.519830172634724,3.0502408933328757,47848.17460830821,1.4695892793018484,3.6635578208556443,2.481400655370814,-0.7380351589747929,0.2958273330328798,0.05131499818312456,0.04639739280523256,0.0221372093023257,True,00e12e8b,4301,2500-5000,2083,6383,12539.0,16839.0,10.926679687499927,6.960507812500509
exp070,exp073,well,000d7d20,3836,3836.0,36764.253470290954,19328.620456795237,0.13783389304744872,3.0958048521438815,2.244714592520776,17435.633013495717,0.8510902596231054,2.5795175536853954,1.7718059990875223,2.4229879859390167,1.582813029522828,0.04524269678943341,0.0444444161505867,0.009332464146024644,True,000d7d20,3836,2500-5000,1442,5277,12909.0,16744.0,7.744609375000437,6.183007812500364
exp073,exp073,well,00bbac68,6014,6014.0,212497.90600988473,212497.90600988473,0.7816937891080773,5.944230140822078,5.944230140822078,0.0,0.0,4.173138159398854,4.173138159398854,3.5437038316842577,3.5437038316842577,0.0662102034134147,0.06507157668800931,0.019427906203224175,False,00bbac68,6014,5000+,1545,7558,13123.0,19136.0,14.119453124998472,14.119453124998472
exp073,exp073,well,00e12e8b,4301,4301.0,40016.37285115596,40016.37285115596,0.14720403936087081,3.0502408933328757,3.0502408933328757,0.0,0.0,2.481400655370814,2.481400655370814,0.2958273330328798,0.2958273330328798,0.051664253270338904,0.05108262172965116,0.0221372093023257,False,00e12e8b,4301,2500-5000,2083,6383,12539.0,16839.0,6.960507812500509,6.960507812500509
exp073,exp073,well,000d7d20,3836,3836.0,19328.620456795237,19328.620456795237,0.07110217153105189,2.244714592520776,2.244714592520776,0.0,0.0,1.7718059990875223,1.7718059990875223,1.582813029522828,1.582813029522828,0.030954876955659835,0.03046620355280313,0.009332464146024644,False,000d7d20,3836,2500-5000,1442,5277,12909.0,16744.0,6.183007812500364,6.183007812500364
