query_label,split,well_id,view,candidate_role,candidate_label,candidate_split,candidate_well_id,candidate_kind,candidate_view,exact_rows,exact_coverage_query,exact_corr,exact_raw_rmse,exact_raw_mae,exact_resid_std,exact_z_rmse
horizontal:train:0390d174:full,train,0390d174,full,self_gr_prefix,self_gr:train:0390d174:prefix,train,0390d174,self_gr,prefix,1453,0.45763779527559056,0.9951698688384718,2.232763631493245,1.1870535024077353,2.2320873772579173,0.09828663349131656
horizontal:train:0390d174:full,train,0390d174,full,self_gr_full,self_gr:train:0390d174:full,train,0390d174,self_gr,full,2036,0.641259842519685,0.9999999999999998,0.0,0.0,0.0,2.1073424255447017e-08
horizontal:train:0390d174:full,train,0390d174,full,provided_typewell,typewell:train:0390d174,train,0390d174,typewell,native,2036,0.641259842519685,0.9651408052383094,5.453697489977286,3.7629315763461184,5.444568970259159,0.264042400995335
horizontal:train:0390d174:full,train,0390d174,full,best_typewell,typewell:train:0390d174,train,0390d174,typewell,native,2036,0.641259842519685,0.9651408052383094,5.453697489977286,3.7629315763461184,5.444568970259159,0.264042400995335
horizontal:train:03a935ae:prefix,train,03a935ae,prefix,self_gr_prefix,self_gr:train:03a935ae:prefix,train,03a935ae,self_gr,prefix,1546,0.97724399494311,1.0,0.0,0.0,0.0,0.0
horizontal:train:03a935ae:prefix,train,03a935ae,prefix,self_gr_full,self_gr:train:03a935ae:full,train,03a935ae,self_gr,full,1546,0.97724399494311,0.9988973625806757,0.943343017648136,0.1216021385490502,0.9408183557893505,0.046960353902505025
horizontal:train:03a935ae:prefix,train,03a935ae,prefix,provided_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,1546,0.97724399494311,0.7928792230677955,12.64050719007631,8.158894892287645,12.625608460738402,0.6436159987635555
horizontal:train:03a935ae:prefix,train,03a935ae,prefix,best_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,1546,0.97724399494311,0.7928792230677955,12.64050719007631,8.158894892287645,12.625608460738402,0.6436159987635555
horizontal:train:03a935ae:hidden,train,03a935ae,hidden,self_gr_prefix,self_gr:train:03a935ae:prefix,train,03a935ae,self_gr,prefix,1809,0.6767676767676768,0.8064268582477382,11.115477666234584,8.559328556340283,10.444507187883044,0.6222108031081778
horizontal:train:03a935ae:hidden,train,03a935ae,hidden,self_gr_full,self_gr:train:03a935ae:full,train,03a935ae,self_gr,full,1809,0.6767676767676768,0.999089522568632,0.7373084448009868,0.0881547670861117,0.7360065289581327,0.04267264771180626
horizontal:train:03a935ae:hidden,train,03a935ae,hidden,provided_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,1809,0.6767676767676768,0.7804846733231158,11.777506348236592,8.589472726680917,11.61185481402601,0.6625938826715565
horizontal:train:03a935ae:hidden,train,03a935ae,hidden,best_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,1809,0.6767676767676768,0.7804846733231158,11.777506348236592,8.589472726680917,11.61185481402601,0.6625938826715565
horizontal:train:03a935ae:full,train,03a935ae,full,self_gr_prefix,self_gr:train:03a935ae:prefix,train,03a935ae,self_gr,prefix,3317,0.7795534665099882,0.9082224015575795,8.150637933300972,4.619943739753029,7.888520038817894,0.42843342176450355
horizontal:train:03a935ae:full,train,03a935ae,full,self_gr_full,self_gr:train:03a935ae:full,train,03a935ae,self_gr,full,3317,0.7795534665099882,0.9999999999999998,0.0,0.0,0.0,2.1073424255447017e-08
horizontal:train:03a935ae:full,train,03a935ae,full,provided_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,3317,0.7795534665099882,0.7859404748011872,12.187351564359671,8.376461755173036,12.111719767507749,0.654308069946891
horizontal:train:03a935ae:full,train,03a935ae,full,best_typewell,typewell:train:03a935ae,train,03a935ae,typewell,native,3317,0.7795534665099882,0.7859404748011872,12.187351564359671,8.376461755173036,12.111719767507749,0.654308069946891
horizontal:train:044af7d1:prefix,train,044af7d1,prefix,self_gr_prefix,self_gr:train:044af7d1:prefix,train,044af7d1,self_gr,prefix,827,0.9729411764705882,1.0,0.0,0.0,0.0,0.0
horizontal:train:044af7d1:prefix,train,044af7d1,prefix,self_gr_full,self_gr:train:044af7d1:full,train,044af7d1,self_gr,full,827,0.9729411764705882,0.9999718460103623,0.21728359239766448,0.01210260321637065,0.2169462756551066,0.007503864289515883
horizontal:train:044af7d1:prefix,train,044af7d1,prefix,provided_typewell,typewell:train:044af7d1,train,044af7d1,typewell,native,827,0.9729411764705882,0.809506645513502,18.384552461813104,12.308666281588888,17.777443087583304,0.617241208096961
horizontal:train:044af7d1:prefix,train,044af7d1,prefix,best_typewell,typewell:train:044af7d1,train,044af7d1,typewell,native,827,0.9729411764705882,0.809506645513502,18.384552461813104,12.308666281588888,17.777443087583304,0.617241208096961
horizontal:train:044af7d1:hidden,train,044af7d1,hidden,self_gr_prefix,self_gr:train:044af7d1:prefix,train,044af7d1,self_gr,prefix,92,0.05970149253731343,0.17749498244872336,8.852136981495287,6.883357440735365,8.577921641582824,1.2825794459223776
horizontal:train:044af7d1:hidden,train,044af7d1,hidden,self_gr_full,self_gr:train:044af7d1:full,train,044af7d1,self_gr,full,1069,0.6937053861129137,0.9999693337814568,0.12622390637822062,0.0056703521813356045,0.12609647753810344,0.00783150286256681
