query_label,split,well_id,view,rank_by_z_rmse,candidate_label,candidate_split,candidate_well_id,candidate_is_provided,overlap_grid_points,coverage_query,coverage_candidate,corr,raw_rmse,resid_std,z_rmse
horizontal:train:00bbac68:full,train,00bbac68,full,7,typewell:train:3584a6eb,train,3584a6eb,False,929.0,0.9557613134384155,0.5068194270133972,0.8597615957260132,13.593871116638184,13.580617904663086,0.5296006202697754
horizontal:train:00bbac68:full,train,00bbac68,full,8,typewell:train:ab18d3fc,train,ab18d3fc,False,835.0,0.8590534925460815,0.5027092099189758,0.8587563633918762,13.611900329589844,13.57919979095459,0.5314953327178955
horizontal:train:00bbac68:full,train,00bbac68,full,9,typewell:train:8b9d8326,train,8b9d8326,False,821.0,0.8446502089500427,0.5042997598648071,0.8567240238189697,13.689617156982422,13.64852523803711,0.5353055000305176
horizontal:train:00bbac68:full,train,00bbac68,full,10,typewell:train:ab3ced07,train,ab3ced07,False,937.0,0.9639917612075806,0.5067604184150696,0.8564801216125488,13.738679885864258,13.718276023864746,0.5357609391212463
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,1,typewell:train:389ae58f,train,389ae58f,False,974.0,0.813021719455719,0.49391481280326843,0.8231036067008972,19.27116584777832,15.609061241149902,0.5948048233985901
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,2,typewell:train:e5ff9fd2,train,e5ff9fd2,False,998.0,0.8330550789833069,0.4943041205406189,0.8221665024757385,19.16571617126465,15.515036582946777,0.5963782072067261
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,3,typewell:train:42669188,train,42669188,False,1066.0,0.8898163437843323,0.4946635663509369,0.8220118284225464,19.09544563293457,15.161980628967285,0.5966375470161438
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,4,typewell:train:00e12e8b,train,00e12e8b,True,1198.0,1.0,0.4687010943889618,0.8143584728240967,18.67474937438965,14.6918306350708,0.6093299984931946
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,5,typewell:test:00e12e8b,test,00e12e8b,False,1198.0,1.0,0.4687010943889618,0.8143584728240967,18.67474937438965,14.6918306350708,0.6093299984931946
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,6,typewell:train:59f8b2e8,train,59f8b2e8,False,1070.0,0.8931552767753601,0.6192129850387573,0.4312577545642853,43.1230354309082,27.708417892456055,1.0665291547775269
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,7,typewell:train:5a63b5d1,train,5a63b5d1,False,1106.0,0.9232053160667419,0.6097022891044617,0.41095662117004395,42.50065612792969,28.355819702148438,1.0853970050811768
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,8,typewell:train:fb03ae90,train,fb03ae90,False,1168.0,0.9749582409858704,0.5884131193161011,0.40349602699279785,41.404144287109375,28.598590850830078,1.0922490358352661
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,9,typewell:train:7e721392,train,7e721392,False,1198.0,1.0,0.5460346341133118,0.4000701904296875,40.91535949707031,28.695276260375977,1.0953810214996338
horizontal:train:00e12e8b:prefix,train,00e12e8b,prefix,10,typewell:train:9a95e33f,train,9a95e33f,False,1198.0,1.0,0.5699334144592285,0.4000701904296875,40.91535949707031,28.695276260375977,1.0953810214996338
horizontal:train:00e12e8b:full,train,00e12e8b,full,1,typewell:train:389ae58f,train,389ae58f,False,997.0,0.8165438175201416,0.5055781006813049,0.8389358520507812,19.157636642456055,15.853311538696289,0.5675634741783142
horizontal:train:00e12e8b:full,train,00e12e8b,full,2,typewell:train:42669188,train,42669188,False,1089.0,0.8918918967247009,0.5053364038467407,0.8382506370544434,18.994369506835938,15.412278175354004,0.5687694549560547
horizontal:train:00e12e8b:full,train,00e12e8b,full,3,typewell:train:e5ff9fd2,train,e5ff9fd2,False,1021.0,0.8361998200416565,0.5056958794593811,0.8381785750389099,19.056747436523438,15.7557954788208,0.5688961744308472
horizontal:train:00e12e8b:full,train,00e12e8b,full,4,typewell:train:00e12e8b,train,00e12e8b,True,1221.0,1.0,0.47769951820373535,0.8316423296928406,18.59063720703125,14.929620742797852,0.5802717804908752
horizontal:train:00e12e8b:full,train,00e12e8b,full,5,typewell:test:00e12e8b,test,00e12e8b,False,1221.0,1.0,0.47769951820373535,0.8316423296928406,18.59063720703125,14.929620742797852,0.5802717804908752
horizontal:train:00e12e8b:full,train,00e12e8b,full,6,typewell:train:59f8b2e8,train,59f8b2e8,False,1093.0,0.895167887210846,0.6325231194496155,0.47895893454551697,42.7149543762207,27.63356590270996,1.0208241939544678
horizontal:train:00e12e8b:full,train,00e12e8b,full,7,typewell:train:5a63b5d1,train,5a63b5d1,False,1129.0,0.9246519207954407,0.6223814487457275,0.459711492061615,42.112693786621094,28.25086212158203,1.0395081043243408
horizontal:train:00e12e8b:full,train,00e12e8b,full,8,typewell:train:fb03ae90,train,fb03ae90,False,1191.0,0.9754299521446228,0.6000000238418579,0.4523114562034607,41.04827117919922,28.472412109375,1.0466026067733765
horizontal:train:00e12e8b:full,train,00e12e8b,full,9,typewell:train:7e721392,train,7e721392,False,1221.0,1.0,0.5565177798271179,0.4489668607711792,40.573448181152344,28.56142807006836,1.0497934818267822
horizontal:train:00e12e8b:full,train,00e12e8b,full,10,typewell:train:9a95e33f,train,9a95e33f,False,1221.0,1.0,0.5808753371238708,0.4489668607711792,40.573448181152344,28.56142807006836,1.0497934818267822
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,1,typewell:train:47222616,train,47222616,False,659.0,0.9821162223815918,0.5455297827720642,0.8710619807243347,14.936944007873535,12.568832397460938,0.5078149437904358
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,2,typewell:train:ba48188d,train,ba48188d,False,657.0,0.9791356325149536,0.5461346507072449,0.8707234859466553,14.934942245483398,12.580987930297852,0.5084810853004456
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,3,typewell:train:00bbac68,train,00bbac68,False,671.0,1.0,0.3448098599910736,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,4,typewell:train:015fe0d2,train,015fe0d2,True,671.0,1.0,0.530434787273407,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,5,typewell:train:153552f5,train,153552f5,False,671.0,1.0,0.31725767254829407,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,6,typewell:train:155887bb,train,155887bb,False,671.0,1.0,0.31621113419532776,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,7,typewell:train:177622d7,train,177622d7,False,671.0,1.0,0.5291798114776611,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,8,typewell:train:25939962,train,25939962,False,671.0,1.0,0.36017176508903503,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,9,typewell:train:2b547943,train,2b547943,False,671.0,1.0,0.3723640441894531,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
horizontal:train:015fe0d2:prefix,train,015fe0d2,prefix,10,typewell:train:2f19d536,train,2f19d536,False,671.0,1.0,0.5185471177101135,0.8705785870552063,15.185342788696289,12.756595611572266,0.5087659955024719
